,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-28,746791,Double,double,False,676914,663765,Davis Schneider,Jake Woodford,0,a23c4e4e-c7fa-434b-8dff-be72113fcc9a,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-28,746791,Flyout,field_out,True,643376,663765,Danny Jansen,Jake Woodford,1,124256a5-4b54-4866-8946-6cf134bd2a6e,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-28,746791,Groundout,field_out,True,665489,663765,Vladimir Guerrero Jr.,Jake Woodford,0,866e8e0f-d364-46e5-881c-bdead02138a2,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-28,746791,Strikeout,strikeout,True,666182,663765,Bo Bichette,Jake Woodford,0,12c1bcef-c521-47e9-910c-ab7a3dda289a,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-28,746791,Groundout,field_out,True,502054,592332,Tommy Pham,Kevin Gausman,0,c8066239-a454-427f-9d51-49d3e47d9297,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.298,0.521,0.198,0.207,0.343,0.33,,,,,,,,,,,,
5,2024-05-28,746791,Triple,triple,False,670032,592332,Nicky Lopez,Kevin Gausman,0,4531c0c8-cadf-465e-936f-393607ddbba2,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.298,0.521,0.198,0.207,0.343,0.33,,,,,,,,,,,,
6,2024-05-28,746791,Walk,walk,False,657757,592332,Gavin Sheets,Kevin Gausman,0,f6b3a126-34d1-4c1d-a5c1-46444b94de1a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.298,0.521,0.198,0.207,0.343,0.33,,,,,,,,,,,,
7,2024-05-28,746791,Grounded Into DP,grounded_into_double_play,True,683734,592332,Andrew Vaughn,Kevin Gausman,1,91a0d7a2-5713-471a-93c3-c3dc20d08353,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.298,0.521,0.198,0.207,0.343,0.33,,,,,,,,,,,,
8,2024-05-28,746791,Groundout,field_out,True,457759,663765,Justin Turner,Jake Woodford,0,a9ba8863-fa12-41f2-bc31-6c93d1aab01d,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-28,746791,Strikeout,strikeout,True,662139,663765,Daulton Varsho,Jake Woodford,0,cbe7a317-dca1-4953-80b3-3ea3fdc649ad,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,,,,,,,,,,
