,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,FO%,SL%,wFO/C,wSL/C,vFO,vSL,SL_ba,SL_slg,SL_whiff,EP%,wEP/C,vEP,CU%,wCU/C,vCU
0,2024-06-11,746139,Lineout,field_out,True,543760,572020,Marcus Semien,James Paxton,0,3502cfb0-0660-4daf-928d-2bf86c402f4a,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,
1,2024-06-11,746139,Groundout,field_out,True,543257,572020,Robbie Grossman,James Paxton,0,a218a0ab-9fb1-40ed-8f94-99f0f74529e5,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,
2,2024-06-11,746139,Groundout,field_out,True,666969,572020,Adolis García,James Paxton,0,79f3bdf3-2963-4304-8f0b-fd58adf1589d,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,
3,2024-06-11,746139,Lineout,field_out,True,605141,641540,Mookie Betts,Dane Dunning,0,ec9f84e0-fc11-4703-8658-c06669b52c24,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.056,0.137,-3.78,-0.59,0.8,-0.02,-1.16,89.4,88.2,85.4,90.0,75.8,0.25,0.625,0.263,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,0.233,0.419,0.259,106.0,99.0,97.0,0.001,0.245,-6.42,-0.4,76.4,80.9,0.226,0.472,0.336,,,,,,
4,2024-06-11,746139,Walk,walk,False,660271,641540,Shohei Ohtani,Dane Dunning,0,8f343a25-6324-4762-8a72-43fc605d9fe5,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.056,0.137,-3.78,-0.59,0.8,-0.02,-1.16,89.4,88.2,85.4,90.0,75.8,0.25,0.625,0.263,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,0.233,0.419,0.259,106.0,99.0,97.0,0.001,0.245,-6.42,-0.4,76.4,80.9,0.226,0.472,0.336,,,,,,
5,2024-06-11,746139,Single,single,False,518692,641540,Freddie Freeman,Dane Dunning,1,7ca6ded4-3a85-4a8e-990f-92a0a9a01bee,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.056,0.137,-3.78,-0.59,0.8,-0.02,-1.16,89.4,88.2,85.4,90.0,75.8,0.25,0.625,0.263,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,0.233,0.419,0.259,106.0,99.0,97.0,0.001,0.245,-6.42,-0.4,76.4,80.9,0.226,0.472,0.336,,,,,,
6,2024-06-11,746139,Home Run,home_run,False,669257,641540,Will Smith,Dane Dunning,1,13750bf6-0c66-4c1b-b0da-a82391751f24,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.056,0.137,-3.78,-0.59,0.8,-0.02,-1.16,89.4,88.2,85.4,90.0,75.8,0.25,0.625,0.263,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,0.233,0.419,0.259,106.0,99.0,97.0,0.001,0.245,-6.42,-0.4,76.4,80.9,0.226,0.472,0.336,,,,,,
7,2024-06-11,746139,Groundout,field_out,True,606192,641540,Teoscar Hernández,Dane Dunning,0,8abc8250-62e7-407b-aa1b-b8c3b2ab81dc,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.056,0.137,-3.78,-0.59,0.8,-0.02,-1.16,89.4,88.2,85.4,90.0,75.8,0.25,0.625,0.263,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,0.233,0.419,0.259,106.0,99.0,97.0,0.001,0.245,-6.42,-0.4,76.4,80.9,0.226,0.472,0.336,,,,,,
8,2024-06-11,746139,Groundout,field_out,True,666158,641540,Gavin Lux,Dane Dunning,0,483d6a85-973e-44b4-b230-061a2c05f250,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.056,0.137,-3.78,-0.59,0.8,-0.02,-1.16,89.4,88.2,85.4,90.0,75.8,0.25,0.625,0.263,0.0,0.0,0.368,0.219,0.531,0.358,0.218,0.376,0.133,0.233,0.419,0.259,106.0,99.0,97.0,0.001,0.245,-6.42,-0.4,76.4,80.9,0.226,0.472,0.336,,,,,,
9,2024-06-11,746139,Lineout,field_out,True,641680,572020,Jonah Heim,James Paxton,0,257e1cec-d28d-460b-9f52-b1be9a84e07d,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,
