,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-28,744902,Field Error,field_error,False,543760,621244,Marcus Semien,José Berríos,0,f409992c-e106-458a-b95a-724c8a6299b5,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,
1,2024-07-28,744902,Single,single,False,608369,621244,Corey Seager,José Berríos,1,ae7c7338-23ff-438a-bd43-4fa10b9ec190,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,
2,2024-07-28,744902,Forceout,force_out,True,669701,621244,Josh Smith,José Berríos,1,441d9a0b-85ab-4341-af7c-2dda4f0d8d8d,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,
3,2024-07-28,744902,Strikeout,strikeout,True,694671,621244,Wyatt Langford,José Berríos,0,b68aa7f6-b52f-4981-a060-8c2e8a515a08,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,
4,2024-07-28,744902,Flyout,field_out,True,666969,621244,Adolis García,José Berríos,1,275ed6ba-ee16-46ab-9d5e-ac6ae223ce5f,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,
5,2024-07-28,744902,Walk,walk,False,687462,642546,Spencer Horwitz,Jonathan Hernández,0,56941177-3cee-4f8d-8dc2-ce67e0877897,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,- - -,5.4,4.75,43.1,96.0,108.0,99.0,0.719,8.1,5.82,8.52,1.25,1.45,0.129,0.556,0.161,0.331,0.365,94.0,100.0,100.0,,,,,,,94.0,89.0,87.0,,,,0.389,,,,0.118,,,-2.02,,-0.02,,,90.0,96.8,,0.323,0.581,0.143,,,,0.25,0.333,0.396,,,,,,,122.0,102.0,109.0,0.493,0.75,87.7,0.205,0.342,0.394,,,,,,
6,2024-07-28,744902,Double,double,False,676391,642546,Ernie Clement,Jonathan Hernández,1,345c9ea7-d870-4e9f-9506-50d3421e77c3,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,- - -,5.4,4.75,43.1,96.0,108.0,99.0,0.719,8.1,5.82,8.52,1.25,1.45,0.129,0.556,0.161,0.331,0.365,94.0,100.0,100.0,,,,,,,94.0,89.0,87.0,,,,0.389,,,,0.118,,,-2.02,,-0.02,,,90.0,96.8,,0.323,0.581,0.143,,,,0.25,0.333,0.396,,,,,,,122.0,102.0,109.0,0.493,0.75,87.7,0.205,0.342,0.394,,,,,,
7,2024-07-28,744902,Sac Fly,sac_fly,True,665489,642546,Vladimir Guerrero Jr.,Jonathan Hernández,1,12e7861a-c5ff-4d1c-89eb-e0198231592f,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,- - -,5.4,4.75,43.1,96.0,108.0,99.0,0.719,8.1,5.82,8.52,1.25,1.45,0.129,0.556,0.161,0.331,0.365,94.0,100.0,100.0,,,,,,,94.0,89.0,87.0,,,,0.389,,,,0.118,,,-2.02,,-0.02,,,90.0,96.8,,0.323,0.581,0.143,,,,0.25,0.333,0.396,,,,,,,122.0,102.0,109.0,0.493,0.75,87.7,0.205,0.342,0.394,,,,,,
8,2024-07-28,744902,Flyout,field_out,True,457759,642546,Justin Turner,Jonathan Hernández,0,e122da24-4edf-45b8-8841-d2ace4743cf2,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,- - -,5.4,4.75,43.1,96.0,108.0,99.0,0.719,8.1,5.82,8.52,1.25,1.45,0.129,0.556,0.161,0.331,0.365,94.0,100.0,100.0,,,,,,,94.0,89.0,87.0,,,,0.389,,,,0.118,,,-2.02,,-0.02,,,90.0,96.8,,0.323,0.581,0.143,,,,0.25,0.333,0.396,,,,,,,122.0,102.0,109.0,0.493,0.75,87.7,0.205,0.342,0.394,,,,,,
9,2024-07-28,744902,Home Run,home_run,False,662139,642546,Daulton Varsho,Jonathan Hernández,1,669b4a16-cb3a-4fbf-97ac-bd959e15f74f,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,- - -,5.4,4.75,43.1,96.0,108.0,99.0,0.719,8.1,5.82,8.52,1.25,1.45,0.129,0.556,0.161,0.331,0.365,94.0,100.0,100.0,,,,,,,94.0,89.0,87.0,,,,0.389,,,,0.118,,,-2.02,,-0.02,,,90.0,96.8,,0.323,0.581,0.143,,,,0.25,0.333,0.396,,,,,,,122.0,102.0,109.0,0.493,0.75,87.7,0.205,0.342,0.394,,,,,,
