,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-05-07,745752,Groundout,field_out,True,514888,661563,Jose Altuve,Luis Gil,0,9b28815c-6a5a-449c-aae4-77158ec52592,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,
1,2024-05-07,745752,Home Run,home_run,False,663656,661563,Kyle Tucker,Luis Gil,0,4a770456-8481-47e4-b5c6-067f7869c14d,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,
2,2024-05-07,745752,Groundout,field_out,True,670541,661563,Yordan Alvarez,Luis Gil,0,68bd6d23-46f8-4fdb-ae06-0a25538ebf1e,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,
3,2024-05-07,745752,Lineout,field_out,True,608324,661563,Alex Bregman,Luis Gil,0,2f7af0b1-7de8-4668-bf60-0f5b38b7b231,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,
4,2024-05-07,745752,Lineout,field_out,True,683011,434378,Anthony Volpe,Justin Verlander,0,d5c99e8b-9e98-47e5-b25b-90b9fc493db6,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
5,2024-05-07,745752,Single,single,False,665742,434378,Juan Soto,Justin Verlander,0,23f7d5cf-ae35-4ae4-9d50-3229434fccae,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
6,2024-05-07,745752,Walk,walk,False,592450,434378,Aaron Judge,Justin Verlander,1,9f982a8e-60dc-4149-bbf9-4ba3daa57cb0,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
7,2024-05-07,745752,Home Run,home_run,False,657077,434378,Alex Verdugo,Justin Verlander,1,e4c0dafe-b69e-4bf4-afeb-25935b84fc83,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
8,2024-05-07,745752,Pop Out,field_out,True,519317,434378,Giancarlo Stanton,Justin Verlander,0,f509ac4c-ac2e-4422-991c-83a8e804f865,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
9,2024-05-07,745752,Walk,walk,False,519203,434378,Anthony Rizzo,Justin Verlander,0,1bde6b3a-1369-448f-9889-5ebcedd580f2,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
10,2024-05-07,745752,Lineout,field_out,True,650402,434378,Gleyber Torres,Justin Verlander,0,ffcdaa11-3cf3-4f56-ab9b-16faabd72a1c,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,130.0,108.0,114.0,0.495,0.19,0.09,0.16,-0.8,1.19,93.5,84.2,86.5,0.243,0.47,0.211,0.15,0.15,0.302,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,0.294,0.412,0.206,,,,,,,,,
