,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-07,744859,Groundout,field_out,True,683002,592866,Gunnar Henderson,Trevor Williams,0,1cbac21f-0362-4fab-b018-68bda5877bdb,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-07,744859,Single,single,False,668939,592866,Adley Rutschman,Trevor Williams,0,6dd97e65-4c5b-430a-8634-ad42d92cf2d0,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-07,744859,Strikeout,strikeout,True,656811,592866,Ryan O'Hearn,Trevor Williams,1,a964d20a-0996-45ed-99fa-29ff883e3b11,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-07,744859,Groundout,field_out,True,663624,592866,Ryan Mountcastle,Trevor Williams,0,7062877d-b63a-464d-ad2c-57a3feab591e,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-07,744859,Strikeout,strikeout,True,696285,669203,Jacob Young,Corbin Burnes,0,5caddda1-365d-43ea-87e5-cdf51796568e,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,120.0,0.075,,0.161,0.104,,-0.82,1.15,1.34,,89.0,96.7,87.3,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.294,0.441,0.132,107.0,103.0,108.0,121.0,105.0,107.0,0.442,0.217,0.96,1.1,95.4,80.4,0.243,0.391,0.193,0.176,0.282,0.398,,,,,,,,,
5,2024-05-07,744859,Strikeout,strikeout,True,682928,669203,CJ Abrams,Corbin Burnes,0,d4990776-46cf-4804-98f0-62665826e7c1,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,120.0,0.075,,0.161,0.104,,-0.82,1.15,1.34,,89.0,96.7,87.3,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.294,0.441,0.132,107.0,103.0,108.0,121.0,105.0,107.0,0.442,0.217,0.96,1.1,95.4,80.4,0.243,0.391,0.193,0.176,0.282,0.398,,,,,,,,,
6,2024-05-07,744859,Walk,walk,False,671277,669203,Luis García Jr.,Corbin Burnes,0,2030c0b1-87e1-454e-b5c2-a535c3029f1a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,120.0,0.075,,0.161,0.104,,-0.82,1.15,1.34,,89.0,96.7,87.3,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.294,0.441,0.132,107.0,103.0,108.0,121.0,105.0,107.0,0.442,0.217,0.96,1.1,95.4,80.4,0.243,0.391,0.193,0.176,0.282,0.398,,,,,,,,,
7,2024-05-07,744859,Strikeout,strikeout,True,669222,669203,Nick Senzel,Corbin Burnes,1,190e3b81-54e9-4b39-ae5c-b51becc86522,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,120.0,0.075,,0.161,0.104,,-0.82,1.15,1.34,,89.0,96.7,87.3,,,,0.125,0.275,0.352,0.195,0.247,0.455,0.294,0.441,0.132,107.0,103.0,108.0,121.0,105.0,107.0,0.442,0.217,0.96,1.1,95.4,80.4,0.243,0.391,0.193,0.176,0.282,0.398,,,,,,,,,
8,2024-05-07,744859,Strikeout,strikeout,True,623993,592866,Anthony Santander,Trevor Williams,0,4ecc7ab7-ce65-45ce-80de-67b7d5969468,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-07,744859,Flyout,field_out,True,681297,592866,Colton Cowser,Trevor Williams,0,f130b01c-fd6d-48b2-9be5-efcf30968875,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
