,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-15,745840,Strikeout,strikeout,True,665833,605288,Oneil Cruz,Adrian Houser,0,41bcd7a5-3e1d-42fa-a631-d7bb298efc73,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,
1,2024-04-15,745840,Groundout,field_out,True,668804,605288,Bryan Reynolds,Adrian Houser,0,119c1e86-c581-4355-9068-7c0244fa2a81,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,
2,2024-04-15,745840,Groundout,field_out,True,663647,605288,Ke'Bryan Hayes,Adrian Houser,0,e91e4389-92bd-4169-a49d-fe21dc51d029,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,
3,2024-04-15,745840,Pop Out,field_out,True,607043,527048,Brandon Nimmo,Martín Pérez,0,32ba2ab3-0278-4c90-b7b1-e171cefa6115,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.3,0.423,0.1,,,,0.375,0.625,0.036,0.338,0.588,0.275,0.364,0.409,0.306,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,
4,2024-04-15,745840,Groundout,field_out,True,516782,527048,Starling Marte,Martín Pérez,0,6a197c28-e6fe-4116-b7bf-e4a162c734a7,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.3,0.423,0.1,,,,0.375,0.625,0.036,0.338,0.588,0.275,0.364,0.409,0.306,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,
5,2024-04-15,745840,Double,double,False,596019,527048,Francisco Lindor,Martín Pérez,0,8862bc87-6344-4aab-9a72-30cf1587ad41,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.3,0.423,0.1,,,,0.375,0.625,0.036,0.338,0.588,0.275,0.364,0.409,0.306,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,
6,2024-04-15,745840,Flyout,field_out,True,624413,527048,Pete Alonso,Martín Pérez,0,1dd8e591-64bc-4fb0-9975-65baf6a4f144,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.3,0.423,0.1,,,,0.375,0.625,0.036,0.338,0.588,0.275,0.364,0.409,0.306,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,
7,2024-04-15,745840,Strikeout,strikeout,True,642133,605288,Rowdy Tellez,Adrian Houser,0,e2b8edbd-0700-4899-a5d4-9bba3c67b84a,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,
8,2024-04-15,745840,Walk,walk,False,457705,605288,Andrew McCutchen,Adrian Houser,0,3ff66f21-ea00-45c3-bf3d-df1605c00c68,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,
9,2024-04-15,745840,Walk,walk,False,669261,605288,Jack Suwinski,Adrian Houser,1,292f34c6-7bf1-4937-8675-d01e32adb1b8,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,
