,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU
0,2024-06-07,746302,Flyout,field_out,True,641487,663738,J.P. Crawford,Daniel Lynch IV,0,647a4762-2a57-41e9-a32b-4b2c06f02e86,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-07,746302,Hit By Pitch,hit_by_pitch,False,664238,663738,Dylan Moore,Daniel Lynch IV,0,6657d2b2-608d-45ef-b162-ca72cbdcaab3,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-07,746302,Single,single,False,677594,663738,Julio Rodríguez,Daniel Lynch IV,1,75814b89-3ca7-4c60-8bad-e2897912ede6,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-07,746302,Hit By Pitch,hit_by_pitch,False,664034,663738,Ty France,Daniel Lynch IV,1,96a61d7c-2726-48e7-8b1f-ca3fa1b74145,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-07,746302,Flyout,field_out,True,663728,663738,Cal Raleigh,Daniel Lynch IV,0,4e31d3f5-b3a9-4bf1-9492-4d8821b765c9,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-07,746302,Walk,walk,False,641598,663738,Mitch Garver,Daniel Lynch IV,1,fdb10d37-6e9a-4037-b9cb-bcfdcc02d626,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-07,746302,Double,double,False,571745,663738,Mitch Haniger,Daniel Lynch IV,1,76fcae08-7c6e-421d-ab62-67989cb3a241,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-07,746302,Double,double,False,645302,663738,Victor Robles,Daniel Lynch IV,1,156584df-a2e4-47fe-bea4-af766bde5dad,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-07,746302,Home Run,home_run,False,669208,663738,Ryan Bliss,Daniel Lynch IV,1,481ad029-f0b1-4754-b8ae-b14a52360039,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-07,746302,Groundout,field_out,True,641487,663738,J.P. Crawford,Daniel Lynch IV,0,607c7dda-7c96-4400-ade0-ffb5e4164548,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.209,0.535,0.082,0.381,0.524,0.256,0.077,0.308,0.433,0.2,0.2,0.0,0.333,0.667,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
