,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-08-07,746031,Flyout,field_out,True,663697,678368,Jonathan India,Valente Bellozo,0,bf0d0581-5ce4-439e-9b71-3f49e7114d08,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,
1,2024-08-07,746031,Strikeout,strikeout,True,682829,678368,Elly De La Cruz,Valente Bellozo,0,ea3f0741-7f64-4383-9140-75b973fdc2d1,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,
2,2024-08-07,746031,Double,double,False,663886,678368,Tyler Stephenson,Valente Bellozo,0,50c43388-656a-44d3-9bba-40c54a51a465,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,
3,2024-08-07,746031,Flyout,field_out,True,670770,678368,TJ Friedl,Valente Bellozo,0,887fa05a-cb1c-4dee-9c43-c65e9dc8c80e,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,
4,2024-08-07,746031,Groundout,field_out,True,669364,671096,Xavier Edwards,Andrew Abbott,0,0c476973-7e01-4a1a-b04a-360f04591873,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.115,0.163,-0.23,,0.52,-1.59,0.23,92.8,,84.8,82.9,80.8,0.254,0.451,0.194,,,,0.214,0.429,0.273,0.188,0.305,0.286,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,
5,2024-08-07,746031,Home Run,home_run,False,669394,671096,Jake Burger,Andrew Abbott,0,8557ec57-d136-4be5-a146-4eb10adea3ad,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.115,0.163,-0.23,,0.52,-1.59,0.23,92.8,,84.8,82.9,80.8,0.254,0.451,0.194,,,,0.214,0.429,0.273,0.188,0.305,0.286,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,
6,2024-08-07,746031,Single,single,False,681146,671096,Jonah Bride,Andrew Abbott,0,9b1ba661-8339-4278-bdd3-21a43b4071bc,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.115,0.163,-0.23,,0.52,-1.59,0.23,92.8,,84.8,82.9,80.8,0.254,0.451,0.194,,,,0.214,0.429,0.273,0.188,0.305,0.286,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,
7,2024-08-07,746031,Walk,walk,False,660821,671096,Jesús Sánchez,Andrew Abbott,1,bcc6ad99-dde4-4932-8128-1e52c695c57d,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.115,0.163,-0.23,,0.52,-1.59,0.23,92.8,,84.8,82.9,80.8,0.254,0.451,0.194,,,,0.214,0.429,0.273,0.188,0.305,0.286,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,
8,2024-08-07,746031,Walk,walk,False,672640,671096,Otto Lopez,Andrew Abbott,1,c2f49423-cc7a-43f2-851e-25fff95ebf6c,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.115,0.163,-0.23,,0.52,-1.59,0.23,92.8,,84.8,82.9,80.8,0.254,0.451,0.194,,,,0.214,0.429,0.273,0.188,0.305,0.286,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,
9,2024-08-07,746031,Home Run,home_run,False,656537,671096,Derek Hill,Andrew Abbott,1,af757b7d-cb5a-4fb1-9d25-1514bd24ca1e,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.115,0.163,-0.23,,0.52,-1.59,0.23,92.8,,84.8,82.9,80.8,0.254,0.451,0.194,,,,0.214,0.429,0.273,0.188,0.305,0.286,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,
