,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff
16,2024-08-17,745049,Double,double,False,664040,668678,Brandon Lowe,Zac Gallen,1,c393c547-c57a-4ca7-9d8a-ee7006b04f76,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
17,2024-08-17,745049,Fielders Choice Out,fielders_choice_out,True,666624,668678,Christopher Morel,Zac Gallen,1,89a91a69-c17b-471d-9605-994987f102b7,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
18,2024-08-17,745049,Groundout,field_out,True,666139,668678,Josh Lowe,Zac Gallen,0,ba083d79-d96c-40fe-912a-fe45d68f82fd,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
19,2024-08-17,745049,Single,single,False,621028,605488,Kevin Newman,Jeffrey Springs,0,64d43c00-d745-4971-b14e-4b15231367e2,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-08-17,745049,Strikeout,strikeout,True,672695,605488,Geraldo Perdomo,Jeffrey Springs,0,fca2d2d2-4c17-496f-a30f-a111f2a6274b,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-08-17,745049,Strikeout,strikeout,True,645444,605488,Jose Herrera,Jeffrey Springs,0,d2830291-5bfd-4234-851d-962ad58ae689,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-08-17,745049,Flyout,field_out,True,606466,605488,Ketel Marte,Jeffrey Springs,0,8a714cb7-3630-424a-be97-aaa41df362d3,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-08-17,745049,Flyout,field_out,True,691406,668678,Junior Caminero,Zac Gallen,0,ee595fcf-fe3f-4c0c-a1e0-d1baa213cfef,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
24,2024-08-17,745049,Hit By Pitch,hit_by_pitch,False,666185,668678,Dylan Carlson,Zac Gallen,0,f0c865cc-daa7-4f38-9662-f75dbffb306f,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
25,2024-08-17,745049,Lineout,field_out,True,676356,668678,Jonny DeLuca,Zac Gallen,0,9f54f4ff-98d6-4b32-bad2-24abd5f28e38,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
26,2024-08-17,745049,Groundout,field_out,True,670764,668678,Taylor Walls,Zac Gallen,0,7dd9fb94-9318-4aba-8707-363c4bd9065f,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
27,2024-08-17,745049,Groundout,field_out,True,664983,605488,Jake McCarthy,Jeffrey Springs,0,a2064699-1399-469b-9b7f-d7db5438c3b6,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-08-17,745049,Strikeout,strikeout,True,666971,605488,Lourdes Gurriel Jr.,Jeffrey Springs,0,c5c6ccb8-4081-4362-a9ee-09e5719e6916,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-08-17,745049,Groundout,field_out,True,605137,605488,Josh Bell,Jeffrey Springs,0,70ba8ea4-9ce7-4a91-a8bd-5617883c9c88,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-08-17,745049,Single,single,False,656577,668678,Alex Jackson,Zac Gallen,0,802551c7-0571-41e3-bb16-b18f31ca064c,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
31,2024-08-17,745049,Single,single,False,650490,668678,Yandy Díaz,Zac Gallen,1,56c1cece-f1dd-4dcb-9d15-b19da2648dab,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
32,2024-08-17,745049,Double Play,double_play,True,664040,668678,Brandon Lowe,Zac Gallen,1,b273fbe8-f095-4e74-a64b-4c6558155a98,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.034,0.087,0.141,-1.04,-1.72,-1.01,0.24,0.77,93.5,90.3,86.6,94.7,86.8,0.269,0.372,0.252,0.317,0.494,0.131,0.258,0.387,0.299,,,,105.0,109.0,112.0,88.0,88.0,83.0,0.274,2.72,80.7,0.148,0.228,0.374,0.333,0.833,0.318,,,,,,,,,
