,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff
0,2024-09-17,746659,Home Run,home_run,False,671739,682227,Michael Harris II,Brandon Williamson,0,3e0ea607-1bbf-4134-a4ec-1670521088ff,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-17,746659,Pop Out,field_out,True,624585,682227,Jorge Soler,Brandon Williamson,0,cdebc92d-c33a-4477-9b92-77d5faac45cc,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-17,746659,Single,single,False,542303,682227,Marcell Ozuna,Brandon Williamson,0,bba9ac88-742b-4b48-9e18-3af809d1cce4,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-17,746659,Home Run,home_run,False,621566,682227,Matt Olson,Brandon Williamson,1,3ee53b00-f40f-40c3-a6f9-a490ab925bad,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-17,746659,Lineout,field_out,True,657656,682227,Ramón Laureano,Brandon Williamson,0,b1c7537e-e4bd-4c2d-9d05-0c4b633cb06a,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-17,746659,Walk,walk,False,518595,682227,Travis d'Arnaud,Brandon Williamson,0,ed8c06a2-4f42-46bc-b82c-c2a756a9e79f,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-17,746659,Walk,walk,False,593160,682227,Whit Merrifield,Brandon Williamson,1,840280d0-bd0e-4ff4-8092-620195b7c365,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-17,746659,Strikeout,strikeout,True,570482,682227,Gio Urshela,Brandon Williamson,0,47d29be5-20aa-4db5-b2d7-c6c4a29b3d62,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,3.77,4.88,14.1,92.0,69.0,85.0,0.827,7.53,3.14,6.28,2.51,0.68,0.25,0.375,0.075,0.425,0.42,95.0,90.0,94.0,89.0,65.0,66.0,55.0,106.0,91.0,128.0,128.0,128.0,59.0,89.0,78.0,0.242,0.464,0.004,0.071,0.218,-1.43,0.38,-2.38,-4.15,2.1,92.7,90.1,83.9,82.2,75.7,0.179,0.5,0.154,0.313,0.563,0.167,0.0,0.0,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-17,746659,Flyout,field_out,True,663697,656550,Jonathan India,Grant Holmes,0,456c558c-9275-49a6-90ca-4da99cd6266f,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.88,3.81,62.2,100.0,98.0,101.0,0.713,8.76,2.01,9.34,1.01,1.2,0.253,0.371,0.151,0.339,0.435,59.0,91.0,86.0,106.0,105.0,108.0,81.0,99.0,92.0,118.0,102.0,110.0,94.0,88.0,89.0,0.381,0.083,0.305,0.218,0.013,1.21,-4.3,0.51,0.51,-1.3,94.6,92.6,91.3,86.6,84.0,0.5,0.929,0.162,0.25,0.385,0.203,,,,0.263,0.35,0.381,0.245,0.34,0.409,,,,,,,,,,,,,,,,,,,,,
9,2024-09-17,746659,Double,double,False,682829,656550,Elly De La Cruz,Grant Holmes,0,605c0974-d4f6-4ebf-923f-b7ee6aba1e6a,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.88,3.81,62.2,100.0,98.0,101.0,0.713,8.76,2.01,9.34,1.01,1.2,0.253,0.371,0.151,0.339,0.435,59.0,91.0,86.0,106.0,105.0,108.0,81.0,99.0,92.0,118.0,102.0,110.0,94.0,88.0,89.0,0.381,0.083,0.305,0.218,0.013,1.21,-4.3,0.51,0.51,-1.3,94.6,92.6,91.3,86.6,84.0,0.5,0.929,0.162,0.25,0.385,0.203,,,,0.263,0.35,0.381,0.245,0.34,0.409,,,,,,,,,,,,,,,,,,,,,
