,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FO%,SL%,KC%,CH%,wFA/C,wFC/C,wFO/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vFO,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-05-29,745011,Strikeout,strikeout,True,682998,641540,Corbin Carroll,Dane Dunning,0,e4d2883e-4faf-44f5-97cd-df0f60d9198e,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
1,2024-05-29,745011,Groundout,field_out,True,606466,641540,Ketel Marte,Dane Dunning,0,3d3b8a1b-814f-4739-adeb-21ae579f81c2,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
2,2024-05-29,745011,Walk,walk,False,592626,641540,Joc Pederson,Dane Dunning,0,126e6bd6-1c6a-4e10-a650-825abbe5220b,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
3,2024-05-29,745011,Single,single,False,572233,641540,Christian Walker,Dane Dunning,1,2878e6d9-514c-4952-a47d-86d9c86cc757,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
4,2024-05-29,745011,Flyout,field_out,True,666971,641540,Lourdes Gurriel Jr.,Dane Dunning,1,f5962c21-2a6f-4e32-91a6-8450fe65c1cd,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
5,2024-05-29,745011,Flyout,field_out,True,608671,669194,Travis Jankowski,Ryne Nelson,0,c719e44e-64eb-4a67-9d1d-f786863cb10e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
6,2024-05-29,745011,Groundout,field_out,True,608369,669194,Corey Seager,Ryne Nelson,0,e056e336-5dc7-4589-b6f7-e1fd87d55855,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
7,2024-05-29,745011,Groundout,field_out,True,669701,669194,Josh Smith,Ryne Nelson,0,d98672f1-e7a9-42a9-97a8-02ac78e48ac1,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
8,2024-05-29,745011,Bunt Lineout,field_out,True,664983,641540,Jake McCarthy,Dane Dunning,0,1fee64c9-7ab9-41e8-8deb-5a4ba83d3a91,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
9,2024-05-29,745011,Strikeout,strikeout,True,553993,641540,Eugenio Suárez,Dane Dunning,0,51053662-0cc9-44c2-9f24-4b76b3d50a8d,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
10,2024-05-29,745011,Strikeout,strikeout,True,571466,641540,Tucker Barnhart,Dane Dunning,0,d0753c0b-c9b2-4243-847d-b054bcd0f452,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
11,2024-05-29,745011,Pop Out,field_out,True,666969,669194,Adolis García,Ryne Nelson,0,3da82d08-0961-4781-b1a3-ddde1806ae4d,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
12,2024-05-29,745011,Flyout,field_out,True,665750,669194,Leody Taveras,Ryne Nelson,0,f810180d-b644-4b94-be27-c9681df027c9,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
13,2024-05-29,745011,Groundout,field_out,True,663993,669194,Nathaniel Lowe,Ryne Nelson,0,d47152b4-e136-4e76-8ce0-cb15fd9ed273,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
14,2024-05-29,745011,Groundout,field_out,True,621028,641540,Kevin Newman,Dane Dunning,0,2da322c0-b365-40a4-90d1-0e63b48bb57a,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
15,2024-05-29,745011,Double,double,False,682998,641540,Corbin Carroll,Dane Dunning,0,ab602282-4cd6-4402-8973-4b36ea97763b,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
16,2024-05-29,745011,Groundout,field_out,True,606466,641540,Ketel Marte,Dane Dunning,0,0170ce15-dc50-40bb-ab6e-d019a723a2c4,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
17,2024-05-29,745011,Walk,walk,False,592626,641540,Joc Pederson,Dane Dunning,0,755c1aa9-72c0-4abf-81ea-e1d4781bc81c,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
18,2024-05-29,745011,Walk,walk,False,572233,641540,Christian Walker,Dane Dunning,1,288beb3a-76e3-46dd-83d4-51371addd367,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
19,2024-05-29,745011,Forceout,force_out,True,666971,641540,Lourdes Gurriel Jr.,Dane Dunning,1,e7edab59-efc3-47c4-9cac-874c68b884cf,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
20,2024-05-29,745011,Single,single,False,694671,669194,Wyatt Langford,Ryne Nelson,0,4cd5be71-4bc3-452e-9f04-c14e147280c6,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
21,2024-05-29,745011,Double,double,False,641680,669194,Jonah Heim,Ryne Nelson,1,a78ccff8-757f-40d2-9f08-e6cdb5231134,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
22,2024-05-29,745011,Groundout,field_out,True,677649,669194,Ezequiel Duran,Ryne Nelson,1,24998b72-9072-444a-9ed0-07f7f7f69187,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
23,2024-05-29,745011,Strikeout,strikeout,True,608671,669194,Travis Jankowski,Ryne Nelson,0,180e6438-d53a-48dd-8711-21ea9fccfc2e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,,,,76.0,103.0,92.0,,0.531,0.203,,0.107,,0.094,0.45,-1.15,,,-1.78,,-4.16,95.0,91.4,,83.4,,84.5,,,,,0.4,0.733,0.167,0.341,0.518,0.124,0.368,0.737,0.208,0.16,0.24,0.116,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,,,,,,,,,
