,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-10,745556,Single,single,False,660271,650911,Shohei Ohtani,Cristopher Sánchez,0,e6dc0b37-5bf8-4a5b-a7fe-c3be2c7f1408,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-10,745556,Strikeout,strikeout,True,606192,650911,Teoscar Hernández,Cristopher Sánchez,0,bfa01b59-a916-43a9-941d-9f5ab8f3f9a6,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-10,745556,Lineout,field_out,True,518692,650911,Freddie Freeman,Cristopher Sánchez,0,aa830e72-6365-4dce-a4fb-20b11af1e667,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-10,745556,Strikeout,strikeout,True,681624,650911,Andy Pages,Cristopher Sánchez,1,2b228c50-19db-4109-9694-0504269c8324,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-10,745556,Home Run,home_run,False,656941,694813,Kyle Schwarber,Gavin Stone,0,93eeebb3-3b6d-4a98-9c4c-08715c28727e,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.061,0.162,0.262,2.5,-0.5,1.06,0.85,92.3,87.2,95.2,88.9,0.333,0.495,0.146,0.184,0.34,0.338,0.247,0.315,0.346,95.0,100.0,100.0,97.0,99.0,96.0,0.247,0.033,0.31,3.38,94.7,83.3,0.247,0.36,0.148,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,,,,
5,2024-07-10,745556,Groundout,field_out,True,607208,694813,Trea Turner,Gavin Stone,0,de54dab0-9d75-4ac8-a9ea-7933236e4a17,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.061,0.162,0.262,2.5,-0.5,1.06,0.85,92.3,87.2,95.2,88.9,0.333,0.495,0.146,0.184,0.34,0.338,0.247,0.315,0.346,95.0,100.0,100.0,97.0,99.0,96.0,0.247,0.033,0.31,3.38,94.7,83.3,0.247,0.36,0.148,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,,,,
6,2024-07-10,745556,Groundout,field_out,True,664761,694813,Alec Bohm,Gavin Stone,0,16ef639a-06b8-4e56-ace8-e266994c09b8,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.061,0.162,0.262,2.5,-0.5,1.06,0.85,92.3,87.2,95.2,88.9,0.333,0.495,0.146,0.184,0.34,0.338,0.247,0.315,0.346,95.0,100.0,100.0,97.0,99.0,96.0,0.247,0.033,0.31,3.38,94.7,83.3,0.247,0.36,0.148,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,,,,
7,2024-07-10,745556,Strikeout,strikeout,True,681082,694813,Bryson Stott,Gavin Stone,0,e6b6324e-6385-4738-9c15-e1eb231f802a,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.061,0.162,0.262,2.5,-0.5,1.06,0.85,92.3,87.2,95.2,88.9,0.333,0.495,0.146,0.184,0.34,0.338,0.247,0.315,0.346,95.0,100.0,100.0,97.0,99.0,96.0,0.247,0.033,0.31,3.38,94.7,83.3,0.247,0.36,0.148,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,,,,
8,2024-07-10,745556,Strikeout,strikeout,True,500743,650911,Miguel Rojas,Cristopher Sánchez,0,e8c67798-760c-4cb3-8bd2-af69c356798f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-10,745556,Groundout,field_out,True,678246,650911,Miguel Vargas,Cristopher Sánchez,0,708f0e63-78d0-497f-bfd7-3e8d742165dd,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-10,745556,Groundout,field_out,True,621035,650911,Chris Taylor,Cristopher Sánchez,0,f0f07996-9bcc-4887-b793-f6d9fd20336d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
