,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-08-04,746356,Walk,walk,False,650490,681293,Yandy Díaz,Spencer Arrighetti,0,73289bf7-831a-4390-9aec-67b6b02d33d2,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
1,2024-08-04,746356,Single,single,False,664040,681293,Brandon Lowe,Spencer Arrighetti,1,da233533-f171-41e1-ace3-a5efeaf841d3,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
2,2024-08-04,746356,Strikeout,strikeout,True,678554,681293,Curtis Mead,Spencer Arrighetti,0,8f9baa6a-b9b9-459d-8839-984e959e5bcb,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
3,2024-08-04,746356,Pop Out,field_out,True,666139,681293,Josh Lowe,Spencer Arrighetti,0,64160625-cb55-4060-91ea-10e292e924ea,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
4,2024-08-04,746356,Strikeout,strikeout,True,642350,681293,Jose Siri,Spencer Arrighetti,0,7421d84d-0fe5-4389-b305-fa246230ddd4,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
5,2024-08-04,746356,Walk,walk,False,514888,685801,Jose Altuve,Hunter Bigge,0,1e9037cd-a3d6-40c8-866c-68fcc99e7e1d,685801.0,hunterbigge,Bigge,Right,Hunter Bigge,- - -,1.23,2.97,7.1,96.0,124.0,106.0,0.682,9.82,4.91,6.14,0.0,0.88,0.211,0.526,0.263,0.316,0.377,,,,75.0,127.0,111.0,127.0,97.0,107.0,119.0,96.0,110.0,,,,0.594,,0.341,0.065,,1.5,,2.92,-7.05,,97.6,,,88.8,82.3,0.154,0.154,0.2,,,,,,,0.25,0.25,0.0,,,,0.111,0.111,0.609,,,,,,,,,
6,2024-08-04,746356,Pop Out,field_out,True,608324,685801,Alex Bregman,Hunter Bigge,0,500d75cc-108c-49fe-8d00-a7a342fd9c6b,685801.0,hunterbigge,Bigge,Right,Hunter Bigge,- - -,1.23,2.97,7.1,96.0,124.0,106.0,0.682,9.82,4.91,6.14,0.0,0.88,0.211,0.526,0.263,0.316,0.377,,,,75.0,127.0,111.0,127.0,97.0,107.0,119.0,96.0,110.0,,,,0.594,,0.341,0.065,,1.5,,2.92,-7.05,,97.6,,,88.8,82.3,0.154,0.154,0.2,,,,,,,0.25,0.25,0.0,,,,0.111,0.111,0.609,,,,,,,,,
7,2024-08-04,746356,Walk,walk,False,670541,685801,Yordan Alvarez,Hunter Bigge,1,a7d8fc6a-da65-4f53-8385-60799ac99d70,685801.0,hunterbigge,Bigge,Right,Hunter Bigge,- - -,1.23,2.97,7.1,96.0,124.0,106.0,0.682,9.82,4.91,6.14,0.0,0.88,0.211,0.526,0.263,0.316,0.377,,,,75.0,127.0,111.0,127.0,97.0,107.0,119.0,96.0,110.0,,,,0.594,,0.341,0.065,,1.5,,2.92,-7.05,,97.6,,,88.8,82.3,0.154,0.154,0.2,,,,,,,0.25,0.25,0.0,,,,0.111,0.111,0.609,,,,,,,,,
8,2024-08-04,746356,Single,single,False,673237,685801,Yainer Diaz,Hunter Bigge,1,12892707-d6ce-49a1-ba31-1bf6017c80d5,685801.0,hunterbigge,Bigge,Right,Hunter Bigge,- - -,1.23,2.97,7.1,96.0,124.0,106.0,0.682,9.82,4.91,6.14,0.0,0.88,0.211,0.526,0.263,0.316,0.377,,,,75.0,127.0,111.0,127.0,97.0,107.0,119.0,96.0,110.0,,,,0.594,,0.341,0.065,,1.5,,2.92,-7.05,,97.6,,,88.8,82.3,0.154,0.154,0.2,,,,,,,0.25,0.25,0.0,,,,0.111,0.111,0.609,,,,,,,,,
9,2024-08-04,746356,Strikeout,strikeout,True,665161,685801,Jeremy Peña,Hunter Bigge,0,5d66e80f-5024-4777-8e4c-b3e1bdbf0556,685801.0,hunterbigge,Bigge,Right,Hunter Bigge,- - -,1.23,2.97,7.1,96.0,124.0,106.0,0.682,9.82,4.91,6.14,0.0,0.88,0.211,0.526,0.263,0.316,0.377,,,,75.0,127.0,111.0,127.0,97.0,107.0,119.0,96.0,110.0,,,,0.594,,0.341,0.065,,1.5,,2.92,-7.05,,97.6,,,88.8,82.3,0.154,0.154,0.2,,,,,,,0.25,0.25,0.0,,,,0.111,0.111,0.609,,,,,,,,,
10,2024-08-04,746356,Strikeout,strikeout,True,572138,641302,Jon Singleton,Tyler Alexander,0,ff9f4ed1-9a85-4eea-a940-ff4db4671cf0,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,114.0,107.0,109.0,96.0,103.0,101.0,0.221,0.325,0.186,,0.145,-0.14,-0.36,0.09,,-2.7,89.4,84.8,81.2,77.4,,0.213,0.48,0.248,0.276,0.551,0.199,,,,0.277,0.446,0.182,0.333,0.51,0.2,,,,60.0,112.0,105.0,0.123,-0.62,89.5,0.267,0.467,0.068
11,2024-08-04,746356,Strikeout,strikeout,True,666163,681293,Ben Rortvedt,Spencer Arrighetti,0,ff72e632-be03-4f06-92d1-a88f8b15543e,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
12,2024-08-04,746356,Groundout,field_out,True,670764,681293,Taylor Walls,Spencer Arrighetti,0,e066d759-4703-4c8f-a833-ba1f5a1b7f91,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
13,2024-08-04,746356,Strikeout,strikeout,True,670224,681293,Kameron Misner,Spencer Arrighetti,0,73f9d29e-9b73-4e0d-a8bc-9f1357ccc03e,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
14,2024-08-04,746356,Flyout,field_out,True,643289,641302,Mauricio Dubón,Tyler Alexander,0,9d14d82d-200d-47e6-abff-ab180146ec79,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,114.0,107.0,109.0,96.0,103.0,101.0,0.221,0.325,0.186,,0.145,-0.14,-0.36,0.09,,-2.7,89.4,84.8,81.2,77.4,,0.213,0.48,0.248,0.276,0.551,0.199,,,,0.277,0.446,0.182,0.333,0.51,0.2,,,,60.0,112.0,105.0,0.123,-0.62,89.5,0.267,0.467,0.068
15,2024-08-04,746356,Flyout,field_out,True,676801,641302,Chas McCormick,Tyler Alexander,0,f864416e-4e5b-45b4-8cf9-95cfa26456a1,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,114.0,107.0,109.0,96.0,103.0,101.0,0.221,0.325,0.186,,0.145,-0.14,-0.36,0.09,,-2.7,89.4,84.8,81.2,77.4,,0.213,0.48,0.248,0.276,0.551,0.199,,,,0.277,0.446,0.182,0.333,0.51,0.2,,,,60.0,112.0,105.0,0.123,-0.62,89.5,0.267,0.467,0.068
16,2024-08-04,746356,Strikeout,strikeout,True,694175,641302,Pedro León,Tyler Alexander,0,fc277022-ad2d-43da-929e-0e0ee43297c5,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,114.0,107.0,109.0,96.0,103.0,101.0,0.221,0.325,0.186,,0.145,-0.14,-0.36,0.09,,-2.7,89.4,84.8,81.2,77.4,,0.213,0.48,0.248,0.276,0.551,0.199,,,,0.277,0.446,0.182,0.333,0.51,0.2,,,,60.0,112.0,105.0,0.123,-0.62,89.5,0.267,0.467,0.068
17,2024-08-04,746356,Double,double,False,666185,681293,Dylan Carlson,Spencer Arrighetti,0,4f0b75e2-adad-42ce-aff5-925861551976,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
18,2024-08-04,746356,Strikeout,strikeout,True,650490,681293,Yandy Díaz,Spencer Arrighetti,0,68fdbbb8-4353-45dc-b121-919b2f46fe35,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,
