,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
11,2024-08-16,746438,Strikeout,strikeout,True,672724,669724,Oswald Peraza,Brenan Hanifee,0,2d337f69-4199-4ec7-8445-44d93e3f8c74,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.5,1.25,0.167,0.205,0.282,0.077,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
12,2024-08-16,746438,Groundout,field_out,True,650402,669724,Gleyber Torres,Brenan Hanifee,0,f7f883b1-1d8a-4d6d-b953-7c6b7adf0b14,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.5,1.25,0.167,0.205,0.282,0.077,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
13,2024-08-16,746438,Strikeout,strikeout,True,676632,543037,Bligh Madris,Gerrit Cole,0,1f3c9451-6635-4305-825c-018d4ce2a012,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
14,2024-08-16,746438,Walk,walk,False,690291,543037,Jace Jung,Gerrit Cole,0,6b9a0fb4-c3cf-4af3-bdef-3d7d4a217f7c,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
15,2024-08-16,746438,Single,single,False,669234,543037,Justyn-Henry Malloy,Gerrit Cole,1,02f5639a-b0ce-4558-ae73-e00735c23b58,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
16,2024-08-16,746438,Strikeout,strikeout,True,656716,543037,Zach McKinstry,Gerrit Cole,0,d1e8f8d7-5db7-4e3a-a007-5abe5f91a010,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
17,2024-08-16,746438,Groundout,field_out,True,700242,543037,Trey Sweeney,Gerrit Cole,0,db91b4f9-c95c-4407-be44-f1309f5300d0,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
18,2024-08-16,746438,Groundout,field_out,True,665742,669724,Juan Soto,Brenan Hanifee,0,4f948cfa-8eb5-413f-ab76-351825fcf2da,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.5,1.25,0.167,0.205,0.282,0.077,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
19,2024-08-16,746438,Lineout,field_out,True,592450,669724,Aaron Judge,Brenan Hanifee,0,41dc9762-afa3-4c29-bb08-3a322ecf62cf,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.5,1.25,0.167,0.205,0.282,0.077,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
20,2024-08-16,746438,Groundout,field_out,True,519317,669724,Giancarlo Stanton,Brenan Hanifee,0,5dd5bd8c-4ba3-4cc5-9576-fd615bf5668c,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,67.0,93.0,90.0,78.0,103.0,99.0,114.0,109.0,115.0,0.604,0.109,0.226,0.061,4.36,1.57,1.61,-12.33,95.5,88.8,95.0,87.5,0.0,0.0,0.643,0.5,1.25,0.167,0.205,0.282,0.077,0.182,0.364,0.192,,,,,,,,,,,,,,,,,,,,,
21,2024-08-16,746438,Strikeout,strikeout,True,668670,543037,Jake Rogers,Gerrit Cole,0,e8705f3f-b17a-4f31-af6a-52ce929b358e,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
22,2024-08-16,746438,Single,single,False,678009,543037,Parker Meadows,Gerrit Cole,0,f925b401-2efd-4def-ab3f-22c0bf4e8069,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
23,2024-08-16,746438,Strikeout,strikeout,True,681481,543037,Kerry Carpenter,Gerrit Cole,1,660c71c0-f0ab-4992-b282-6ab48de13d77,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
24,2024-08-16,746438,Strikeout,strikeout,True,663837,543037,Matt Vierling,Gerrit Cole,0,cc38dee1-4c2c-4396-b7bb-aacb22265213,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
25,2024-08-16,746438,Groundout,field_out,True,657077,676428,Alex Verdugo,Brant Hurter,0,ce57ee2d-3258-4e9f-a830-bcc5c659ee5f,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
26,2024-08-16,746438,Groundout,field_out,True,683011,676428,Anthony Volpe,Brant Hurter,0,268df392-eb69-42de-82aa-01a2852e5008,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
27,2024-08-16,746438,Groundout,field_out,True,624431,676428,Jose Trevino,Brant Hurter,0,6826a5f0-66b4-49b9-ac18-31b30839ad17,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
28,2024-08-16,746438,Lineout,field_out,True,676632,543037,Bligh Madris,Gerrit Cole,0,3ba3db7a-eb84-455c-a6ad-910463656043,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
29,2024-08-16,746438,Walk,walk,False,690291,543037,Jace Jung,Gerrit Cole,0,c5a017b2-3415-4a60-9234-2094f4c667a6,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
30,2024-08-16,746438,Strikeout,strikeout,True,669234,543037,Justyn-Henry Malloy,Gerrit Cole,1,dcedce2c-b723-47db-8870-eb7bd392b307,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,
31,2024-08-16,746438,Pop Out,field_out,True,518934,676428,DJ LeMahieu,Brant Hurter,0,da32c995-525a-418b-8ed7-5ea5f1868ce2,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
32,2024-08-16,746438,Home Run,home_run,False,672724,676428,Oswald Peraza,Brant Hurter,0,4b738d10-f464-4863-931d-c08782fba7fa,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
33,2024-08-16,746438,Double,double,False,650402,676428,Gleyber Torres,Brant Hurter,0,d6a662ea-361d-4900-89d3-d965de64e6fe,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
34,2024-08-16,746438,Flyout,field_out,True,665742,676428,Juan Soto,Brant Hurter,0,88238ca6-4dcc-4f09-8d8b-d59e280625ef,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
35,2024-08-16,746438,Strikeout,strikeout,True,592450,676428,Aaron Judge,Brant Hurter,0,09bfa71d-8f6d-4aa9-ba8b-113cf1772f3b,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,52.0,108.0,97.0,96.0,105.0,95.0,108.0,104.0,107.0,0.498,0.08,0.291,0.131,2.84,2.1,-1.01,-1.11,92.3,86.2,92.6,83.6,0.0,0.0,0.333,0.25,0.5,0.211,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,0.167,0.458,0.351
