,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-13,745286,Single,single,False,650333,657277,Luis Arraez,Logan Webb,0,dd6d882a-36d9-4047-8720-b8abec1c9263,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,745286,Home Run,home_run,False,665487,657277,Fernando Tatis Jr.,Logan Webb,1,f14b99a8-2b3f-4e9a-8369-d9ee4d19a41f,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,745286,Groundout,field_out,True,595777,657277,Jurickson Profar,Logan Webb,0,61a15985-5f22-40b0-954b-df12f63147c8,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,745286,Single,single,False,592518,657277,Manny Machado,Logan Webb,0,87b0b499-637b-47e5-ae2a-f9800a202a34,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-13,745286,Strikeout,strikeout,True,630105,657277,Jake Cronenworth,Logan Webb,1,de5bbe83-0d25-4f50-accf-34b0b132b767,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-13,745286,Double,double,False,593428,657277,Xander Bogaerts,Logan Webb,1,8252c29f-cc39-45a9-9110-57ec6c1e288d,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-13,745286,Pickoff 2B,pickoff_2b,True,701538,657277,Jackson Merrill,Logan Webb,0,N/A,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.53,4.36,193.2,104.0,112.0,107.0,0.818,7.48,2.18,9.02,0.51,2.57,0.233,0.364,0.172,0.291,0.402,137.0,106.0,113.0,57.0,107.0,89.0,94.0,104.0,101.0,126.0,103.0,113.0,59.0,104.0,100.0,0.405,0.052,0.015,0.215,0.314,-0.38,3.99,1.3,-0.08,0.12,92.5,90.7,87.3,92.5,83.7,0.266,0.399,0.214,0.27,0.343,0.146,0.252,0.348,0.264,0.2,0.257,0.324,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-13,745286,Walk,walk,False,573262,656302,Mike Yastrzemski,Dylan Cease,0,57bd626a-1d7a-46fe-8834-042f18ac25a1,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.58,3.35,176.0,100.0,122.0,107.0,0.692,10.99,3.17,6.65,0.92,0.94,0.195,0.437,0.151,0.307,0.391,54.0,73.0,69.0,123.0,95.0,102.0,,,,112.0,102.0,106.0,113.0,89.0,90.0,,0.438,0.006,0.47,0.009,0.13,-5.12,,1.88,-4.16,96.9,91.8,69.7,,87.2,0.25,1.0,0.2,,,,0.2,0.267,0.385,0.239,0.404,0.204,0.25,1.0,0.0,107.0,96.0,103.0,0.077,-1.24,82.4,0.161,0.261,0.449,0.292,0.458,0.305,,,,,,,,,,,,,,,
8,2024-09-13,745286,Strikeout,strikeout,True,671218,656302,Heliot Ramos,Dylan Cease,0,9f3b4466-303e-4d93-a7f1-f1bcdade19d0,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.58,3.35,176.0,100.0,122.0,107.0,0.692,10.99,3.17,6.65,0.92,0.94,0.195,0.437,0.151,0.307,0.391,54.0,73.0,69.0,123.0,95.0,102.0,,,,112.0,102.0,106.0,113.0,89.0,90.0,,0.438,0.006,0.47,0.009,0.13,-5.12,,1.88,-4.16,96.9,91.8,69.7,,87.2,0.25,1.0,0.2,,,,0.2,0.267,0.385,0.239,0.404,0.204,0.25,1.0,0.0,107.0,96.0,103.0,0.077,-1.24,82.4,0.161,0.261,0.449,0.292,0.458,0.305,,,,,,,,,,,,,,,
9,2024-09-13,745286,Single,single,False,664774,656302,LaMonte Wade Jr.,Dylan Cease,1,98205fb5-2395-461b-92ca-6d4eb38afb65,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.58,3.35,176.0,100.0,122.0,107.0,0.692,10.99,3.17,6.65,0.92,0.94,0.195,0.437,0.151,0.307,0.391,54.0,73.0,69.0,123.0,95.0,102.0,,,,112.0,102.0,106.0,113.0,89.0,90.0,,0.438,0.006,0.47,0.009,0.13,-5.12,,1.88,-4.16,96.9,91.8,69.7,,87.2,0.25,1.0,0.2,,,,0.2,0.267,0.385,0.239,0.404,0.204,0.25,1.0,0.0,107.0,96.0,103.0,0.077,-1.24,82.4,0.161,0.261,0.449,0.292,0.458,0.305,,,,,,,,,,,,,,,
