,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FO%,SL%,KC%,CH%,wFA/C,wFC/C,wFO/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vFO,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-28,745022,Strikeout,strikeout,True,666181,641540,Will Benson,Dane Dunning,0,ed80642d-9e50-4a7c-a35c-4720e0982872,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
1,2024-04-28,745022,Lineout,field_out,True,682829,641540,Elly De La Cruz,Dane Dunning,0,2de59856-b221-4646-87db-ea7e66bcfe32,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
2,2024-04-28,745022,Groundout,field_out,True,668715,641540,Spencer Steer,Dane Dunning,0,e2f34788-290a-44f1-a5ec-c2f3cdc4d16f,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
3,2024-04-28,745022,Flyout,field_out,True,543760,671096,Marcus Semien,Andrew Abbott,0,5a4f6a24-5b85-4f4a-a5ee-72d5a3574760,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
4,2024-04-28,745022,Strikeout,strikeout,True,608369,671096,Corey Seager,Andrew Abbott,0,da0f9448-4a4d-4fa6-904c-9ca67b324de5,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
5,2024-04-28,745022,Single,single,False,663993,671096,Nathaniel Lowe,Andrew Abbott,0,1f34c4ea-ea47-43d0-ac3d-7e78fed4ec0d,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
6,2024-04-28,745022,Home Run,home_run,False,666969,671096,Adolis García,Andrew Abbott,1,746b4217-8a59-4f13-b5e8-354430fcdd43,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
7,2024-04-28,745022,Single,single,False,641680,671096,Jonah Heim,Andrew Abbott,0,7b20d52d-add2-4fde-9605-4ef6d4a1d08c,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
8,2024-04-28,745022,Home Run,home_run,False,694671,671096,Wyatt Langford,Andrew Abbott,1,6794e958-50aa-44b4-b918-eafdfa823a01,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
9,2024-04-28,745022,Groundout,field_out,True,673995,671096,Davis Wendzel,Andrew Abbott,0,c13f375e-5f23-4871-ad05-ba22bb8c6ef3,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,,,,0.546,,,0.165,,0.167,0.21,,,,0.44,,0.81,92.9,,,84.7,,82.8,,,,,0.188,0.302,0.253,,,,0.167,0.379,0.285,0.324,0.676,0.147,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,,,,,,,,,
