,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH
0,2024-06-30,747101,Strikeout,strikeout,True,457705,680885,Andrew McCutchen,Spencer Schwellenbach,0,a58980fd-00e9-4c27-8053-eccf9e2905e3,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,
1,2024-06-30,747101,Strikeout,strikeout,True,668804,680885,Bryan Reynolds,Spencer Schwellenbach,0,16a92f8a-e410-4c64-8777-5a01b1e470bd,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,
2,2024-06-30,747101,Walk,walk,False,665833,680885,Oneil Cruz,Spencer Schwellenbach,0,ac4d56c0-b31c-458d-9585-071c854cf242,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,
3,2024-06-30,747101,Single,single,False,658668,680885,Edward Olivares,Spencer Schwellenbach,1,ca9be010-79b6-4506-a2b1-a2c9e9b2230a,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,
4,2024-06-30,747101,Groundout,field_out,True,642133,680885,Rowdy Tellez,Spencer Schwellenbach,0,d99364b3-1cb0-4415-85d6-549e800add9a,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,
5,2024-06-30,747101,Strikeout,strikeout,True,672284,663559,Jarred Kelenic,Bailey Falter,0,256ab1f1-15c6-46e3-a4a7-b561a5e09f47,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,37.0,97.0,75.0,0.144,0.511,,0.01,0.161,0.174,1.03,,-6.89,1.24,-0.06,-0.34,91.7,,87.0,91.9,85.6,77.0,0.245,0.286,0.32,0.229,0.36,0.167,,,,0.333,1.333,0.125,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,
6,2024-06-30,747101,Groundout,field_out,True,645277,663559,Ozzie Albies,Bailey Falter,0,47a5aac4-e648-4b52-ba83-16064eaacfc0,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,37.0,97.0,75.0,0.144,0.511,,0.01,0.161,0.174,1.03,,-6.89,1.24,-0.06,-0.34,91.7,,87.0,91.9,85.6,77.0,0.245,0.286,0.32,0.229,0.36,0.167,,,,0.333,1.333,0.125,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,
7,2024-06-30,747101,Double,double,False,542303,663559,Marcell Ozuna,Bailey Falter,0,2e155b4e-012e-4bb5-87cf-2f1729c81457,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,37.0,97.0,75.0,0.144,0.511,,0.01,0.161,0.174,1.03,,-6.89,1.24,-0.06,-0.34,91.7,,87.0,91.9,85.6,77.0,0.245,0.286,0.32,0.229,0.36,0.167,,,,0.333,1.333,0.125,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,
8,2024-06-30,747101,Walk,walk,False,621566,663559,Matt Olson,Bailey Falter,0,a62b3f7a-f6fb-4da9-9f22-562d892ca2f0,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,37.0,97.0,75.0,0.144,0.511,,0.01,0.161,0.174,1.03,,-6.89,1.24,-0.06,-0.34,91.7,,87.0,91.9,85.6,77.0,0.245,0.286,0.32,0.229,0.36,0.167,,,,0.333,1.333,0.125,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,
9,2024-06-30,747101,Flyout,field_out,True,663586,663559,Austin Riley,Bailey Falter,0,85fd90f1-aa00-4fac-ac1a-51c678f69d8e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,37.0,97.0,75.0,0.144,0.511,,0.01,0.161,0.174,1.03,,-6.89,1.24,-0.06,-0.34,91.7,,87.0,91.9,85.6,77.0,0.245,0.286,0.32,0.229,0.36,0.167,,,,0.333,1.333,0.125,0.256,0.488,0.197,0.262,0.492,0.144,,,,,,
