,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-20,746340,Pop Out,field_out,True,621493,434378,Taylor Ward,Justin Verlander,0,9a23d8dc-45f1-4547-bbac-ab0dee99a007,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,0.494,0.187,0.223,0.097,-0.68,0.38,-1.3,0.21,93.5,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.34,0.511,0.218,0.179,0.25,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-20,746340,Groundout,field_out,True,687263,434378,Zach Neto,Justin Verlander,0,4142f59a-9358-4fa4-9766-e6ac84a0e98f,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,0.494,0.187,0.223,0.097,-0.68,0.38,-1.3,0.21,93.5,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.34,0.511,0.218,0.179,0.25,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-20,746340,Flyout,field_out,True,694384,434378,Nolan Schanuel,Justin Verlander,0,95cd8bf8-5207-447d-bfb4-3cd5e7e1f0be,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,0.494,0.187,0.223,0.097,-0.68,0.38,-1.3,0.21,93.5,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.34,0.511,0.218,0.179,0.25,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-20,746340,Groundout,field_out,True,514888,542881,Jose Altuve,Tyler Anderson,0,008c145c-b167-4718-8a34-de34ad1e755b,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.7,4.32,175.0,100.0,96.0,100.0,0.741,7.2,3.6,7.92,1.23,0.88,0.192,0.505,0.159,0.268,0.397,105.0,100.0,106.0,,,,89.0,100.0,97.0,80.0,141.0,142.0,0.396,0.012,0.001,0.37,-0.69,0.81,-3.11,1.37,89.4,78.9,81.2,71.6,0.272,0.496,0.182,0.0,0.0,0.385,,,,0.183,0.26,0.395,67.0,95.0,83.0,99.0,99.0,97.0,0.034,0.186,-0.62,-3.87,84.2,88.1,0.271,0.466,0.247,0.261,0.696,0.152,,,,,,,,,,,,
4,2024-09-20,746340,Strikeout,strikeout,True,670541,542881,Yordan Alvarez,Tyler Anderson,0,cd5c1a46-eb69-4fe2-bef7-0ff1e95c21ba,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.7,4.32,175.0,100.0,96.0,100.0,0.741,7.2,3.6,7.92,1.23,0.88,0.192,0.505,0.159,0.268,0.397,105.0,100.0,106.0,,,,89.0,100.0,97.0,80.0,141.0,142.0,0.396,0.012,0.001,0.37,-0.69,0.81,-3.11,1.37,89.4,78.9,81.2,71.6,0.272,0.496,0.182,0.0,0.0,0.385,,,,0.183,0.26,0.395,67.0,95.0,83.0,99.0,99.0,97.0,0.034,0.186,-0.62,-3.87,84.2,88.1,0.271,0.466,0.247,0.261,0.696,0.152,,,,,,,,,,,,
5,2024-09-20,746340,Single,single,False,663656,542881,Kyle Tucker,Tyler Anderson,0,d59ba39c-1265-4b15-b420-4f7adaf1901e,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.7,4.32,175.0,100.0,96.0,100.0,0.741,7.2,3.6,7.92,1.23,0.88,0.192,0.505,0.159,0.268,0.397,105.0,100.0,106.0,,,,89.0,100.0,97.0,80.0,141.0,142.0,0.396,0.012,0.001,0.37,-0.69,0.81,-3.11,1.37,89.4,78.9,81.2,71.6,0.272,0.496,0.182,0.0,0.0,0.385,,,,0.183,0.26,0.395,67.0,95.0,83.0,99.0,99.0,97.0,0.034,0.186,-0.62,-3.87,84.2,88.1,0.271,0.466,0.247,0.261,0.696,0.152,,,,,,,,,,,,
6,2024-09-20,746340,Strikeout,strikeout,True,608324,542881,Alex Bregman,Tyler Anderson,0,aef6a2d4-3186-4658-bfa1-57e7621bf827,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.7,4.32,175.0,100.0,96.0,100.0,0.741,7.2,3.6,7.92,1.23,0.88,0.192,0.505,0.159,0.268,0.397,105.0,100.0,106.0,,,,89.0,100.0,97.0,80.0,141.0,142.0,0.396,0.012,0.001,0.37,-0.69,0.81,-3.11,1.37,89.4,78.9,81.2,71.6,0.272,0.496,0.182,0.0,0.0,0.385,,,,0.183,0.26,0.395,67.0,95.0,83.0,99.0,99.0,97.0,0.034,0.186,-0.62,-3.87,84.2,88.1,0.271,0.466,0.247,0.261,0.696,0.152,,,,,,,,,,,,
7,2024-09-20,746340,Groundout,field_out,True,607680,434378,Kevin Pillar,Justin Verlander,0,e1054962-5893-4e7b-9e26-e0c34b489387,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,0.494,0.187,0.223,0.097,-0.68,0.38,-1.3,0.21,93.5,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.34,0.511,0.218,0.179,0.25,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-20,746340,Strikeout,strikeout,True,694359,434378,Niko Kavadas,Justin Verlander,0,a40be867-c9ad-4b8c-b8cd-1efe5af0e529,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,0.494,0.187,0.223,0.097,-0.68,0.38,-1.3,0.21,93.5,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.34,0.511,0.218,0.179,0.25,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-20,746340,Strikeout,strikeout,True,676572,434378,Eric Wagaman,Justin Verlander,0,56f826ef-6794-43e9-b731-c74303930513,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,0.494,0.187,0.223,0.097,-0.68,0.38,-1.3,0.21,93.5,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.34,0.511,0.218,0.179,0.25,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
