,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff
10,2024-08-24,746917,Groundout,field_out,True,553993,676710,Eugenio Suárez,Kutter Crawford,0,ceaaea7f-0522-40ff-b3aa-42c65274d253,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-24,746917,Groundout,field_out,True,672695,676710,Geraldo Perdomo,Kutter Crawford,1,58498547-666e-4175-a851-06ffd678db51,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-24,746917,Groundout,field_out,True,807799,668678,Masataka Yoshida,Zac Gallen,0,74b9ccbe-57ab-4a0f-82e6-4d6417421acb,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
13,2024-08-24,746917,Strikeout,strikeout,True,681508,668678,Mickey Gasper,Zac Gallen,0,05854fb9-8941-4478-87c4-2f616138154e,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
14,2024-08-24,746917,Groundout,field_out,True,657136,668678,Connor Wong,Zac Gallen,0,a54f2931-4372-48f8-936a-d81e2d84686a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
15,2024-08-24,746917,Flyout,field_out,True,641645,676710,Luis Guillorme,Kutter Crawford,0,f1e722f1-28bf-4862-975a-082bf175a6a8,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-24,746917,Pop Out,field_out,True,645444,676710,Jose Herrera,Kutter Crawford,0,33095c3e-3ec4-4a4f-9fbc-37480f520f60,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-24,746917,Flyout,field_out,True,682998,676710,Corbin Carroll,Kutter Crawford,0,fc9ed224-65a0-4eca-9e99-d32218c02fdb,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-24,746917,Pop Out,field_out,True,678882,668678,Ceddanne Rafaela,Zac Gallen,0,90958315-ecef-4b55-95d4-89d8b6bec271,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
19,2024-08-24,746917,Strikeout,strikeout,True,680776,668678,Jarren Duran,Zac Gallen,0,912e64b7-b6ba-489c-940e-40c6953dd029,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
20,2024-08-24,746917,Pop Out,field_out,True,677800,668678,Wilyer Abreu,Zac Gallen,0,c93958b1-e260-49d2-bb8d-2201f6e0f849,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
21,2024-08-24,746917,Flyout,field_out,True,664983,676710,Jake McCarthy,Kutter Crawford,0,2f477f52-6119-4ce5-8a9f-2b877b478896,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-08-24,746917,Double,double,False,592626,676710,Joc Pederson,Kutter Crawford,0,6eb98546-3ea0-4581-9950-f8a25241d9a8,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-08-24,746917,Walk,walk,False,605137,676710,Josh Bell,Kutter Crawford,1,01924bea-757e-4b05-be91-7154d6dab7fe,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-08-24,746917,Pop Out,field_out,True,666971,676710,Lourdes Gurriel Jr.,Kutter Crawford,0,34cea38e-264d-4002-8567-c5b42cbb2cbc,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-08-24,746917,Double,double,False,553993,676710,Eugenio Suárez,Kutter Crawford,1,a7dc92f8-eab7-47b1-aa19-a15c70e34eb6,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-08-24,746917,Strikeout,strikeout,True,672695,676710,Geraldo Perdomo,Kutter Crawford,0,f3e78dc7-b026-46b9-9865-fbfdbc58bf33,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-08-24,746917,Strikeout,strikeout,True,671213,668678,Triston Casas,Zac Gallen,0,ffbe123f-1cd5-45c8-bc3c-fed7d8fb7a3a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
28,2024-08-24,746917,Walk,walk,False,646240,668678,Rafael Devers,Zac Gallen,0,749a02f8-5ab9-4c0e-9a08-d7f456405670,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
29,2024-08-24,746917,Strikeout,strikeout,True,608701,668678,Rob Refsnyder,Zac Gallen,0,0cbbc0fb-3c05-4329-9c60-f679f60969ed,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
30,2024-08-24,746917,Flyout,field_out,True,807799,668678,Masataka Yoshida,Zac Gallen,0,f596c487-3153-4798-851f-d18fe7f4dc02,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,100.0,94.0,95.0,106.0,100.0,100.0,105.0,109.0,112.0,88.0,88.0,83.0,,,,0.462,0.034,,0.087,0.274,-1.04,-1.72,,0.24,2.72,93.5,90.3,,86.8,80.7,0.317,0.494,0.131,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,85.0,106.0,96.0,132.0,80.0,80.0,0.002,0.141,-1.01,0.77,86.6,94.7,0.269,0.372,0.252,0.258,0.387,0.299,,,,,,,,,
31,2024-08-24,746917,Walk,walk,False,641645,676710,Luis Guillorme,Kutter Crawford,0,046dd46d-56b6-4fb1-87ac-994df52072c2,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
