,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,wFC/C,wFS/C,wSI/C,wCU/C,vFC,vFS,vSI,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-21,745759,Groundout,field_out,True,650490,661563,Yandy Díaz,Luis Gil,0,71811e75-ea76-4015-be40-e1c4b5f52312,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-21,745759,Strikeout,strikeout,True,668227,661563,Randy Arozarena,Luis Gil,0,78217f84-3aab-484c-93e6-d91eedcf96de,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-21,745759,Walk,walk,False,680700,661563,Richie Palacios,Luis Gil,0,5d1f0ef9-57f6-4d02-a90e-7848c772b0f4,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-21,745759,Strikeout,strikeout,True,670623,661563,Isaac Paredes,Luis Gil,0,b8a520ea-08e6-4776-b6f9-cba97a44eb46,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-21,745759,Strikeout,strikeout,True,683011,650644,Anthony Volpe,Aaron Civale,0,31e97f42-1e3e-46e5-bf99-6191b22b1e7e,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,158.0,105.0,117.0,0.091,0.18,,-3.64,0.36,,91.9,,80.3,0.391,0.739,0.125,,,,0.239,0.398,0.288,103.0,102.0,108.0,65.0,93.0,83.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.315,0.021,0.169,-0.11,-3.76,0.25,-0.89,88.1,85.9,92.7,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.226,0.419,0.3,0.417,0.5,0.313,,,,,,
5,2024-04-21,745759,Walk,walk,False,665742,650644,Juan Soto,Aaron Civale,0,998c2bdf-1448-4b7a-8a4b-242ae67645ba,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,158.0,105.0,117.0,0.091,0.18,,-3.64,0.36,,91.9,,80.3,0.391,0.739,0.125,,,,0.239,0.398,0.288,103.0,102.0,108.0,65.0,93.0,83.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.315,0.021,0.169,-0.11,-3.76,0.25,-0.89,88.1,85.9,92.7,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.226,0.419,0.3,0.417,0.5,0.313,,,,,,
6,2024-04-21,745759,Strikeout,strikeout,True,592450,650644,Aaron Judge,Aaron Civale,0,623025e8-1456-406c-8c09-6d931c56789d,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,158.0,105.0,117.0,0.091,0.18,,-3.64,0.36,,91.9,,80.3,0.391,0.739,0.125,,,,0.239,0.398,0.288,103.0,102.0,108.0,65.0,93.0,83.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.315,0.021,0.169,-0.11,-3.76,0.25,-0.89,88.1,85.9,92.7,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.226,0.419,0.3,0.417,0.5,0.313,,,,,,
7,2024-04-21,745759,Walk,walk,False,519317,650644,Giancarlo Stanton,Aaron Civale,1,de5feadf-16a1-44c6-9810-657700f1c0b6,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,158.0,105.0,117.0,0.091,0.18,,-3.64,0.36,,91.9,,80.3,0.391,0.739,0.125,,,,0.239,0.398,0.288,103.0,102.0,108.0,65.0,93.0,83.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.315,0.021,0.169,-0.11,-3.76,0.25,-0.89,88.1,85.9,92.7,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.226,0.419,0.3,0.417,0.5,0.313,,,,,,
8,2024-04-21,745759,Single,single,False,519203,650644,Anthony Rizzo,Aaron Civale,1,47953e4e-2356-42bb-a7e6-1c5d892b5c40,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,158.0,105.0,117.0,0.091,0.18,,-3.64,0.36,,91.9,,80.3,0.391,0.739,0.125,,,,0.239,0.398,0.288,103.0,102.0,108.0,65.0,93.0,83.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.315,0.021,0.169,-0.11,-3.76,0.25,-0.89,88.1,85.9,92.7,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.226,0.419,0.3,0.417,0.5,0.313,,,,,,
9,2024-04-21,745759,Strikeout,strikeout,True,650402,650644,Gleyber Torres,Aaron Civale,0,c2d28c7e-9abe-4889-996c-d05c1c15888c,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,158.0,105.0,117.0,0.091,0.18,,-3.64,0.36,,91.9,,80.3,0.391,0.739,0.125,,,,0.239,0.398,0.288,103.0,102.0,108.0,65.0,93.0,83.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.315,0.021,0.169,-0.11,-3.76,0.25,-0.89,88.1,85.9,92.7,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.226,0.419,0.3,0.417,0.5,0.313,,,,,,
