,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-04,744826,Single,single,False,694192,680730,Jackson Chourio,Mitchell Parker,0,2a973c1b-ebf4-4959-b87c-3b7dd81d1385,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-04,744826,Flyout,field_out,True,661388,680730,William Contreras,Mitchell Parker,0,3cf3c788-fdbc-4ca4-a4b5-22a739d0e94d,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-04,744826,Grounded Into DP,grounded_into_double_play,True,596142,680730,Gary Sánchez,Mitchell Parker,1,cf8d1623-0f33-4669-a833-e3d7d3e3a9e4,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-04,744826,Flyout,field_out,True,682928,668964,CJ Abrams,Tobias Myers,0,ff790b6a-c733-472e-92e1-8df9eae10cc1,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,71.0,101.0,103.0,86.0,104.0,100.0,92.0,108.0,105.0,,,,0.401,,0.206,0.038,0.78,,2.25,-3.62,92.9,,85.5,77.7,0.212,0.424,0.164,0.462,0.615,0.16,,,,0.173,0.198,0.276,106.0,83.0,89.0,71.0,92.0,74.0,95.0,99.0,90.0,0.006,0.238,0.11,-1.02,11.34,1.0,89.3,81.1,91.5,0.348,0.517,0.138,0.094,0.094,0.431,0.0,0.0,0.0,,,
4,2024-08-04,744826,Flyout,field_out,True,660766,668964,Juan Yepez,Tobias Myers,0,4cd4c118-9c22-4f57-a5f1-9ecb6e3d4ca5,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,71.0,101.0,103.0,86.0,104.0,100.0,92.0,108.0,105.0,,,,0.401,,0.206,0.038,0.78,,2.25,-3.62,92.9,,85.5,77.7,0.212,0.424,0.164,0.462,0.615,0.16,,,,0.173,0.198,0.276,106.0,83.0,89.0,71.0,92.0,74.0,95.0,99.0,90.0,0.006,0.238,0.11,-1.02,11.34,1.0,89.3,81.1,91.5,0.348,0.517,0.138,0.094,0.094,0.431,0.0,0.0,0.0,,,
5,2024-08-04,744826,Home Run,home_run,False,671277,668964,Luis García Jr.,Tobias Myers,0,a5ccf0cf-ce43-4dd2-8ee9-33a349fab78b,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,71.0,101.0,103.0,86.0,104.0,100.0,92.0,108.0,105.0,,,,0.401,,0.206,0.038,0.78,,2.25,-3.62,92.9,,85.5,77.7,0.212,0.424,0.164,0.462,0.615,0.16,,,,0.173,0.198,0.276,106.0,83.0,89.0,71.0,92.0,74.0,95.0,99.0,90.0,0.006,0.238,0.11,-1.02,11.34,1.0,89.3,81.1,91.5,0.348,0.517,0.138,0.094,0.094,0.431,0.0,0.0,0.0,,,
6,2024-08-04,744826,Strikeout,strikeout,True,660688,668964,Keibert Ruiz,Tobias Myers,0,3d4a4921-9e64-4842-ae1c-7b4b8390f7f0,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,71.0,101.0,103.0,86.0,104.0,100.0,92.0,108.0,105.0,,,,0.401,,0.206,0.038,0.78,,2.25,-3.62,92.9,,85.5,77.7,0.212,0.424,0.164,0.462,0.615,0.16,,,,0.173,0.198,0.276,106.0,83.0,89.0,71.0,92.0,74.0,95.0,99.0,90.0,0.006,0.238,0.11,-1.02,11.34,1.0,89.3,81.1,91.5,0.348,0.517,0.138,0.094,0.094,0.431,0.0,0.0,0.0,,,
7,2024-08-04,744826,Strikeout,strikeout,True,642715,680730,Willy Adames,Mitchell Parker,0,acd04774-885e-4cd3-901c-10a5a407e55a,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-04,744826,Flyout,field_out,True,656555,680730,Rhys Hoskins,Mitchell Parker,0,ae5f96b2-ad7d-4425-9647-04b09b55c0a5,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-04,744826,Lineout,field_out,True,663368,680730,Blake Perkins,Mitchell Parker,0,f0c09c3e-a693-4353-8901-f1f98466780a,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
