,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-08,746703,Strikeout,strikeout,True,621550,671096,Patrick Wisdom,Andrew Abbott,0,e37d06f4-d4d0-4cf0-9794-aaf12d25a68e,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-08,746703,Strikeout,strikeout,True,666624,671096,Christopher Morel,Andrew Abbott,0,d48c1833-45a7-457d-abcd-c28c3350b7d5,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-08,746703,Single,single,False,641355,671096,Cody Bellinger,Andrew Abbott,0,96f27919-4cb4-4812-8a63-58fbcfbc36e9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-08,746703,Double,double,False,621020,671096,Dansby Swanson,Andrew Abbott,1,c2d1b132-59b6-4764-818c-1587ff8fd04e,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-08,746703,Walk,walk,False,664023,671096,Ian Happ,Andrew Abbott,0,69058c51-67b8-43c0-9476-d63587524ec0,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-08,746703,Flyout,field_out,True,643565,671096,Mike Tauchman,Andrew Abbott,0,3d5eb90a-aa6e-4f3a-826b-353e7cbf3064,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-08,746703,Groundout,field_out,True,670770,676962,TJ Friedl,Ben Brown,0,cefcc0fb-9ff3-4ab5-85c2-4047b419cbe4,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,,,,98.0,98.0,96.0,,,,0.627,,,0.016,0.78,,,-3.6,96.4,90.6,,,0.25,0.352,0.185,,,,0.5,0.5,0.25,0.141,0.294,0.51,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-08,746703,Pop Out,field_out,True,682829,676962,Elly De La Cruz,Ben Brown,0,6352553f-e272-4edf-a015-f27bdb82b595,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,,,,98.0,98.0,96.0,,,,0.627,,,0.016,0.78,,,-3.6,96.4,90.6,,,0.25,0.352,0.185,,,,0.5,0.5,0.25,0.141,0.294,0.51,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-08,746703,Home Run,home_run,False,600869,676962,Jeimer Candelario,Ben Brown,0,4cb6f241-47bf-4a2e-9b44-1fe6ff9f7ad3,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,,,,98.0,98.0,96.0,,,,0.627,,,0.016,0.78,,,-3.6,96.4,90.6,,,0.25,0.352,0.185,,,,0.5,0.5,0.25,0.141,0.294,0.51,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-08,746703,Flyout,field_out,True,668715,676962,Spencer Steer,Ben Brown,0,b0baceb4-ba66-4b66-bac1-a70e4e66fcae,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,,,,98.0,98.0,96.0,,,,0.627,,,0.016,0.78,,,-3.6,96.4,90.6,,,0.25,0.352,0.185,,,,0.5,0.5,0.25,0.141,0.294,0.51,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
