,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
14,2024-07-07,744832,Double,double,False,660766,502043,Juan Yepez,Kyle Gibson,1,8d32aec3-b6ca-44cd-a853-7d4e25af8d00,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
15,2024-07-07,744832,Strikeout,strikeout,True,702358,502043,Trey Lipscomb,Kyle Gibson,0,60b57cea-ffb4-46bf-a102-563b3d3f5825,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
16,2024-07-07,744832,Single,single,False,656180,502043,Riley Adams,Kyle Gibson,1,9a609901-4234-4e15-b609-3e4e9ae4a552,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
17,2024-07-07,744832,Single,single,False,696285,502043,Jacob Young,Kyle Gibson,1,e7e97702-f798-4afa-a179-b614f03a6618,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
18,2024-07-07,744832,Strikeout,strikeout,True,682928,502043,CJ Abrams,Kyle Gibson,0,7a20b675-6ebb-4294-a6e3-ca1dc78723df,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
19,2024-07-07,744832,Groundout,field_out,True,691026,687792,Masyn Winn,DJ Herz,0,f6bbc36b-3d88-443c-b4e6-8b80e25d6df9,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-07-07,744832,Single,single,False,676475,687792,Alec Burleson,DJ Herz,0,f64c3eb5-6e0a-493d-a4e0-839de57e9384,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-07,744832,Grounded Into DP,grounded_into_double_play,True,575929,687792,Willson Contreras,DJ Herz,1,053af902-172d-4e12-befd-7654210b5d0c,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-07,744832,Strikeout,strikeout,True,657041,502043,Lane Thomas,Kyle Gibson,0,6294c020-7947-4a45-9b5e-928025cb5010,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
23,2024-07-07,744832,Walk,walk,False,695578,502043,James Wood,Kyle Gibson,0,a60d3420-b215-494f-905b-3a0597b75f5a,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
24,2024-07-07,744832,Double Play,double_play,True,608385,502043,Jesse Winker,Kyle Gibson,1,10b504f9-c640-4b98-bffa-157187898a47,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
25,2024-07-07,744832,Double,double,False,502671,687792,Paul Goldschmidt,DJ Herz,0,b3178a82-e87a-4a49-a379-e2f762e87fa6,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-07-07,744832,Groundout,field_out,True,571448,687792,Nolan Arenado,DJ Herz,0,5b6337b6-0b8a-404a-a953-a57c22a50a0f,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-07-07,744832,Flyout,field_out,True,680977,687792,Brendan Donovan,DJ Herz,0,2e5f1905-84f6-44bc-9cfd-10ed58032866,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-07-07,744832,Single,single,False,669357,687792,Nolan Gorman,DJ Herz,1,db5c90a3-e656-4f53-9d1e-7cf67d879e2c,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-07-07,744832,Strikeout,strikeout,True,666185,687792,Dylan Carlson,DJ Herz,0,cfdb7744-b7e2-47f0-8cf9-f3a6334cc8e1,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-07-07,744832,Single,single,False,671277,502043,Luis García Jr.,Kyle Gibson,0,3200ef12-e33b-45a2-b3e9-62e67dde2842,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
31,2024-07-07,744832,Grounded Into DP,grounded_into_double_play,True,660766,502043,Juan Yepez,Kyle Gibson,1,35339a64-c447-4971-9bed-79aaebec0e49,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
32,2024-07-07,744832,Strikeout,strikeout,True,702358,502043,Trey Lipscomb,Kyle Gibson,0,edeca62b-28f4-493f-a235-ea8fe4e6627f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,104.0,102.0,105.0,,,,0.127,0.221,,0.086,-2.35,0.35,,1.85,91.5,84.8,80.6,,0.293,0.683,0.076,0.167,0.194,0.342,0.222,0.306,0.454,0.304,0.739,0.493,105.0,105.0,106.0,84.0,101.0,96.0,94.0,94.0,89.0,0.279,0.205,0.082,0.34,0.83,-1.85,88.9,90.7,78.5,0.252,0.409,0.108,0.322,0.441,0.211
33,2024-07-07,744832,Strikeout,strikeout,True,686780,687792,Pedro Pagés,DJ Herz,0,a79d2254-eedd-482e-80ac-b577d2fcafb1,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-07-07,744832,Walk,walk,False,691026,687792,Masyn Winn,DJ Herz,0,ca69c665-9daa-48c5-909f-35a3517d9698,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,
