,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-20,745707,Walk,walk,False,680757,661563,Steven Kwan,Luis Gil,0,93d44698-2fba-4ab5-904e-b16fb0793a0c,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-20,745707,Strikeout,strikeout,True,608070,661563,José Ramírez,Luis Gil,0,b0edc71c-3081-4863-9d6b-2201ca69a288,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-20,745707,Flyout,field_out,True,647304,661563,Josh Naylor,Luis Gil,0,615874ee-4055-4deb-b54a-011a7f5b9c5b,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-20,745707,Pop Out,field_out,True,686823,661563,Will Brennan,Luis Gil,0,03ea6f54-3842-4a4f-836f-1e7108c822e3,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-20,745707,Flyout,field_out,True,650402,571510,Gleyber Torres,Matthew Boyd,0,7e2aebf1-e10b-4a3c-8919-d1caa8135f1b,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,61.0,97.0,88.0,80.0,100.0,96.0,0.331,0.176,0.249,1.98,3.22,-2.72,92.2,81.5,79.8,0.154,0.154,0.294,0.083,0.167,0.238,0.278,0.556,0.182,84.0,78.0,81.0,78.0,101.0,87.0,0.167,0.078,2.91,1.99,91.9,74.3,0.154,0.385,0.125,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-20,745707,Home Run,home_run,False,665742,571510,Juan Soto,Matthew Boyd,0,55ecdc98-9017-4f52-aa91-255b21fbba6f,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,61.0,97.0,88.0,80.0,100.0,96.0,0.331,0.176,0.249,1.98,3.22,-2.72,92.2,81.5,79.8,0.154,0.154,0.294,0.083,0.167,0.238,0.278,0.556,0.182,84.0,78.0,81.0,78.0,101.0,87.0,0.167,0.078,2.91,1.99,91.9,74.3,0.154,0.385,0.125,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-20,745707,Home Run,home_run,False,592450,571510,Aaron Judge,Matthew Boyd,0,6bd8fff6-3993-4b6e-af63-a1574ce991e2,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,61.0,97.0,88.0,80.0,100.0,96.0,0.331,0.176,0.249,1.98,3.22,-2.72,92.2,81.5,79.8,0.154,0.154,0.294,0.083,0.167,0.238,0.278,0.556,0.182,84.0,78.0,81.0,78.0,101.0,87.0,0.167,0.078,2.91,1.99,91.9,74.3,0.154,0.385,0.125,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-20,745707,Groundout,field_out,True,519317,571510,Giancarlo Stanton,Matthew Boyd,0,b4505007-7bb3-439c-a4d6-d65729611de3,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,61.0,97.0,88.0,80.0,100.0,96.0,0.331,0.176,0.249,1.98,3.22,-2.72,92.2,81.5,79.8,0.154,0.154,0.294,0.083,0.167,0.238,0.278,0.556,0.182,84.0,78.0,81.0,78.0,101.0,87.0,0.167,0.078,2.91,1.99,91.9,74.3,0.154,0.385,0.125,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-20,745707,Groundout,field_out,True,657077,571510,Alex Verdugo,Matthew Boyd,0,fcbe9727-ddcd-4329-97f7-ed037306743f,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,61.0,97.0,88.0,80.0,100.0,96.0,0.331,0.176,0.249,1.98,3.22,-2.72,92.2,81.5,79.8,0.154,0.154,0.294,0.083,0.167,0.238,0.278,0.556,0.182,84.0,78.0,81.0,78.0,101.0,87.0,0.167,0.078,2.91,1.99,91.9,74.3,0.154,0.385,0.125,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-20,745707,Double,double,False,678877,661563,Jhonkensy Noel,Luis Gil,0,f29f1491-4719-4e9d-ae34-d066ba4c6155,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
