,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-04-14,746404,Lineout,field_out,True,543760,664299,Marcus Semien,Cristian Javier,0,5c94503f-0a6a-48cc-9db6-29405183b6ae,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-14,746404,Walk,walk,False,608369,664299,Corey Seager,Cristian Javier,0,d991e98e-b2c0-47a7-9442-f3359ff7e4f1,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-14,746404,Strikeout,strikeout,True,694497,664299,Evan Carter,Cristian Javier,0,13617e05-fa41-4128-9421-6f102719d359,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-14,746404,Strikeout,strikeout,True,666969,664299,Adolis García,Cristian Javier,0,49bdefbf-4e42-42ff-be80-7e7a44676243,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-14,746404,Home Run,home_run,False,514888,543135,Jose Altuve,Nathan Eovaldi,0,660e02db-ed68-407e-966e-ace5a0de65e9,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,,,,0.362,0.037,,,1.48,-4.54,,,95.5,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.27,0.541,0.357,102.0,101.0,102.0,92.0,104.0,97.0,126.0,104.0,112.0,0.148,0.302,0.151,0.94,1.4,-1.43,91.7,88.7,76.9,0.202,0.327,0.361,0.264,0.396,0.161,,,,,,,,,
5,2024-04-14,746404,Flyout,field_out,True,670541,543135,Yordan Alvarez,Nathan Eovaldi,0,a34c85b1-d901-4d0b-8524-014ef0d23455,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,,,,0.362,0.037,,,1.48,-4.54,,,95.5,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.27,0.541,0.357,102.0,101.0,102.0,92.0,104.0,97.0,126.0,104.0,112.0,0.148,0.302,0.151,0.94,1.4,-1.43,91.7,88.7,76.9,0.202,0.327,0.361,0.264,0.396,0.161,,,,,,,,,
6,2024-04-14,746404,Walk,walk,False,663656,543135,Kyle Tucker,Nathan Eovaldi,0,2977e7cc-edda-4cfd-8e99-f2156972185b,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,,,,0.362,0.037,,,1.48,-4.54,,,95.5,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.27,0.541,0.357,102.0,101.0,102.0,92.0,104.0,97.0,126.0,104.0,112.0,0.148,0.302,0.151,0.94,1.4,-1.43,91.7,88.7,76.9,0.202,0.327,0.361,0.264,0.396,0.161,,,,,,,,,
7,2024-04-14,746404,Flyout,field_out,True,673237,543135,Yainer Diaz,Nathan Eovaldi,0,744cdb19-0510-4cd3-a598-6897f14ccf28,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,,,,0.362,0.037,,,1.48,-4.54,,,95.5,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.27,0.541,0.357,102.0,101.0,102.0,92.0,104.0,97.0,126.0,104.0,112.0,0.148,0.302,0.151,0.94,1.4,-1.43,91.7,88.7,76.9,0.202,0.327,0.361,0.264,0.396,0.161,,,,,,,,,
8,2024-04-14,746404,Groundout,field_out,True,676801,543135,Chas McCormick,Nathan Eovaldi,0,8f3a22ab-e7ac-4400-b8ee-0ef786d508fd,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,,,,0.362,0.037,,,1.48,-4.54,,,95.5,,86.3,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.27,0.541,0.357,102.0,101.0,102.0,92.0,104.0,97.0,126.0,104.0,112.0,0.148,0.302,0.151,0.94,1.4,-1.43,91.7,88.7,76.9,0.202,0.327,0.361,0.264,0.396,0.161,,,,,,,,,
9,2024-04-14,746404,Flyout,field_out,True,669701,664299,Josh Smith,Cristian Javier,0,97c495e9-624d-4815-a4fb-1d4c7a4dab54,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
