,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-04-15,746406,Strikeout,strikeout,True,660670,681293,Ronald Acuña Jr.,Spencer Arrighetti,0,9557084a-dc25-441f-b274-562a470dc7ca,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
1,2024-04-15,746406,Strikeout,strikeout,True,645277,681293,Ozzie Albies,Spencer Arrighetti,0,1ae1f7b2-cf50-4ae0-9a63-7e977f71c170,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
2,2024-04-15,746406,Single,single,False,663586,681293,Austin Riley,Spencer Arrighetti,0,c72d3d2a-f0ad-4dca-9513-9657dc52a707,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
3,2024-04-15,746406,Groundout,field_out,True,621566,681293,Matt Olson,Spencer Arrighetti,0,b9d98f27-54e4-4b17-959b-2299af016c7a,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
4,2024-04-15,746406,Single,single,False,514888,670241,Jose Altuve,Darius Vines,0,54d788ee-5c09-4a9c-a0d2-e29c39293beb,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.5,0.5,0.571,0.333,0.333,0.2,0.25,0.25,0.647,0.2,0.55,0.175,,,,,,,,,
5,2024-04-15,746406,Grounded Into DP,grounded_into_double_play,True,670541,670241,Yordan Alvarez,Darius Vines,1,5a91751a-bdb4-4213-a7ec-07e199b3b69e,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.5,0.5,0.571,0.333,0.333,0.2,0.25,0.25,0.647,0.2,0.55,0.175,,,,,,,,,
6,2024-04-15,746406,Walk,walk,False,663656,670241,Kyle Tucker,Darius Vines,0,efda2c3f-48dc-41e7-a3e3-189c23c29af0,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.5,0.5,0.571,0.333,0.333,0.2,0.25,0.25,0.647,0.2,0.55,0.175,,,,,,,,,
7,2024-04-15,746406,Single,single,False,608324,670241,Alex Bregman,Darius Vines,1,222920de-8866-4297-af8c-890abfbe703e,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.5,0.5,0.571,0.333,0.333,0.2,0.25,0.25,0.647,0.2,0.55,0.175,,,,,,,,,
8,2024-04-15,746406,Walk,walk,False,673237,670241,Yainer Diaz,Darius Vines,1,8621a890-0fb9-46dc-ab96-9a06a14c8e71,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.5,0.5,0.571,0.333,0.333,0.2,0.25,0.25,0.647,0.2,0.55,0.175,,,,,,,,,
9,2024-04-15,746406,Flyout,field_out,True,676801,670241,Chas McCormick,Darius Vines,0,52becd2b-6453-4759-ac05-bfb90b7d252e,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.5,0.5,0.571,0.333,0.333,0.2,0.25,0.25,0.647,0.2,0.55,0.175,,,,,,,,,
