,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
10,2024-07-05,746046,Double,double,False,670032,663773,Nicky Lopez,Bryan Hoeing,1,77d7bd36-f49f-4b84-a021-71e6b489cc52,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-05,746046,Strikeout,strikeout,True,455117,663773,Martín Maldonado,Bryan Hoeing,0,c71214f2-364b-4f10-9016-a349e8db4a30,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-05,746046,Groundout,field_out,True,502054,663773,Tommy Pham,Bryan Hoeing,0,9ed0e6e6-4366-4989-8d30-494731e411f9,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-07-05,746046,Strikeout,strikeout,True,660821,689672,Jesús Sánchez,Drew Thorpe,0,a78bff2f-7d20-4cdb-a977-0669cdb3f895,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
14,2024-07-05,746046,Groundout,field_out,True,669394,689672,Jake Burger,Drew Thorpe,0,abebdc7e-185f-43dc-9de3-7c549759f497,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
15,2024-07-05,746046,Walk,walk,False,667472,689672,Dane Myers,Drew Thorpe,0,13902a72-d435-4824-9902-672210006386,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
16,2024-07-05,746046,Flyout,field_out,True,669364,689672,Xavier Edwards,Drew Thorpe,1,fbbaface-77d7-4aa9-8372-dcfcfac060b8,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
17,2024-07-05,746046,Groundout,field_out,True,643217,663773,Andrew Benintendi,Bryan Hoeing,0,d292b0aa-1dac-476c-8334-007b8e480346,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-07-05,746046,Single,single,False,673357,663773,Luis Robert Jr.,Bryan Hoeing,0,c09db300-9020-4269-957a-1e45058d7e51,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-07-05,746046,Flyout,field_out,True,683734,663773,Andrew Vaughn,Bryan Hoeing,0,2566f71c-7a2b-4e2f-bf00-017fb35d6107,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-07-05,746046,Groundout,field_out,True,650391,663773,Eloy Jiménez,Bryan Hoeing,1,d82ccf44-7e95-4b89-b5ed-3886d2e3670d,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,64.0,98.0,78.0,99.0,107.0,104.0,109.0,103.0,103.0,114.0,98.0,108.0,0.523,0.068,0.117,0.291,3.27,2.04,-1.04,0.09,94.3,87.0,93.8,83.0,0.339,0.475,0.107,0.19,0.238,0.333,0.1,0.2,0.2,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-05,746046,Double,double,False,660644,689672,Vidal Bruján,Drew Thorpe,0,b47b971d-aa03-43c4-973f-304059d6f504,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
22,2024-07-05,746046,Flyout,field_out,True,663743,689672,Nick Fortes,Drew Thorpe,0,d3405828-4c9c-4779-a0c8-d0e130219190,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
23,2024-07-05,746046,Pop Out,field_out,True,665862,689672,Jazz Chisholm Jr.,Drew Thorpe,0,a3591e97-7331-4782-a93e-f0cb2725e9dd,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
24,2024-07-05,746046,Strikeout,strikeout,True,650559,689672,Bryan De La Cruz,Drew Thorpe,1,b6d6d610-bdb3-46d3-b925-9d1e9ad1979d,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
25,2024-07-05,746046,Pop Out,field_out,True,657557,682610,Paul DeJong,Roddery Muñoz,0,8a990710-ef0a-427c-bbce-b24c21f228cb,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
26,2024-07-05,746046,Groundout,field_out,True,672820,682610,Lenyn Sosa,Roddery Muñoz,0,8863b237-877d-46fb-a774-ec14774ac7f8,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
27,2024-07-05,746046,Walk,walk,False,670032,682610,Nicky Lopez,Roddery Muñoz,0,f71225eb-ae77-4966-b84b-f7bd278187ce,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
28,2024-07-05,746046,Double,double,False,455117,682610,Martín Maldonado,Roddery Muñoz,1,44832117-9ed7-4462-a3f7-a915d2950923,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
29,2024-07-05,746046,Single,single,False,502054,682610,Tommy Pham,Roddery Muñoz,1,165fb59e-c8e4-4e1a-90b1-7c76538384b9,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
30,2024-07-05,746046,Walk,walk,False,643217,682610,Andrew Benintendi,Roddery Muñoz,1,916238de-923b-4fe5-ad84-c6fb0ddfd415,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
31,2024-07-05,746046,Forceout,force_out,True,673357,682610,Luis Robert Jr.,Roddery Muñoz,1,69bda5ac-0188-4c01-81f1-2547dc49bda6,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,,,,0.229,0.257,,0.173,-2.9,,-1.48,-0.77,95.7,,95.1,85.8,0.273,0.614,0.141,0.222,0.361,0.328,0.286,0.738,0.173,,,,52.0,96.0,89.0,91.0,96.0,90.0,0.247,0.094,1.93,-4.22,89.8,89.5,0.318,0.727,0.356,0.14,0.28,0.262,,,,,,,,,
32,2024-07-05,746046,Lineout,field_out,True,605137,689672,Josh Bell,Drew Thorpe,0,fa675fec-1c5f-40d6-88cf-7ee738602a02,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
33,2024-07-05,746046,Groundout,field_out,True,660821,689672,Jesús Sánchez,Drew Thorpe,0,904ff1e3-3571-4469-b678-8f5a3d14dc04,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
34,2024-07-05,746046,Walk,walk,False,669394,689672,Jake Burger,Drew Thorpe,0,591561c1-1641-4997-9e3d-1d898caa5275,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
35,2024-07-05,746046,Strikeout,strikeout,True,667472,689672,Dane Myers,Drew Thorpe,0,10d16758-155a-4c17-98b2-581771b017bc,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,0.39,,,0.62,91.0,,,81.0,,,,0.0,0.0,0.167,0.184,0.368,0.076,,,,93.0,105.0,104.0,77.0,91.0,87.0,0.132,0.354,-1.24,1.57,85.6,81.5,0.156,0.333,0.379,0.214,0.571,0.074,,,,,,,,,
