,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-03-30,746087,Flyout,field_out,True,656582,677960,Connor Joe,Ryan Weathers,0,e6acc28a-0897-4e83-9e4a-5594ec06ab11,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-03-30,746087,Strikeout,strikeout,True,668804,677960,Bryan Reynolds,Ryan Weathers,0,9e81de13-1227-4ba9-81f0-51731add3dd5,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-03-30,746087,Single,single,False,663647,677960,Ke'Bryan Hayes,Ryan Weathers,0,6502005b-90f1-4f9d-85e2-481e31a9c7d0,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-03-30,746087,Strikeout,strikeout,True,658668,677960,Edward Olivares,Ryan Weathers,0,7da8c830-dcf8-4d5d-bf9f-5aa89d6d1276,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-03-30,746087,Lineout,field_out,True,650333,683003,Luis Arraez,Jared Jones,0,c7925bdd-d9e1-4a7f-a99d-958cb44e42e0,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,0.498,0.361,0.068,0.34,,1.59,-3.19,97.3,89.7,,88.6,0.214,0.403,0.273,0.303,0.576,0.241,0.194,0.313,0.398,,,,99.0,96.0,99.0,0.073,-1.54,80.3,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,
5,2024-03-30,746087,Strikeout,strikeout,True,605137,683003,Josh Bell,Jared Jones,0,27df2d07-7162-44e8-8cbd-156d74bcdc36,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,0.498,0.361,0.068,0.34,,1.59,-3.19,97.3,89.7,,88.6,0.214,0.403,0.273,0.303,0.576,0.241,0.194,0.313,0.398,,,,99.0,96.0,99.0,0.073,-1.54,80.3,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,
6,2024-03-30,746087,Strikeout,strikeout,True,650559,683003,Bryan De La Cruz,Jared Jones,0,726ab769-0ef0-464c-9665-6124d4fdefa0,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,0.498,0.361,0.068,0.34,,1.59,-3.19,97.3,89.7,,88.6,0.214,0.403,0.273,0.303,0.576,0.241,0.194,0.313,0.398,,,,99.0,96.0,99.0,0.073,-1.54,80.3,0.364,0.818,0.28,,,,,,,,,,,,,,,,,,
7,2024-03-30,746087,Groundout,field_out,True,680779,677960,Henry Davis,Ryan Weathers,0,6498ffa9-594e-4af4-934d-efe6603731bc,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-03-30,746087,Walk,walk,False,665833,677960,Oneil Cruz,Ryan Weathers,0,a15610c8-7e45-41bc-9b8e-54e79416fdb0,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-03-30,746087,Flyout,field_out,True,669707,677960,Jared Triolo,Ryan Weathers,0,a89e6c45-8791-4a4c-8866-5275d5b8a3c8,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
