,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff
0,2024-07-21,744909,Flyout,field_out,True,672761,592332,Wenceel Pérez,Kevin Gausman,0,3b782e63-a50c-4116-8867-da53bbfdb24c,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.18,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,100.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.11,-0.61,-1.31,-2.38,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-21,744909,Single,single,False,690993,592332,Colt Keith,Kevin Gausman,0,3db33b04-210c-4e7f-ba5a-7e975fb0a234,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.18,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,100.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.11,-0.61,-1.31,-2.38,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-21,744909,Flyout,field_out,True,669234,592332,Justyn-Henry Malloy,Kevin Gausman,0,2cfa52b8-cdb8-491a-854a-09be15345d4d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.18,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,100.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.11,-0.61,-1.31,-2.38,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-21,744909,Walk,walk,False,682985,592332,Riley Greene,Kevin Gausman,1,21e32026-fa58-4187-a43a-a4e7a51856f6,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.18,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,100.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.11,-0.61,-1.31,-2.38,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-21,744909,Pickoff 2B,pickoff_2b,True,608348,592332,Carson Kelly,Kevin Gausman,0,9d861dde-9718-402d-85c9-c2bdf7836652,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.18,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,100.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.11,-0.61,-1.31,-2.38,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-21,744909,Home Run,home_run,False,543807,672456,George Springer,Keider Montero,0,e4702965-26e4-4f70-a446-8333844af5b2,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.82,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,93.0,103.0,99.0,,,,106.0,94.0,100.0,,,,,0.444,,0.333,-0.19,,,2.92,95.3,,,83.1,0.265,0.51,0.191,,,,0.103,0.103,0.359,,,,80.0,86.0,85.0,93.0,100.0,109.0,0.12,0.103,-5.91,-8.59,85.9,79.1,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,
6,2024-07-21,744909,Lineout,field_out,True,687462,672456,Spencer Horwitz,Keider Montero,0,1c93a3d7-6ad0-48e1-a7a9-01ecc65f82a0,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.82,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,93.0,103.0,99.0,,,,106.0,94.0,100.0,,,,,0.444,,0.333,-0.19,,,2.92,95.3,,,83.1,0.265,0.51,0.191,,,,0.103,0.103,0.359,,,,80.0,86.0,85.0,93.0,100.0,109.0,0.12,0.103,-5.91,-8.59,85.9,79.1,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,
7,2024-07-21,744909,Strikeout,strikeout,True,665489,672456,Vladimir Guerrero Jr.,Keider Montero,0,f29c980a-e161-4cc0-aec5-6d7121c590a8,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.82,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,93.0,103.0,99.0,,,,106.0,94.0,100.0,,,,,0.444,,0.333,-0.19,,,2.92,95.3,,,83.1,0.265,0.51,0.191,,,,0.103,0.103,0.359,,,,80.0,86.0,85.0,93.0,100.0,109.0,0.12,0.103,-5.91,-8.59,85.9,79.1,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,
8,2024-07-21,744909,Flyout,field_out,True,457759,672456,Justin Turner,Keider Montero,0,e0c377cf-49c2-4fdf-b32a-b7d6541f52c2,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.82,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,93.0,103.0,99.0,,,,106.0,94.0,100.0,,,,,0.444,,0.333,-0.19,,,2.92,95.3,,,83.1,0.265,0.51,0.191,,,,0.103,0.103,0.359,,,,80.0,86.0,85.0,93.0,100.0,109.0,0.12,0.103,-5.91,-8.59,85.9,79.1,0.375,0.688,0.185,0.667,1.5,0.533,,,,,,,,,,,,,,,
9,2024-07-21,744909,Pop Out,field_out,True,608348,592332,Carson Kelly,Kevin Gausman,0,388c0bf8-3ef1-4a6f-810b-bef4c02bfa49,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.18,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,100.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.11,-0.61,-1.31,-2.38,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
