,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-09,746032,Flyout,field_out,True,650333,665795,Luis Arraez,Edward Cabrera,0,b9ef2aac-9237-4711-be61-1f3a44676a79,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.202,0.333,0.323,0.358,0.627,0.168,0.212,0.481,0.411,0.148,0.259,0.333,0.25,0.45,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-09,746032,Lineout,field_out,True,595777,665795,Jurickson Profar,Edward Cabrera,0,2cd2773c-2c0e-47d7-9161-6fa0f8f27924,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.202,0.333,0.323,0.358,0.627,0.168,0.212,0.481,0.411,0.148,0.259,0.333,0.25,0.45,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-09,746032,Lineout,field_out,True,630105,665795,Jake Cronenworth,Edward Cabrera,0,12ad8d91-0e8c-4c5e-8626-0d8b324c77ab,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.202,0.333,0.323,0.358,0.627,0.168,0.212,0.481,0.411,0.148,0.259,0.333,0.25,0.45,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-09,746032,Lineout,field_out,True,669364,527048,Xavier Edwards,Martín Pérez,0,2e3ccb40-d208-4cdf-aad9-3e7005cdb4b5,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,0.344,0.055,0.001,0.146,0.221,-7.02,0.39,-50.92,1.47,-2.37,91.5,83.4,90.9,82.8,78.1,0.306,0.519,0.352,0.429,0.762,0.024,0.228,0.246,0.273,,,,0.28,0.404,0.101,68.0,102.0,93.0,0.234,-0.81,88.2,0.292,0.64,0.198,,,,,,,,,,,,,,,,,,
4,2024-08-09,746032,Strikeout,strikeout,True,669394,527048,Jake Burger,Martín Pérez,0,025ff95c-4bad-4724-9851-fc5e07f9ad1a,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,0.344,0.055,0.001,0.146,0.221,-7.02,0.39,-50.92,1.47,-2.37,91.5,83.4,90.9,82.8,78.1,0.306,0.519,0.352,0.429,0.762,0.024,0.228,0.246,0.273,,,,0.28,0.404,0.101,68.0,102.0,93.0,0.234,-0.81,88.2,0.292,0.64,0.198,,,,,,,,,,,,,,,,,,
5,2024-08-09,746032,Walk,walk,False,681146,527048,Jonah Bride,Martín Pérez,0,2614c31c-c63e-4c17-a946-90fff85afe61,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,0.344,0.055,0.001,0.146,0.221,-7.02,0.39,-50.92,1.47,-2.37,91.5,83.4,90.9,82.8,78.1,0.306,0.519,0.352,0.429,0.762,0.024,0.228,0.246,0.273,,,,0.28,0.404,0.101,68.0,102.0,93.0,0.234,-0.81,88.2,0.292,0.64,0.198,,,,,,,,,,,,,,,,,,
6,2024-08-09,746032,Strikeout,strikeout,True,656537,527048,Derek Hill,Martín Pérez,0,6489d268-0035-465e-8ea5-c4aab28ebdc7,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,0.344,0.055,0.001,0.146,0.221,-7.02,0.39,-50.92,1.47,-2.37,91.5,83.4,90.9,82.8,78.1,0.306,0.519,0.352,0.429,0.762,0.024,0.228,0.246,0.273,,,,0.28,0.404,0.101,68.0,102.0,93.0,0.234,-0.81,88.2,0.292,0.64,0.198,,,,,,,,,,,,,,,,,,
7,2024-08-09,746032,Lineout,field_out,True,592518,665795,Manny Machado,Edward Cabrera,0,591c5a70-6503-46b9-9452-f0da20312f22,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.202,0.333,0.323,0.358,0.627,0.168,0.212,0.481,0.411,0.148,0.259,0.333,0.25,0.45,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-09,746032,Walk,walk,False,593428,665795,Xander Bogaerts,Edward Cabrera,0,b494ea5f-475b-4358-8a77-215c98b50333,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.202,0.333,0.323,0.358,0.627,0.168,0.212,0.481,0.411,0.148,0.259,0.333,0.25,0.45,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-09,746032,Forceout,force_out,True,701538,665795,Jackson Merrill,Edward Cabrera,1,19146fb4-69b4-469b-8c8b-d16f31c515a5,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.6,4.97,70.2,96.0,103.0,99.0,0.726,10.32,5.09,8.15,1.78,1.42,0.195,0.486,0.124,0.368,0.389,99.0,99.0,105.0,107.0,102.0,105.0,98.0,88.0,83.0,114.0,85.0,88.0,121.0,104.0,108.0,0.079,0.257,0.082,0.226,0.356,-2.86,-0.38,1.8,-0.16,0.39,96.1,92.8,96.4,88.9,84.6,0.202,0.333,0.323,0.358,0.627,0.168,0.212,0.481,0.411,0.148,0.259,0.333,0.25,0.45,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
