,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-03,744869,Strikeout,strikeout,True,665833,592866,Oneil Cruz,Trevor Williams,0,a16fe4a5-87dd-4f8d-a98c-bee5a3ba947b,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-03,744869,Lineout,field_out,True,668804,592866,Bryan Reynolds,Trevor Williams,0,9cb5abd0-774d-4727-b774-ecc646d40d35,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-03,744869,Groundout,field_out,True,663647,592866,Ke'Bryan Hayes,Trevor Williams,0,a4b809f5-e060-410b-bee9-81b9eb2fd4eb,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-03,744869,Pop Out,field_out,True,682928,656605,CJ Abrams,Mitch Keller,0,948d7771-098c-4fc3-973b-01aac14d0a9d,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.297,0.245,0.01,-0.08,0.17,-0.49,-11.3,94.6,90.2,93.7,85.0,0.277,0.42,0.249,0.75,1.25,0.0,0.311,0.533,0.247,0.243,0.369,0.107,114.0,98.0,106.0,96.0,98.0,97.0,0.132,0.093,0.01,0.77,90.6,78.5,0.23,0.475,0.197,0.217,0.391,0.333,,,,,,,,,
4,2024-04-03,744869,Strikeout,strikeout,True,657041,656605,Lane Thomas,Mitch Keller,0,1ac86314-6d3b-45ba-a72d-5065da532330,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.297,0.245,0.01,-0.08,0.17,-0.49,-11.3,94.6,90.2,93.7,85.0,0.277,0.42,0.249,0.75,1.25,0.0,0.311,0.533,0.247,0.243,0.369,0.107,114.0,98.0,106.0,96.0,98.0,97.0,0.132,0.093,0.01,0.77,90.6,78.5,0.23,0.475,0.197,0.217,0.391,0.333,,,,,,,,,
5,2024-04-03,744869,Groundout,field_out,True,608841,656605,Joey Meneses,Mitch Keller,0,e11b4f12-4f39-449c-823f-af7bce4f04cf,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.297,0.245,0.01,-0.08,0.17,-0.49,-11.3,94.6,90.2,93.7,85.0,0.277,0.42,0.249,0.75,1.25,0.0,0.311,0.533,0.247,0.243,0.369,0.107,114.0,98.0,106.0,96.0,98.0,97.0,0.132,0.093,0.01,0.77,90.6,78.5,0.23,0.475,0.197,0.217,0.391,0.333,,,,,,,,,
6,2024-04-03,744869,Double,double,False,669261,592866,Jack Suwinski,Trevor Williams,0,de99ddeb-71f3-473e-86eb-0fba29d52281,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-03,744869,Walk,walk,False,457705,592866,Andrew McCutchen,Trevor Williams,0,80cb8aa0-3f31-474e-9ad6-53d8700a5a8b,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-03,744869,Walk,walk,False,642133,592866,Rowdy Tellez,Trevor Williams,1,f1e7726f-39ab-452d-ae6a-d6aaca49765c,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-03,744869,Pop Out,field_out,True,680779,592866,Henry Davis,Trevor Williams,0,849eacdf-e952-4376-a972-5d7b21f76674,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,63.0,110.0,96.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.349,0.346,0.18,2.04,1.03,0.66,0.28,89.1,82.8,87.9,78.9,0.211,0.3,0.187,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,
