,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-10-16,775305,Groundout,field_out,True,660271,622663,Shohei Ohtani,Luis Severino,0,5eda0cc2-9e0b-4595-93ba-a911830971c7,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,0.075,0.15,1.05,1.24,0.26,-3.63,96.2,92.6,86.1,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.139,0.238,0.386,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-16,775305,Strikeout,strikeout,True,605141,622663,Mookie Betts,Luis Severino,0,f0cdafd7-8751-4395-b463-e4c58ec65bb4,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,0.075,0.15,1.05,1.24,0.26,-3.63,96.2,92.6,86.1,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.139,0.238,0.386,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-16,775305,Strikeout,strikeout,True,518692,622663,Freddie Freeman,Luis Severino,0,c7b17f80-380d-4df4-89ef-41f2ef556167,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,0.075,0.15,1.05,1.24,0.26,-3.63,96.2,92.6,86.1,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.139,0.238,0.386,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-16,775305,Flyout,field_out,True,596019,621111,Francisco Lindor,Walker Buehler,0,25d11351-2e8e-4c6a-8ab8-ccde36b2b710,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.052,-2.43,1.62,-0.74,-0.87,-5.9,95.0,91.2,90.0,94.8,82.9,0.342,0.696,0.169,0.291,0.327,0.115,0.121,0.303,0.294,0.238,0.397,0.215,0.455,0.773,0.088,1.0,2.5,0.25,100.0,98.0,105.0,0.192,-1.56,78.0,0.278,0.481,0.267,,,,,,,,,,,,,,,
4,2024-10-16,775305,Strikeout,strikeout,True,668901,621111,Mark Vientos,Walker Buehler,0,91458499-1e69-427e-8e25-d120df3ef307,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.052,-2.43,1.62,-0.74,-0.87,-5.9,95.0,91.2,90.0,94.8,82.9,0.342,0.696,0.169,0.291,0.327,0.115,0.121,0.303,0.294,0.238,0.397,0.215,0.455,0.773,0.088,1.0,2.5,0.25,100.0,98.0,105.0,0.192,-1.56,78.0,0.278,0.481,0.267,,,,,,,,,,,,,,,
5,2024-10-16,775305,Single,single,False,607043,621111,Brandon Nimmo,Walker Buehler,0,e7ead181-2303-4c7c-8030-df2658f0fa46,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.052,-2.43,1.62,-0.74,-0.87,-5.9,95.0,91.2,90.0,94.8,82.9,0.342,0.696,0.169,0.291,0.327,0.115,0.121,0.303,0.294,0.238,0.397,0.215,0.455,0.773,0.088,1.0,2.5,0.25,100.0,98.0,105.0,0.192,-1.56,78.0,0.278,0.481,0.267,,,,,,,,,,,,,,,
6,2024-10-16,775305,Strikeout,strikeout,True,624413,621111,Pete Alonso,Walker Buehler,0,a45fe658-6362-42ab-a385-3ca98bffda5f,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.052,-2.43,1.62,-0.74,-0.87,-5.9,95.0,91.2,90.0,94.8,82.9,0.342,0.696,0.169,0.291,0.327,0.115,0.121,0.303,0.294,0.238,0.397,0.215,0.455,0.773,0.088,1.0,2.5,0.25,100.0,98.0,105.0,0.192,-1.56,78.0,0.278,0.481,0.267,,,,,,,,,,,,,,,
7,2024-10-16,775305,Walk,walk,False,571970,622663,Max Muncy,Luis Severino,0,06f2a0be-2622-41fc-8540-8215fbe38d35,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,0.075,0.15,1.05,1.24,0.26,-3.63,96.2,92.6,86.1,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.139,0.238,0.386,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-10-16,775305,Fielders Choice,fielders_choice,False,606192,622663,Teoscar Hernández,Luis Severino,1,a9bf4161-cfe2-4f4a-80dc-01d1766a253b,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,0.075,0.15,1.05,1.24,0.26,-3.63,96.2,92.6,86.1,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.139,0.238,0.386,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-10-16,775305,Groundout,field_out,True,666158,622663,Gavin Lux,Luis Severino,1,30498725-bc5b-4795-86af-6be13df58815,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,0.075,0.15,1.05,1.24,0.26,-3.63,96.2,92.6,86.1,95.6,85.6,0.243,0.392,0.218,0.278,0.414,0.122,0.139,0.238,0.386,0.2,0.3,0.26,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,,,,,,,
