,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-03,746608,Double,double,False,596103,676282,Austin Slater,Joey Cantillo,0,f88f36d4-7375-4e65-92ff-82e9fd8b96e3,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,122.0,100.0,98.0,0.476,0.113,0.172,0.239,-4.26,2.04,1.51,-0.77,92.3,78.2,82.2,76.0,0.438,0.938,0.203,0.167,0.333,0.222,0.167,0.25,0.457,0.167,0.417,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-03,746608,Strikeout,strikeout,True,663624,676282,Ryan Mountcastle,Joey Cantillo,0,9d51ec82-f0ee-483b-b8f4-08783643edf6,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,122.0,100.0,98.0,0.476,0.113,0.172,0.239,-4.26,2.04,1.51,-0.77,92.3,78.2,82.2,76.0,0.438,0.938,0.203,0.167,0.333,0.222,0.167,0.25,0.457,0.167,0.417,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-03,746608,Pop Out,field_out,True,683002,676282,Gunnar Henderson,Joey Cantillo,0,e64f44a9-9acf-4228-b4dd-b62b88ff25bc,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,122.0,100.0,98.0,0.476,0.113,0.172,0.239,-4.26,2.04,1.51,-0.77,92.3,78.2,82.2,76.0,0.438,0.938,0.203,0.167,0.333,0.222,0.167,0.25,0.457,0.167,0.417,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-03,746608,Flyout,field_out,True,623993,676282,Anthony Santander,Joey Cantillo,0,84eb6be8-08d7-4820-829d-3b5adac2ca8d,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,122.0,100.0,98.0,0.476,0.113,0.172,0.239,-4.26,2.04,1.51,-0.77,92.3,78.2,82.2,76.0,0.438,0.938,0.203,0.167,0.333,0.222,0.167,0.25,0.457,0.167,0.417,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-03,746608,Field Error,field_error,False,680757,621107,Steven Kwan,Zach Eflin,0,f00290bc-2f82-48e3-8a90-e357651e15c5,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,86.0,100.0,100.0,109.0,115.0,110.0,61.0,106.0,95.0,120.0,107.0,111.0,0.103,0.092,0.185,0.044,-0.4,1.26,-1.79,-4.15,92.4,85.0,79.8,79.0,0.25,0.385,0.241,0.303,0.486,0.319,0.29,0.548,0.114,,,,90.0,109.0,105.0,87.0,105.0,97.0,0.305,0.271,1.45,0.63,87.9,91.7,0.267,0.378,0.139,0.224,0.358,0.217,0.2,0.45,0.213,,,,,,,,,
5,2024-08-03,746608,Groundout,field_out,True,682657,621107,Angel Martínez,Zach Eflin,1,c05d3c66-cfd2-4cc4-8ba2-918629078fa0,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,86.0,100.0,100.0,109.0,115.0,110.0,61.0,106.0,95.0,120.0,107.0,111.0,0.103,0.092,0.185,0.044,-0.4,1.26,-1.79,-4.15,92.4,85.0,79.8,79.0,0.25,0.385,0.241,0.303,0.486,0.319,0.29,0.548,0.114,,,,90.0,109.0,105.0,87.0,105.0,97.0,0.305,0.271,1.45,0.63,87.9,91.7,0.267,0.378,0.139,0.224,0.358,0.217,0.2,0.45,0.213,,,,,,,,,
6,2024-08-03,746608,Pop Out,field_out,True,608070,621107,José Ramírez,Zach Eflin,0,525a7e6c-aeb1-4a64-b532-b765a39bc29f,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,86.0,100.0,100.0,109.0,115.0,110.0,61.0,106.0,95.0,120.0,107.0,111.0,0.103,0.092,0.185,0.044,-0.4,1.26,-1.79,-4.15,92.4,85.0,79.8,79.0,0.25,0.385,0.241,0.303,0.486,0.319,0.29,0.548,0.114,,,,90.0,109.0,105.0,87.0,105.0,97.0,0.305,0.271,1.45,0.63,87.9,91.7,0.267,0.378,0.139,0.224,0.358,0.217,0.2,0.45,0.213,,,,,,,,,
7,2024-08-03,746608,Groundout,field_out,True,647304,621107,Josh Naylor,Zach Eflin,0,f0562a65-34f9-45b9-9ebc-13acebccf6c9,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,86.0,100.0,100.0,109.0,115.0,110.0,61.0,106.0,95.0,120.0,107.0,111.0,0.103,0.092,0.185,0.044,-0.4,1.26,-1.79,-4.15,92.4,85.0,79.8,79.0,0.25,0.385,0.241,0.303,0.486,0.319,0.29,0.548,0.114,,,,90.0,109.0,105.0,87.0,105.0,97.0,0.305,0.271,1.45,0.63,87.9,91.7,0.267,0.378,0.139,0.224,0.358,0.217,0.2,0.45,0.213,,,,,,,,,
8,2024-08-03,746608,Strikeout,strikeout,True,650391,676282,Eloy Jiménez,Joey Cantillo,0,1d226b51-04e4-4f8b-99fd-05b3a02d4c67,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,122.0,100.0,98.0,0.476,0.113,0.172,0.239,-4.26,2.04,1.51,-0.77,92.3,78.2,82.2,76.0,0.438,0.938,0.203,0.167,0.333,0.222,0.167,0.25,0.457,0.167,0.417,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-03,746608,Lineout,field_out,True,691723,676282,Coby Mayo,Joey Cantillo,0,4ecda7fb-fe70-419c-bd43-609dbea1c141,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,91.0,110.0,98.0,99.0,92.0,89.0,122.0,100.0,98.0,0.476,0.113,0.172,0.239,-4.26,2.04,1.51,-0.77,92.3,78.2,82.2,76.0,0.438,0.938,0.203,0.167,0.333,0.222,0.167,0.25,0.457,0.167,0.417,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
