,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-24,745634,Single,single,False,514888,676664,Jose Altuve,JP Sears,0,769e87a1-a6a4-48fb-b0ab-7a7162843eaa,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.81,4.64,112.1,99.0,98.0,96.0,0.802,6.65,2.56,9.05,1.36,0.83,0.236,0.424,0.154,0.354,0.457,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,118.0,101.0,106.0,0.117,0.322,0.384,0.177,-1.88,0.56,-0.01,0.13,92.2,84.3,90.1,78.9,0.256,0.541,0.246,0.242,0.636,0.25,0.313,0.41,0.213,0.302,0.434,0.12,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-24,745634,Single,single,False,608324,676664,Alex Bregman,JP Sears,1,b4adafde-c474-46f4-be69-222478dd8230,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.81,4.64,112.1,99.0,98.0,96.0,0.802,6.65,2.56,9.05,1.36,0.83,0.236,0.424,0.154,0.354,0.457,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,118.0,101.0,106.0,0.117,0.322,0.384,0.177,-1.88,0.56,-0.01,0.13,92.2,84.3,90.1,78.9,0.256,0.541,0.246,0.242,0.636,0.25,0.313,0.41,0.213,0.302,0.434,0.12,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-24,745634,Forceout,force_out,True,670541,676664,Yordan Alvarez,JP Sears,1,514ef552-4a68-476e-9ba2-83f9bc0b4f20,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.81,4.64,112.1,99.0,98.0,96.0,0.802,6.65,2.56,9.05,1.36,0.83,0.236,0.424,0.154,0.354,0.457,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,118.0,101.0,106.0,0.117,0.322,0.384,0.177,-1.88,0.56,-0.01,0.13,92.2,84.3,90.1,78.9,0.256,0.541,0.246,0.242,0.636,0.25,0.313,0.41,0.213,0.302,0.434,0.12,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-24,745634,Sac Fly,sac_fly,True,673237,676664,Yainer Diaz,JP Sears,1,504caa29-9610-4813-8df0-2cbc6e99e052,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.81,4.64,112.1,99.0,98.0,96.0,0.802,6.65,2.56,9.05,1.36,0.83,0.236,0.424,0.154,0.354,0.457,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,118.0,101.0,106.0,0.117,0.322,0.384,0.177,-1.88,0.56,-0.01,0.13,92.2,84.3,90.1,78.9,0.256,0.541,0.246,0.242,0.636,0.25,0.313,0.41,0.213,0.302,0.434,0.12,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-24,745634,Hit By Pitch,hit_by_pitch,False,665161,676664,Jeremy Peña,JP Sears,1,eab31d44-985c-466e-a1b4-b2d9953f1d5b,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.81,4.64,112.1,99.0,98.0,96.0,0.802,6.65,2.56,9.05,1.36,0.83,0.236,0.424,0.154,0.354,0.457,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,118.0,101.0,106.0,0.117,0.322,0.384,0.177,-1.88,0.56,-0.01,0.13,92.2,84.3,90.1,78.9,0.256,0.541,0.246,0.242,0.636,0.25,0.313,0.41,0.213,0.302,0.434,0.12,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-24,745634,Forceout,force_out,True,676694,676664,Jake Meyers,JP Sears,1,3e2a6abf-247f-4b0e-b50e-ee83a7db1a45,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.81,4.64,112.1,99.0,98.0,96.0,0.802,6.65,2.56,9.05,1.36,0.83,0.236,0.424,0.154,0.354,0.457,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,118.0,101.0,106.0,0.117,0.322,0.384,0.177,-1.88,0.56,-0.01,0.13,92.2,84.3,90.1,78.9,0.256,0.541,0.246,0.242,0.636,0.25,0.313,0.41,0.213,0.302,0.434,0.12,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-24,745634,Double,double,False,671732,686613,Lawrence Butler,Hunter Brown,0,8aa706a1-b224-43e9-8020-9372cb7d625b,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.0,3.46,110.1,101.0,104.0,102.0,0.769,9.63,3.43,8.89,1.14,1.51,0.313,0.326,0.208,0.251,0.428,88.0,102.0,105.0,106.0,101.0,100.0,90.0,101.0,98.0,114.0,104.0,106.0,0.139,0.371,0.07,0.134,-0.66,0.56,1.91,1.49,95.8,88.5,95.5,89.1,0.28,0.484,0.289,0.214,0.214,0.246,0.196,0.255,0.349,0.279,0.328,0.185,131.0,99.0,106.0,95.0,107.0,105.0,0.162,0.124,-0.1,-1.88,92.3,82.4,0.234,0.364,0.204,0.28,0.5,0.289,,,,,,
7,2024-07-24,745634,Double,double,False,609280,686613,Miguel Andujar,Hunter Brown,1,036406df-2121-45f1-bb89-81f8539a0721,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.0,3.46,110.1,101.0,104.0,102.0,0.769,9.63,3.43,8.89,1.14,1.51,0.313,0.326,0.208,0.251,0.428,88.0,102.0,105.0,106.0,101.0,100.0,90.0,101.0,98.0,114.0,104.0,106.0,0.139,0.371,0.07,0.134,-0.66,0.56,1.91,1.49,95.8,88.5,95.5,89.1,0.28,0.484,0.289,0.214,0.214,0.246,0.196,0.255,0.349,0.279,0.328,0.185,131.0,99.0,106.0,95.0,107.0,105.0,0.162,0.124,-0.1,-1.88,92.3,82.4,0.234,0.364,0.204,0.28,0.5,0.289,,,,,,
8,2024-07-24,745634,Groundout,field_out,True,668709,686613,JJ Bleday,Hunter Brown,1,2f8771ad-c3a8-4939-b31d-c122311dee90,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.0,3.46,110.1,101.0,104.0,102.0,0.769,9.63,3.43,8.89,1.14,1.51,0.313,0.326,0.208,0.251,0.428,88.0,102.0,105.0,106.0,101.0,100.0,90.0,101.0,98.0,114.0,104.0,106.0,0.139,0.371,0.07,0.134,-0.66,0.56,1.91,1.49,95.8,88.5,95.5,89.1,0.28,0.484,0.289,0.214,0.214,0.246,0.196,0.255,0.349,0.279,0.328,0.185,131.0,99.0,106.0,95.0,107.0,105.0,0.162,0.124,-0.1,-1.88,92.3,82.4,0.234,0.364,0.204,0.28,0.5,0.289,,,,,,
9,2024-07-24,745634,Fielders Choice Out,fielders_choice_out,True,667670,686613,Brent Rooker,Hunter Brown,1,bb9798df-1346-4d0b-af76-4f0bee5164ba,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.0,3.46,110.1,101.0,104.0,102.0,0.769,9.63,3.43,8.89,1.14,1.51,0.313,0.326,0.208,0.251,0.428,88.0,102.0,105.0,106.0,101.0,100.0,90.0,101.0,98.0,114.0,104.0,106.0,0.139,0.371,0.07,0.134,-0.66,0.56,1.91,1.49,95.8,88.5,95.5,89.1,0.28,0.484,0.289,0.214,0.214,0.246,0.196,0.255,0.349,0.279,0.328,0.185,131.0,99.0,106.0,95.0,107.0,105.0,0.162,0.124,-0.1,-1.88,92.3,82.4,0.234,0.364,0.204,0.28,0.5,0.289,,,,,,
