,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-05,745007,Groundout,field_out,True,663837,570632,Matt Vierling,José Ureña,0,517fa6d6-aa21-4581-a6d8-3e0c232cad24,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.234,0.298,0.101,0.226,0.333,0.363,0.238,0.548,0.336,0.429,1.0,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-05,745007,Strikeout,strikeout,True,682985,570632,Riley Greene,José Ureña,0,f8987ac7-ff8b-4835-b3bd-7e5bfed35dc9,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.234,0.298,0.101,0.226,0.333,0.363,0.238,0.548,0.336,0.429,1.0,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-05,745007,Flyout,field_out,True,592192,570632,Mark Canha,José Ureña,0,7190928e-17f2-4ddd-874b-533c2eaab061,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.234,0.298,0.101,0.226,0.333,0.363,0.238,0.548,0.336,0.429,1.0,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-05,745007,Lineout,field_out,True,543760,666214,Marcus Semien,Joey Wentz,0,f1b83ec6-9654-4250-bd6a-eac56e0a154e,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.196,-1.7,,-2.43,-1.05,94.0,85.8,,80.4,,,,,,,0.29,0.387,0.409,0.345,0.5,0.186,94.0,110.0,105.0,88.0,99.0,95.0,0.299,0.131,-0.74,1.03,86.1,79.4,0.231,0.423,0.336,0.211,0.211,0.289,,,,,,,,,,,,,,,
4,2024-06-05,745007,Groundout,field_out,True,608369,666214,Corey Seager,Joey Wentz,0,18528fc1-7656-4772-bc4a-6ac1e8608984,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.196,-1.7,,-2.43,-1.05,94.0,85.8,,80.4,,,,,,,0.29,0.387,0.409,0.345,0.5,0.186,94.0,110.0,105.0,88.0,99.0,95.0,0.299,0.131,-0.74,1.03,86.1,79.4,0.231,0.423,0.336,0.211,0.211,0.289,,,,,,,,,,,,,,,
5,2024-06-05,745007,Walk,walk,False,669701,666214,Josh Smith,Joey Wentz,0,9a38cc84-bb4b-490d-bb8f-f572a8df6b43,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.196,-1.7,,-2.43,-1.05,94.0,85.8,,80.4,,,,,,,0.29,0.387,0.409,0.345,0.5,0.186,94.0,110.0,105.0,88.0,99.0,95.0,0.299,0.131,-0.74,1.03,86.1,79.4,0.231,0.423,0.336,0.211,0.211,0.289,,,,,,,,,,,,,,,
6,2024-06-05,745007,Walk,walk,False,666969,666214,Adolis García,Joey Wentz,1,ef645cd7-33ec-489c-9842-03ecf8edd57e,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.196,-1.7,,-2.43,-1.05,94.0,85.8,,80.4,,,,,,,0.29,0.387,0.409,0.345,0.5,0.186,94.0,110.0,105.0,88.0,99.0,95.0,0.299,0.131,-0.74,1.03,86.1,79.4,0.231,0.423,0.336,0.211,0.211,0.289,,,,,,,,,,,,,,,
7,2024-06-05,745007,Walk,walk,False,663993,666214,Nathaniel Lowe,Joey Wentz,1,ed694db4-3928-4ed6-b9c5-5a7de4ba80f3,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.196,-1.7,,-2.43,-1.05,94.0,85.8,,80.4,,,,,,,0.29,0.387,0.409,0.345,0.5,0.186,94.0,110.0,105.0,88.0,99.0,95.0,0.299,0.131,-0.74,1.03,86.1,79.4,0.231,0.423,0.336,0.211,0.211,0.289,,,,,,,,,,,,,,,
8,2024-06-05,745007,Strikeout,strikeout,True,694671,666214,Wyatt Langford,Joey Wentz,0,f9ea73d3-7f19-4b0a-a6c5-53c723a5cbb5,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.196,-1.7,,-2.43,-1.05,94.0,85.8,,80.4,,,,,,,0.29,0.387,0.409,0.345,0.5,0.186,94.0,110.0,105.0,88.0,99.0,95.0,0.299,0.131,-0.74,1.03,86.1,79.4,0.231,0.423,0.336,0.211,0.211,0.289,,,,,,,,,,,,,,,
9,2024-06-05,745007,Groundout,field_out,True,570482,570632,Gio Urshela,José Ureña,0,026e91b0-9a2b-456a-86e4-e35b0a6524e9,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.234,0.298,0.101,0.226,0.333,0.363,0.238,0.548,0.336,0.429,1.0,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
