,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-25,747188,Single,single,False,650489,694297,Willi Castro,Brandon Pfaadt,0,c54264ed-0909-454f-a261-7470b47ecb5b,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,
1,2024-06-25,747188,Grounded Into DP,grounded_into_double_play,True,663616,694297,Trevor Larnach,Brandon Pfaadt,1,6859daab-38e6-4189-b21a-2b4deb1f32ce,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,
2,2024-06-25,747188,Groundout,field_out,True,668904,694297,Royce Lewis,Brandon Pfaadt,0,feb74214-fd3d-417e-bb76-47226916dd9b,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,
3,2024-06-25,747188,Single,single,False,682998,657746,Corbin Carroll,Joe Ryan,0,65451747-757a-4965-8d46-7751508dae27,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.229,0.235,,,1.28,0.01,-1.2,0.03,,,94.1,88.6,,93.2,83.6,,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,0.211,0.413,0.26,103.0,104.0,95.0,,,,,,,,,
4,2024-06-25,747188,Home Run,home_run,False,606466,657746,Ketel Marte,Joe Ryan,1,ccc5d35e-dcd8-44f2-bc5f-1ea782afbc0b,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.229,0.235,,,1.28,0.01,-1.2,0.03,,,94.1,88.6,,93.2,83.6,,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,0.211,0.413,0.26,103.0,104.0,95.0,,,,,,,,,
5,2024-06-25,747188,Groundout,field_out,True,592626,657746,Joc Pederson,Joe Ryan,0,aed2741b-2dca-4528-93a3-a59cd1ea7a8e,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.229,0.235,,,1.28,0.01,-1.2,0.03,,,94.1,88.6,,93.2,83.6,,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,0.211,0.413,0.26,103.0,104.0,95.0,,,,,,,,,
6,2024-06-25,747188,Strikeout,strikeout,True,572233,657746,Christian Walker,Joe Ryan,0,dd5e1c6b-169d-42e1-8df0-e80a08ba5403,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.229,0.235,,,1.28,0.01,-1.2,0.03,,,94.1,88.6,,93.2,83.6,,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,0.211,0.413,0.26,103.0,104.0,95.0,,,,,,,,,
7,2024-06-25,747188,Strikeout,strikeout,True,666971,657746,Lourdes Gurriel Jr.,Joe Ryan,0,7361bea1-666b-4062-9051-ddb06910bc87,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.485,0.229,0.235,,,1.28,0.01,-1.2,0.03,,,94.1,88.6,,93.2,83.6,,0.198,0.381,0.275,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,0.211,0.413,0.26,103.0,104.0,95.0,,,,,,,,,
8,2024-06-25,747188,Lineout,field_out,True,596146,694297,Max Kepler,Brandon Pfaadt,0,4fda833f-b704-4194-ad50-55935170e216,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,
9,2024-06-25,747188,Groundout,field_out,True,621043,694297,Carlos Correa,Brandon Pfaadt,0,acf0dee6-2a9d-4850-a6e9-562172b82b65,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,
