,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,wFA/C,wSL/C,wKC/C,vFA,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2024-08-09,745308,Pop Out,field_out,True,628451,592662,Andy Ibáñez,Robbie Ray,0,322d78cd-18b9-4972-9b4f-e59711eb6b8f,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.78,30.2,95.0,103.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,96.0,98.0,97.0,100.0,91.0,91.0,133.0,95.0,100.0,0.528,0.322,0.15,0.48,0.19,-2.63,94.1,88.4,83.5,0.167,0.367,0.264,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-09,745308,Strikeout,strikeout,True,669234,592662,Justyn-Henry Malloy,Robbie Ray,0,f8afa32f-38f0-4be9-913b-c327acd12a25,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.78,30.2,95.0,103.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,96.0,98.0,97.0,100.0,91.0,91.0,133.0,95.0,100.0,0.528,0.322,0.15,0.48,0.19,-2.63,94.1,88.4,83.5,0.167,0.367,0.264,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-09,745308,Single,single,False,690993,592662,Colt Keith,Robbie Ray,0,e46847d5-30f1-4777-b260-f562ef652045,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.78,30.2,95.0,103.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,96.0,98.0,97.0,100.0,91.0,91.0,133.0,95.0,100.0,0.528,0.322,0.15,0.48,0.19,-2.63,94.1,88.4,83.5,0.167,0.367,0.264,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-09,745308,Strikeout,strikeout,True,668670,592662,Jake Rogers,Robbie Ray,1,60456d11-89e4-4a8d-a33f-efd5677a1f2f,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.78,30.2,95.0,103.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,96.0,98.0,97.0,100.0,91.0,91.0,133.0,95.0,100.0,0.528,0.322,0.15,0.48,0.19,-2.63,94.1,88.4,83.5,0.167,0.367,0.264,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-09,745308,Strikeout,strikeout,True,664774,689225,LaMonte Wade Jr.,Beau Brieske,0,7e3dffad-ee9e-4307-ba56-de9902f125fb,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,115.0,101.0,100.0,124.0,96.0,102.0,,,,0.369,0.197,,0.67,-1.81,,95.9,86.1,,0.254,0.317,0.204,0.269,0.615,0.258,,,,101.0,108.0,112.0,86.0,106.0,98.0,0.17,0.264,1.62,0.06,88.4,95.5,0.242,0.403,0.324,0.262,0.333,0.149,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-09,745308,Strikeout,strikeout,True,666149,689225,Tyler Fitzgerald,Beau Brieske,0,de064324-fe0c-410c-9391-2c7e2cf63b78,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,115.0,101.0,100.0,124.0,96.0,102.0,,,,0.369,0.197,,0.67,-1.81,,95.9,86.1,,0.254,0.317,0.204,0.269,0.615,0.258,,,,101.0,108.0,112.0,86.0,106.0,98.0,0.17,0.264,1.62,0.06,88.4,95.5,0.242,0.403,0.324,0.262,0.333,0.149,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-09,745308,Walk,walk,False,671218,689225,Heliot Ramos,Beau Brieske,0,56a0a28f-924e-406a-ad72-3e2c03a1ea61,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,115.0,101.0,100.0,124.0,96.0,102.0,,,,0.369,0.197,,0.67,-1.81,,95.9,86.1,,0.254,0.317,0.204,0.269,0.615,0.258,,,,101.0,108.0,112.0,86.0,106.0,98.0,0.17,0.264,1.62,0.06,88.4,95.5,0.242,0.403,0.324,0.262,0.333,0.149,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-09,745308,Flyout,field_out,True,624424,689225,Michael Conforto,Beau Brieske,0,1ad6b1df-5a29-4057-aaf7-b8c8dea3e72b,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,115.0,101.0,100.0,124.0,96.0,102.0,,,,0.369,0.197,,0.67,-1.81,,95.9,86.1,,0.254,0.317,0.204,0.269,0.615,0.258,,,,101.0,108.0,112.0,86.0,106.0,98.0,0.17,0.264,1.62,0.06,88.4,95.5,0.242,0.403,0.324,0.262,0.333,0.149,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-09,745308,Double,double,False,570482,592662,Gio Urshela,Robbie Ray,0,c3f37896-eb61-4524-a43f-651bcadf1a9e,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.78,30.2,95.0,103.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,96.0,98.0,97.0,100.0,91.0,91.0,133.0,95.0,100.0,0.528,0.322,0.15,0.48,0.19,-2.63,94.1,88.4,83.5,0.167,0.367,0.264,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-09,745308,Walk,walk,False,672761,592662,Wenceel Pérez,Robbie Ray,1,669a8767-d212-45b5-81dd-7535c1f59963,592662.0,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.78,30.2,95.0,103.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,96.0,98.0,97.0,100.0,91.0,91.0,133.0,95.0,100.0,0.528,0.322,0.15,0.48,0.19,-2.63,94.1,88.4,83.5,0.167,0.367,0.264,0.148,0.222,0.458,0.316,0.684,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
