,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-26,745498,Double,double,False,660670,527048,Ronald Acuña Jr.,Martín Pérez,0,313a7a38-ae70-40f2-880d-1b69473ab29a,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
1,2024-05-26,745498,Lineout,field_out,True,645277,527048,Ozzie Albies,Martín Pérez,0,75629517-c5b6-4833-8acb-420070d66940,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
2,2024-05-26,745498,Walk,walk,False,542303,527048,Marcell Ozuna,Martín Pérez,1,b60aa357-b595-4334-ac08-b9f0162a7167,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
3,2024-05-26,745498,Lineout,field_out,True,621566,527048,Matt Olson,Martín Pérez,0,a7a51996-e776-41fa-a677-8103408c8736,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
4,2024-05-26,745498,Strikeout,strikeout,True,457705,519242,Andrew McCutchen,Chris Sale,0,97a52e06-30f8-4be1-b46a-9c3278ceff0d,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,,,,0.082,0.379,,,0.147,-0.27,,-0.89,,4.04,94.9,,87.2,94.1,,0.324,0.471,0.153,0.116,0.145,0.231,,,,,,,0.27,0.475,0.241,122.0,100.0,105.0,0.392,2.27,78.7,0.165,0.233,0.419,,,,,,,,,
5,2024-05-26,745498,Groundout,field_out,True,668804,519242,Bryan Reynolds,Chris Sale,0,1bf0da89-7357-434b-8f95-2b22a2fa704e,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,,,,0.082,0.379,,,0.147,-0.27,,-0.89,,4.04,94.9,,87.2,94.1,,0.324,0.471,0.153,0.116,0.145,0.231,,,,,,,0.27,0.475,0.241,122.0,100.0,105.0,0.392,2.27,78.7,0.165,0.233,0.419,,,,,,,,,
6,2024-05-26,745498,Walk,walk,False,656582,519242,Connor Joe,Chris Sale,0,577a84c0-1ae6-4581-b80d-9096096e0bb8,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,,,,0.082,0.379,,,0.147,-0.27,,-0.89,,4.04,94.9,,87.2,94.1,,0.324,0.471,0.153,0.116,0.145,0.231,,,,,,,0.27,0.475,0.241,122.0,100.0,105.0,0.392,2.27,78.7,0.165,0.233,0.419,,,,,,,,,
7,2024-05-26,745498,Groundout,field_out,True,693304,519242,Nick Gonzales,Chris Sale,0,478a511a-8fdc-46fb-b7f5-54f82ceec82a,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,,,,0.082,0.379,,,0.147,-0.27,,-0.89,,4.04,94.9,,87.2,94.1,,0.324,0.471,0.153,0.116,0.145,0.231,,,,,,,0.27,0.475,0.241,122.0,100.0,105.0,0.392,2.27,78.7,0.165,0.233,0.419,,,,,,,,,
8,2024-05-26,745498,Groundout,field_out,True,518595,527048,Travis d'Arnaud,Martín Pérez,0,09814361-c229-4ee8-b926-ca0e895a76fa,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
9,2024-05-26,745498,Flyout,field_out,True,594807,527048,Adam Duvall,Martín Pérez,0,2d0ec926-6a3a-42eb-ad12-f57c84a2d7cf,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
