,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-29,745201,Flyout,field_out,True,668709,669302,JJ Bleday,Logan Gilbert,0,bb2c6bd0-a613-4c63-a086-bb767ef56cdf,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.21,0.375,0.368,0.204,0.383,0.193,0.101,0.162,0.506,0.247,0.483,0.272,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,
1,2024-09-29,745201,Strikeout,strikeout,True,667670,669302,Brent Rooker,Logan Gilbert,0,ef69ea7a-f024-473b-bbbb-ea83559a6396,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.21,0.375,0.368,0.204,0.383,0.193,0.101,0.162,0.506,0.247,0.483,0.272,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,
2,2024-09-29,745201,Strikeout,strikeout,True,691016,669302,Tyler Soderstrom,Logan Gilbert,0,f6ca5e05-d3a8-4dfe-9e49-a2f21eee4983,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.21,0.375,0.368,0.204,0.383,0.193,0.101,0.162,0.506,0.247,0.483,0.272,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,
3,2024-09-29,745201,Groundout,field_out,True,645302,687765,Victor Robles,Mitch Spence,0,f95b66e3-954b-475c-8ca7-1f38f7ce2317,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,,,,0.146,,0.396,,0.326,0.121,,-0.41,,-1.41,0.01,-0.82,,90.7,,91.9,84.3,80.4,0.278,0.493,0.274,,,,,,,0.278,0.472,0.176,0.196,0.351,0.31,0.338,0.403,0.16,74.0,86.0,83.0,0.011,-7.88,88.4,0.571,0.857,0.0,,,
4,2024-09-29,745201,Groundout,field_out,True,677594,687765,Julio Rodríguez,Mitch Spence,0,68c6b636-7afa-4d22-8735-ac9457dc65c1,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,,,,0.146,,0.396,,0.326,0.121,,-0.41,,-1.41,0.01,-0.82,,90.7,,91.9,84.3,80.4,0.278,0.493,0.274,,,,,,,0.278,0.472,0.176,0.196,0.351,0.31,0.338,0.403,0.16,74.0,86.0,83.0,0.011,-7.88,88.4,0.571,0.857,0.0,,,
5,2024-09-29,745201,Flyout,field_out,True,663728,687765,Cal Raleigh,Mitch Spence,0,4991041d-00dc-43ca-9a80-50a948f7ac43,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,,,,0.146,,0.396,,0.326,0.121,,-0.41,,-1.41,0.01,-0.82,,90.7,,91.9,84.3,80.4,0.278,0.493,0.274,,,,,,,0.278,0.472,0.176,0.196,0.351,0.31,0.338,0.403,0.16,74.0,86.0,83.0,0.011,-7.88,88.4,0.571,0.857,0.0,,,
6,2024-09-29,745201,Strikeout,strikeout,True,664913,669302,Seth Brown,Logan Gilbert,0,21f9c2ec-8d2c-4715-bd7f-bae073ef38c5,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.21,0.375,0.368,0.204,0.383,0.193,0.101,0.162,0.506,0.247,0.483,0.272,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,
7,2024-09-29,745201,Flyout,field_out,True,680869,669302,Zack Gelof,Logan Gilbert,0,cd9a5938-8c3e-4a5c-b061-ae760cf61842,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.21,0.375,0.368,0.204,0.383,0.193,0.101,0.162,0.506,0.247,0.483,0.272,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,
8,2024-09-29,745201,Strikeout,strikeout,True,663527,669302,Tyler Nevin,Logan Gilbert,0,d4c80d74-d630-43cc-9225-8c7394be29ef,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.21,0.375,0.368,0.204,0.383,0.193,0.101,0.162,0.506,0.247,0.483,0.272,0.181,0.301,0.354,0.286,0.286,0.05,,,,,,,,,,,,
9,2024-09-29,745201,Strikeout,strikeout,True,668227,687765,Randy Arozarena,Mitch Spence,0,e15a2474-fc26-46f5-a728-42f2207f2be7,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.11,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,,,,0.146,,0.396,,0.326,0.121,,-0.41,,-1.41,0.01,-0.82,,90.7,,91.9,84.3,80.4,0.278,0.493,0.274,,,,,,,0.278,0.472,0.176,0.196,0.351,0.31,0.338,0.403,0.16,74.0,86.0,83.0,0.011,-7.88,88.4,0.571,0.857,0.0,,,
