,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-04-15,746488,Strikeout,strikeout,True,677649,681857,Ezequiel Duran,Reese Olson,0,68af274c-0c61-4160-9578-7c3878bb032f,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-15,746488,Single,single,False,641680,681857,Jonah Heim,Reese Olson,1,ec8b3801-0493-4b68-8e7c-b199da5320e3,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-15,746488,Strikeout,strikeout,True,665120,681857,Jared Walsh,Reese Olson,1,fa034cc9-922b-4c57-8a47-205099332adc,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-15,746488,Groundout,field_out,True,690993,547179,Colt Keith,Michael Lorenzen,0,e3fa2d0d-aa5d-40eb-bf0f-8f8f2b5a5fdc,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
14,2024-04-15,746488,Groundout,field_out,True,570482,547179,Gio Urshela,Michael Lorenzen,0,1b520256-c64d-4b27-b26f-b2b0cfe6e366,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
15,2024-04-15,746488,Groundout,field_out,True,595879,547179,Javier Báez,Michael Lorenzen,0,5cb76bac-7a4a-4676-831b-e11ecf41f03a,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
16,2024-04-15,746488,Strikeout,strikeout,True,665750,681857,Leody Taveras,Reese Olson,0,e27e278d-3a03-40de-9a24-9167b38ac503,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-15,746488,Single,single,False,543760,681857,Marcus Semien,Reese Olson,0,33bc15bf-e82f-47e9-a921-7a31e7c9190d,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-15,746488,Forceout,force_out,True,608671,681857,Travis Jankowski,Reese Olson,1,7cc472b9-27cf-41e1-8ef4-69c9573841db,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-15,746488,Groundout,field_out,True,694497,681857,Evan Carter,Reese Olson,0,122122d3-d7a5-4cff-986d-da11f42d4be5,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-15,746488,Flyout,field_out,True,608348,547179,Carson Kelly,Michael Lorenzen,0,c5b6ced6-bc5d-461c-b1f4-bc88ff7c8bc5,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
21,2024-04-15,746488,Walk,walk,False,682985,547179,Riley Greene,Michael Lorenzen,0,2a17ec94-bd9e-464b-8506-769c46af5cb3,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
22,2024-04-15,746488,Grounded Into DP,grounded_into_double_play,True,592192,547179,Mark Canha,Michael Lorenzen,1,0cc3a917-1621-475f-a51c-56c83f6ec5e6,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
23,2024-04-15,746488,Groundout,field_out,True,666969,681857,Adolis García,Reese Olson,0,fc2cc96b-15a1-4c2f-82b7-a4c946b3b79a,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-04-15,746488,Strikeout,strikeout,True,669701,681857,Josh Smith,Reese Olson,0,f0d9f9d6-895a-4faa-a495-1e6e700bfec1,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-15,746488,Groundout,field_out,True,677649,681857,Ezequiel Duran,Reese Olson,0,b2539c74-3900-4416-8ed3-914536f83c8e,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-15,746488,Walk,walk,False,679529,547179,Spencer Torkelson,Michael Lorenzen,0,e577e6bf-00e9-4376-8acc-f9633e007340,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
27,2024-04-15,746488,Walk,walk,False,681481,547179,Kerry Carpenter,Michael Lorenzen,1,f472299e-ea9c-4b8c-8416-987dfb56e48a,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
28,2024-04-15,746488,Grounded Into DP,grounded_into_double_play,True,663837,547179,Matt Vierling,Michael Lorenzen,1,ef7d8d7c-4723-4c5e-9bdb-c4d23386c858,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
29,2024-04-15,746488,Strikeout,strikeout,True,690993,547179,Colt Keith,Michael Lorenzen,0,1ae02895-0a09-4c02-99ff-cad3f9cefa63,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.302,0.465,0.055,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,94.0,94.0,93.0,0.111,1.38,90.2,0.175,0.425,0.241,,,,,,,,,,,,,,,
30,2024-04-15,746488,Double,double,False,641680,681857,Jonah Heim,Reese Olson,0,dab50455-677d-4504-8bda-52a271a11913,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-04-15,746488,Walk,walk,False,665120,681857,Jared Walsh,Reese Olson,0,a2d223d3-5787-469c-aa37-cbc2ac7a8f1a,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,0.2,0.239,0.278,0.059,0.225,-0.34,1.57,1.72,-2.03,0.11,94.1,86.4,94.2,84.8,79.1,0.287,0.415,0.101,0.271,0.375,0.086,0.153,0.212,0.429,0.221,0.349,0.436,0.263,0.526,0.282,,,,,,,,,,,,,,,,,,,,,,,,
