,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-20,746824,Flyout,field_out,True,682928,592791,CJ Abrams,Jameson Taillon,0,9e833fe9-3f8a-41f7-84dd-a9ef3242e951,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.41,3.89,158.1,107.0,86.0,102.0,0.819,6.99,1.76,8.53,1.19,0.98,0.225,0.441,0.14,0.332,0.466,77.0,101.0,96.0,103.0,111.0,113.0,66.0,106.0,95.0,74.0,103.0,92.0,106.0,116.0,120.0,92.0,104.0,99.0,0.109,0.294,0.248,0.156,0.15,0.043,-0.39,2.01,1.42,0.74,-1.07,-2.79,92.3,86.5,86.0,92.6,80.5,79.6,0.289,0.503,0.154,0.262,0.324,0.19,0.184,0.298,0.321,0.235,0.429,0.233,0.21,0.29,0.089,0.281,0.594,0.151,,,,,,,,,
1,2024-09-20,746824,Lineout,field_out,True,686611,592791,Dylan Crews,Jameson Taillon,0,9b644986-5653-450f-a3be-cf38cd95a848,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.41,3.89,158.1,107.0,86.0,102.0,0.819,6.99,1.76,8.53,1.19,0.98,0.225,0.441,0.14,0.332,0.466,77.0,101.0,96.0,103.0,111.0,113.0,66.0,106.0,95.0,74.0,103.0,92.0,106.0,116.0,120.0,92.0,104.0,99.0,0.109,0.294,0.248,0.156,0.15,0.043,-0.39,2.01,1.42,0.74,-1.07,-2.79,92.3,86.5,86.0,92.6,80.5,79.6,0.289,0.503,0.154,0.262,0.324,0.19,0.184,0.298,0.321,0.235,0.429,0.233,0.21,0.29,0.089,0.281,0.594,0.151,,,,,,,,,
2,2024-09-20,746824,Walk,walk,False,695578,592791,James Wood,Jameson Taillon,0,200a2fe4-88d6-4bc4-973a-a63b26db3d9f,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.41,3.89,158.1,107.0,86.0,102.0,0.819,6.99,1.76,8.53,1.19,0.98,0.225,0.441,0.14,0.332,0.466,77.0,101.0,96.0,103.0,111.0,113.0,66.0,106.0,95.0,74.0,103.0,92.0,106.0,116.0,120.0,92.0,104.0,99.0,0.109,0.294,0.248,0.156,0.15,0.043,-0.39,2.01,1.42,0.74,-1.07,-2.79,92.3,86.5,86.0,92.6,80.5,79.6,0.289,0.503,0.154,0.262,0.324,0.19,0.184,0.298,0.321,0.235,0.429,0.233,0.21,0.29,0.089,0.281,0.594,0.151,,,,,,,,,
3,2024-09-20,746824,Strikeout,strikeout,True,665953,592791,Andrés Chaparro,Jameson Taillon,0,2153ecdc-61ec-4b79-be87-fb1ee3283f43,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.41,3.89,158.1,107.0,86.0,102.0,0.819,6.99,1.76,8.53,1.19,0.98,0.225,0.441,0.14,0.332,0.466,77.0,101.0,96.0,103.0,111.0,113.0,66.0,106.0,95.0,74.0,103.0,92.0,106.0,116.0,120.0,92.0,104.0,99.0,0.109,0.294,0.248,0.156,0.15,0.043,-0.39,2.01,1.42,0.74,-1.07,-2.79,92.3,86.5,86.0,92.6,80.5,79.6,0.289,0.503,0.154,0.262,0.324,0.19,0.184,0.298,0.321,0.235,0.429,0.233,0.21,0.29,0.089,0.281,0.594,0.151,,,,,,,,,
4,2024-09-20,746824,Strikeout,strikeout,True,664023,592866,Ian Happ,Trevor Williams,0,6d971d5f-9973-49af-b252-e66879ddb955,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.19,3.27,61.2,104.0,82.0,94.0,0.795,7.88,2.34,7.01,0.44,1.12,0.297,0.401,0.151,0.331,0.382,72.0,103.0,91.0,,,,62.0,111.0,96.0,90.0,100.0,94.0,100.0,99.0,93.0,,,,0.123,0.357,,0.349,,0.172,2.35,,1.34,0.8,,-0.39,89.0,,82.7,87.8,78.8,,0.204,0.286,0.188,,,,0.121,0.152,0.474,,,,0.227,0.364,0.192,0.256,0.349,0.203,0.308,0.423,0.06,,,,,,
5,2024-09-20,746824,Home Run,home_run,False,621020,592866,Dansby Swanson,Trevor Williams,0,22d00199-469d-4289-88c7-b20c88a85d00,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.19,3.27,61.2,104.0,82.0,94.0,0.795,7.88,2.34,7.01,0.44,1.12,0.297,0.401,0.151,0.331,0.382,72.0,103.0,91.0,,,,62.0,111.0,96.0,90.0,100.0,94.0,100.0,99.0,93.0,,,,0.123,0.357,,0.349,,0.172,2.35,,1.34,0.8,,-0.39,89.0,,82.7,87.8,78.8,,0.204,0.286,0.188,,,,0.121,0.152,0.474,,,,0.227,0.364,0.192,0.256,0.349,0.203,0.308,0.423,0.06,,,,,,
6,2024-09-20,746824,Strikeout,strikeout,True,641355,592866,Cody Bellinger,Trevor Williams,0,788f3f58-fa4f-41f3-8e3e-afd97e81fe88,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.19,3.27,61.2,104.0,82.0,94.0,0.795,7.88,2.34,7.01,0.44,1.12,0.297,0.401,0.151,0.331,0.382,72.0,103.0,91.0,,,,62.0,111.0,96.0,90.0,100.0,94.0,100.0,99.0,93.0,,,,0.123,0.357,,0.349,,0.172,2.35,,1.34,0.8,,-0.39,89.0,,82.7,87.8,78.8,,0.204,0.286,0.188,,,,0.121,0.152,0.474,,,,0.227,0.364,0.192,0.256,0.349,0.203,0.308,0.423,0.06,,,,,,
7,2024-09-20,746824,Flyout,field_out,True,673548,592866,Seiya Suzuki,Trevor Williams,0,b7a571ad-7394-4dff-a16a-760e3b5e22e9,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.19,3.27,61.2,104.0,82.0,94.0,0.795,7.88,2.34,7.01,0.44,1.12,0.297,0.401,0.151,0.331,0.382,72.0,103.0,91.0,,,,62.0,111.0,96.0,90.0,100.0,94.0,100.0,99.0,93.0,,,,0.123,0.357,,0.349,,0.172,2.35,,1.34,0.8,,-0.39,89.0,,82.7,87.8,78.8,,0.204,0.286,0.188,,,,0.121,0.152,0.474,,,,0.227,0.364,0.192,0.256,0.349,0.203,0.308,0.423,0.06,,,,,,
8,2024-09-20,746824,Flyout,field_out,True,677588,592791,José Tena,Jameson Taillon,0,1440b962-3a71-4c23-bbd3-a8a8fc597772,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.41,3.89,158.1,107.0,86.0,102.0,0.819,6.99,1.76,8.53,1.19,0.98,0.225,0.441,0.14,0.332,0.466,77.0,101.0,96.0,103.0,111.0,113.0,66.0,106.0,95.0,74.0,103.0,92.0,106.0,116.0,120.0,92.0,104.0,99.0,0.109,0.294,0.248,0.156,0.15,0.043,-0.39,2.01,1.42,0.74,-1.07,-2.79,92.3,86.5,86.0,92.6,80.5,79.6,0.289,0.503,0.154,0.262,0.324,0.19,0.184,0.298,0.321,0.235,0.429,0.233,0.21,0.29,0.089,0.281,0.594,0.151,,,,,,,,,
9,2024-09-20,746824,Flyout,field_out,True,660688,592791,Keibert Ruiz,Jameson Taillon,0,262f317d-0a4f-4216-86fa-468aab217235,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.41,3.89,158.1,107.0,86.0,102.0,0.819,6.99,1.76,8.53,1.19,0.98,0.225,0.441,0.14,0.332,0.466,77.0,101.0,96.0,103.0,111.0,113.0,66.0,106.0,95.0,74.0,103.0,92.0,106.0,116.0,120.0,92.0,104.0,99.0,0.109,0.294,0.248,0.156,0.15,0.043,-0.39,2.01,1.42,0.74,-1.07,-2.79,92.3,86.5,86.0,92.6,80.5,79.6,0.289,0.503,0.154,0.262,0.324,0.19,0.184,0.298,0.321,0.235,0.429,0.233,0.21,0.29,0.089,0.281,0.594,0.151,,,,,,,,,
