,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-19,745640,Groundout,field_out,True,543685,676664,Anthony Rendon,JP Sears,0,c15fb680-14c5-4ded-8b1d-2e4def17e0dd,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-19,745640,Single,single,False,694384,676664,Nolan Schanuel,JP Sears,0,6c31c360-31dd-4904-93e9-4c0e586aa85d,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-19,745640,Strikeout,strikeout,True,621493,676664,Taylor Ward,JP Sears,0,60d2aaf6-2bc6-4e89-9c57-64ea10548a33,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-19,745640,Groundout,field_out,True,607680,676664,Kevin Pillar,JP Sears,0,961b3664-1555-49ad-8f01-4e3f2ab9d577,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-19,745640,Walk,walk,False,671732,656288,Lawrence Butler,Griffin Canning,0,ed3166fc-ae60-41e0-9b29-8cb6a58b7fe5,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.024,0.354,0.228,0.271,-0.83,-8.35,-1.29,0.71,93.6,88.7,93.0,88.0,0.243,0.521,0.158,0.303,0.449,0.292,0.254,0.377,0.253,0.5,1.1,0.0,73.0,96.0,95.0,0.123,-1.15,80.7,0.297,0.432,0.21,,,,,,,,,,,,,,,
5,2024-07-19,745640,Groundout,field_out,True,609280,656288,Miguel Andujar,Griffin Canning,1,d20485e9-b4a7-4802-a290-137715302716,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.024,0.354,0.228,0.271,-0.83,-8.35,-1.29,0.71,93.6,88.7,93.0,88.0,0.243,0.521,0.158,0.303,0.449,0.292,0.254,0.377,0.253,0.5,1.1,0.0,73.0,96.0,95.0,0.123,-1.15,80.7,0.297,0.432,0.21,,,,,,,,,,,,,,,
6,2024-07-19,745640,Pop Out,field_out,True,668709,656288,JJ Bleday,Griffin Canning,0,d07ee328-5e6a-4ead-a62b-3693adfee848,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.024,0.354,0.228,0.271,-0.83,-8.35,-1.29,0.71,93.6,88.7,93.0,88.0,0.243,0.521,0.158,0.303,0.449,0.292,0.254,0.377,0.253,0.5,1.1,0.0,73.0,96.0,95.0,0.123,-1.15,80.7,0.297,0.432,0.21,,,,,,,,,,,,,,,
7,2024-07-19,745640,Strikeout,strikeout,True,667670,656288,Brent Rooker,Griffin Canning,0,2f52bb1d-23a3-4663-b347-9ed329aac93c,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.024,0.354,0.228,0.271,-0.83,-8.35,-1.29,0.71,93.6,88.7,93.0,88.0,0.243,0.521,0.158,0.303,0.449,0.292,0.254,0.377,0.253,0.5,1.1,0.0,73.0,96.0,95.0,0.123,-1.15,80.7,0.297,0.432,0.21,,,,,,,,,,,,,,,
8,2024-07-19,745640,Flyout,field_out,True,592273,676664,Brandon Drury,JP Sears,0,27396bfc-c7b2-470b-aee5-51354ceca415,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-19,745640,Single,single,False,687263,676664,Zach Neto,JP Sears,1,39d47acb-bb0b-4daf-adab-2085cf1842c7,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.25,0.556,0.258,0.242,0.636,0.257,0.304,0.354,0.219,0.298,0.447,0.132,,,,,,,,,,,,,,,,,,,,,,,,
