,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-12,746682,Flyout,field_out,True,691026,671096,Masyn Winn,Andrew Abbott,0,0a5bce5b-d341-4dba-8b64-67bbec4d00f0,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-12,746682,Flyout,field_out,True,575929,671096,Willson Contreras,Andrew Abbott,0,b1b564d7-bfda-4db5-9a80-3deec1c42794,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-12,746682,Strikeout,strikeout,True,502054,671096,Tommy Pham,Andrew Abbott,0,6d49d7b4-5871-4236-8646-bf2999416c69,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-12,746682,Strikeout,strikeout,True,668715,543243,Spencer Steer,Sonny Gray,0,5f5c63d8-a555-4f29-8a7a-5e12608c00b4,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,152.0,116.0,127.0,0.238,0.198,0.148,0.068,0.26,0.75,0.63,-1.98,92.4,88.3,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,95.0,115.0,112.0,91.0,98.0,96.0,0.164,0.183,0.0,0.26,1.13,-2.43,87.8,92.9,75.4,0.205,0.411,0.201,0.289,0.506,0.284,,,
4,2024-08-12,746682,Strikeout,strikeout,True,682829,543243,Elly De La Cruz,Sonny Gray,0,eba48700-9203-47d3-bf65-4e95e28cd655,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,152.0,116.0,127.0,0.238,0.198,0.148,0.068,0.26,0.75,0.63,-1.98,92.4,88.3,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,95.0,115.0,112.0,91.0,98.0,96.0,0.164,0.183,0.0,0.26,1.13,-2.43,87.8,92.9,75.4,0.205,0.411,0.201,0.289,0.506,0.284,,,
5,2024-08-12,746682,Lineout,field_out,True,663886,543243,Tyler Stephenson,Sonny Gray,0,925fe3b0-7de1-4ce7-b3a4-acf6c1a6febe,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,152.0,116.0,127.0,0.238,0.198,0.148,0.068,0.26,0.75,0.63,-1.98,92.4,88.3,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,95.0,115.0,112.0,91.0,98.0,96.0,0.164,0.183,0.0,0.26,1.13,-2.43,87.8,92.9,75.4,0.205,0.411,0.201,0.289,0.506,0.284,,,
6,2024-08-12,746682,Strikeout,strikeout,True,571448,671096,Nolan Arenado,Andrew Abbott,0,84250465-ab1d-45cc-a326-18c96c85f62a,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-12,746682,Double,double,False,502671,671096,Paul Goldschmidt,Andrew Abbott,0,d0dba0f2-df77-43fd-b5bb-8ee03ac50211,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-12,746682,Hit By Pitch,hit_by_pitch,False,680977,671096,Brendan Donovan,Andrew Abbott,0,106ba463-afc5-48b4-b94e-617047633005,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-12,746682,Walk,walk,False,691023,671096,Jordan Walker,Andrew Abbott,1,ce441174-ec9b-4208-88fa-d00e15a24c5f,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-12,746682,Grounded Into DP,grounded_into_double_play,True,686780,671096,Pedro Pagés,Andrew Abbott,1,beb39000-2d25-4d3d-b372-a0dc0e529bd9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-12,746682,Strikeout,strikeout,True,670770,543243,TJ Friedl,Sonny Gray,0,8c27792b-7a0f-4467-872b-3ffab06bbf2e,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,152.0,116.0,127.0,0.238,0.198,0.148,0.068,0.26,0.75,0.63,-1.98,92.4,88.3,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,95.0,115.0,112.0,91.0,98.0,96.0,0.164,0.183,0.0,0.26,1.13,-2.43,87.8,92.9,75.4,0.205,0.411,0.201,0.289,0.506,0.284,,,
12,2024-08-12,746682,Strikeout,strikeout,True,600869,543243,Jeimer Candelario,Sonny Gray,0,c79150f6-93e0-45a3-b502-e3913b829b81,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,152.0,116.0,127.0,0.238,0.198,0.148,0.068,0.26,0.75,0.63,-1.98,92.4,88.3,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,95.0,115.0,112.0,91.0,98.0,96.0,0.164,0.183,0.0,0.26,1.13,-2.43,87.8,92.9,75.4,0.205,0.411,0.201,0.289,0.506,0.284,,,
13,2024-08-12,746682,Strikeout,strikeout,True,664034,543243,Ty France,Sonny Gray,0,70813fb5-7faf-4fb1-82ee-4f3fb09e7ab9,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,152.0,116.0,127.0,0.238,0.198,0.148,0.068,0.26,0.75,0.63,-1.98,92.4,88.3,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,95.0,115.0,112.0,91.0,98.0,96.0,0.164,0.183,0.0,0.26,1.13,-2.43,87.8,92.9,75.4,0.205,0.411,0.201,0.289,0.506,0.284,,,
14,2024-08-12,746682,Bunt Groundout,field_out,True,687363,671096,Victor Scott II,Andrew Abbott,0,1c5d5edb-2637-4f58-b00c-c90290e5a37b,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,
