,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-10-09,775313,Strikeout,strikeout,True,656941,500779,Kyle Schwarber,Jose Quintana,0,0b7995d4-35b0-4f5f-ac02-f141e3a012d9,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,0.304,0.225,0.278,0.193,-0.32,0.82,-0.04,0.5,90.7,85.7,90.8,77.7,0.249,0.431,0.131,0.265,0.444,0.264,0.227,0.427,0.169,0.203,0.26,0.367,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-09,775313,Flyout,field_out,True,607208,500779,Trea Turner,Jose Quintana,0,e33db5da-d103-4741-a503-f5e28eefa825,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,0.304,0.225,0.278,0.193,-0.32,0.82,-0.04,0.5,90.7,85.7,90.8,77.7,0.249,0.431,0.131,0.265,0.444,0.264,0.227,0.427,0.169,0.203,0.26,0.367,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-09,775313,Strikeout,strikeout,True,547180,500779,Bryce Harper,Jose Quintana,0,40be39bf-0a6c-4c01-b145-7458426102d6,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,0.304,0.225,0.278,0.193,-0.32,0.82,-0.04,0.5,90.7,85.7,90.8,77.7,0.249,0.431,0.131,0.265,0.444,0.264,0.227,0.427,0.169,0.203,0.26,0.367,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-09,775313,Strikeout,strikeout,True,596019,624133,Francisco Lindor,Ranger Suárez,0,30f04bc1-a361-4fb2-9176-5e1508bbdcc4,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,0.315,0.195,0.205,0.163,0.67,0.84,1.02,-0.63,91.8,80.0,90.8,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,,,,22.0,85.0,77.0,101.0,98.0,93.0,0.121,0.001,-1.68,-4.62,86.5,81.3,0.302,0.642,0.162,,,,,,,,,,,,,,,
4,2024-10-09,775313,Double,double,False,668901,624133,Mark Vientos,Ranger Suárez,0,054f8857-11b1-4b84-9184-18820c7a70a9,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,0.315,0.195,0.205,0.163,0.67,0.84,1.02,-0.63,91.8,80.0,90.8,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,,,,22.0,85.0,77.0,101.0,98.0,93.0,0.121,0.001,-1.68,-4.62,86.5,81.3,0.302,0.642,0.162,,,,,,,,,,,,,,,
5,2024-10-09,775313,Walk,walk,False,607043,624133,Brandon Nimmo,Ranger Suárez,0,44288b2e-cbf5-4539-a716-dd1e0d850d17,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,0.315,0.195,0.205,0.163,0.67,0.84,1.02,-0.63,91.8,80.0,90.8,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,,,,22.0,85.0,77.0,101.0,98.0,93.0,0.121,0.001,-1.68,-4.62,86.5,81.3,0.302,0.642,0.162,,,,,,,,,,,,,,,
6,2024-10-09,775313,Single,single,False,624413,624133,Pete Alonso,Ranger Suárez,1,3e312e8b-44f2-4c34-9e5a-5200566d9218,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,0.315,0.195,0.205,0.163,0.67,0.84,1.02,-0.63,91.8,80.0,90.8,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,,,,22.0,85.0,77.0,101.0,98.0,93.0,0.121,0.001,-1.68,-4.62,86.5,81.3,0.302,0.642,0.162,,,,,,,,,,,,,,,
7,2024-10-09,775313,Strikeout,strikeout,True,578428,624133,Jose Iglesias,Ranger Suárez,0,89e0980a-1aa6-4719-b3a5-eb1be36fd325,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,0.315,0.195,0.205,0.163,0.67,0.84,1.02,-0.63,91.8,80.0,90.8,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,,,,22.0,85.0,77.0,101.0,98.0,93.0,0.121,0.001,-1.68,-4.62,86.5,81.3,0.302,0.642,0.162,,,,,,,,,,,,,,,
8,2024-10-09,775313,Strikeout,strikeout,True,502110,624133,J.D. Martinez,Ranger Suárez,0,3f74b93b-c1e6-4435-aabe-23bc956278e2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,0.315,0.195,0.205,0.163,0.67,0.84,1.02,-0.63,91.8,80.0,90.8,74.4,0.27,0.381,0.101,0.189,0.342,0.339,0.224,0.327,0.18,0.229,0.323,0.35,,,,22.0,85.0,77.0,101.0,98.0,93.0,0.121,0.001,-1.68,-4.62,86.5,81.3,0.302,0.642,0.162,,,,,,,,,,,,,,,
9,2024-10-09,775313,Pop Out,field_out,True,592206,500779,Nick Castellanos,Jose Quintana,0,50847b91-5d79-4156-8f4c-167d648f35b4,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,0.304,0.225,0.278,0.193,-0.32,0.82,-0.04,0.5,90.7,85.7,90.8,77.7,0.249,0.431,0.131,0.265,0.444,0.264,0.227,0.427,0.169,0.203,0.26,0.367,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
