,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff
0,2024-09-25,746420,Walk,walk,False,680700,672456,Richie Palacios,Keider Montero,0,927a86f6-5102-4698-aa48-02075a54019a,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.1,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-25,746420,Lineout,field_out,True,664040,672456,Brandon Lowe,Keider Montero,0,11db2042-7979-41fe-8f26-f3bbde769db5,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.1,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-25,746420,Single,single,False,691406,672456,Junior Caminero,Keider Montero,1,8438bfdc-6108-416d-8c25-058d739d4d2d,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.1,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-25,746420,Strikeout,strikeout,True,666018,672456,Jonathan Aranda,Keider Montero,0,5ff100ac-2aab-468a-bc46-a15fd69b4827,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.1,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-25,746420,Flyout,field_out,True,676356,672456,Jonny DeLuca,Keider Montero,0,072d8946-d341-4985-87ab-0700fd561e2f,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.1,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-25,746420,Home Run,home_run,False,678009,641793,Parker Meadows,Zack Littell,0,8d0a07cc-95e0-4c32-b785-f7256069c84d,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.31,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.142,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,0.257,0.427,0.227,,,,,,,0.265,0.439,0.141,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,,,,,,,,,,
6,2024-09-25,746420,Flyout,field_out,True,681481,641793,Kerry Carpenter,Zack Littell,0,bc800324-ce0b-4a13-8229-78388f7cccf9,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.31,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.142,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,0.257,0.427,0.227,,,,,,,0.265,0.439,0.141,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,,,,,,,,,,
7,2024-09-25,746420,Flyout,field_out,True,663837,641793,Matt Vierling,Zack Littell,0,6d2a330b-44ce-4c1d-9cbd-ccff8cf9f377,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.31,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.142,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,0.257,0.427,0.227,,,,,,,0.265,0.439,0.141,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,,,,,,,,,,
8,2024-09-25,746420,Double,double,False,682985,641793,Riley Greene,Zack Littell,0,2a23b3ff-41ba-4c00-bdf9-b2274e716b25,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.31,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.142,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,0.257,0.427,0.227,,,,,,,0.265,0.439,0.141,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,,,,,,,,,,
9,2024-09-25,746420,Single,single,False,672761,641793,Wenceel Pérez,Zack Littell,1,939b1ee0-6085-4c71-a929-1ac5ab023689,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.31,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.142,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,0.257,0.427,0.227,,,,,,,0.265,0.439,0.141,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,,,,,,,,,,
