,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-10,745264,Flyout,field_out,True,647351,693433,Abraham Toro,Bryan Woo,0,7acc2f7c-b99d-40e9-b9d0-d4a09a85e388,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
1,2024-05-10,745264,Walk,walk,False,668709,693433,JJ Bleday,Bryan Woo,0,b0460f36-e9d0-41ea-a691-91a5c99d9844,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
2,2024-05-10,745264,Strikeout,strikeout,True,667670,693433,Brent Rooker,Bryan Woo,0,e9cecf17-06f9-432b-a054-0f1078498dcd,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
3,2024-05-10,745264,Strikeout,strikeout,True,664913,693433,Seth Brown,Bryan Woo,0,219943d6-b629-40f5-a32d-d90ebe192829,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
4,2024-05-10,745264,Flyout,field_out,True,668942,621112,Josh Rojas,Paul Blackburn,0,92643b7f-ce55-4c84-8633-157a2e6a1495,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.11,4.64,46.0,105.0,95.0,102.0,0.762,7.04,2.54,7.83,1.17,1.51,0.225,0.406,0.181,0.239,0.41,90.0,108.0,107.0,77.0,98.0,93.0,74.0,110.0,97.0,122.0,105.0,110.0,0.102,0.221,0.173,0.191,-1.7,-1.74,1.33,2.4,92.1,85.5,91.4,81.6,0.233,0.7,0.18,0.409,0.545,0.086,0.162,0.189,0.317,0.129,0.258,0.288,94.0,107.0,107.0,104.0,107.0,100.0,0.199,0.112,0.5,1.8,89.2,79.6,0.316,0.421,0.272,0.125,0.25,0.324
5,2024-05-10,745264,Strikeout,strikeout,True,677594,621112,Julio Rodríguez,Paul Blackburn,0,4a0a0a78-a042-4a4e-a6b9-ec619c2d308d,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.11,4.64,46.0,105.0,95.0,102.0,0.762,7.04,2.54,7.83,1.17,1.51,0.225,0.406,0.181,0.239,0.41,90.0,108.0,107.0,77.0,98.0,93.0,74.0,110.0,97.0,122.0,105.0,110.0,0.102,0.221,0.173,0.191,-1.7,-1.74,1.33,2.4,92.1,85.5,91.4,81.6,0.233,0.7,0.18,0.409,0.545,0.086,0.162,0.189,0.317,0.129,0.258,0.288,94.0,107.0,107.0,104.0,107.0,100.0,0.199,0.112,0.5,1.8,89.2,79.6,0.316,0.421,0.272,0.125,0.25,0.324
6,2024-05-10,745264,Strikeout,strikeout,True,571745,621112,Mitch Haniger,Paul Blackburn,0,fe5f25aa-07a2-4165-a474-e0f831c0a288,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.11,4.64,46.0,105.0,95.0,102.0,0.762,7.04,2.54,7.83,1.17,1.51,0.225,0.406,0.181,0.239,0.41,90.0,108.0,107.0,77.0,98.0,93.0,74.0,110.0,97.0,122.0,105.0,110.0,0.102,0.221,0.173,0.191,-1.7,-1.74,1.33,2.4,92.1,85.5,91.4,81.6,0.233,0.7,0.18,0.409,0.545,0.086,0.162,0.189,0.317,0.129,0.258,0.288,94.0,107.0,107.0,104.0,107.0,100.0,0.199,0.112,0.5,1.8,89.2,79.6,0.316,0.421,0.272,0.125,0.25,0.324
7,2024-05-10,745264,Groundout,field_out,True,669127,693433,Shea Langeliers,Bryan Woo,0,a4787077-8a02-43b3-8d1c-a81817023c2a,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
8,2024-05-10,745264,Groundout,field_out,True,691016,693433,Tyler Soderstrom,Bryan Woo,0,9d2ebbdf-bd33-461b-972b-4e20883bf4eb,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
9,2024-05-10,745264,Flyout,field_out,True,680474,693433,Max Schuemann,Bryan Woo,0,9b757f41-2249-4aa8-a181-87231dbe0f60,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.188,0.25,0.132,0.1,0.2,0.13,0.2,0.2,0.313,,,,,,,,,,,,,,,,,,
