,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-06,745611,Lineout,field_out,True,678009,687765,Parker Meadows,Mitch Spence,0,c37e1a35-6d63-47a7-ac6f-0d1ac5106443,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-06,745611,Strikeout,strikeout,True,690291,687765,Jace Jung,Mitch Spence,0,526b5ab0-a3b3-4765-9322-58291e978f10,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-06,745611,Strikeout,strikeout,True,682985,687765,Riley Greene,Mitch Spence,0,87374a3e-1583-45b3-9891-3dc811d711ab,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-06,745611,Single,single,False,671732,669373,Lawrence Butler,Tarik Skubal,0,a658dd3a-b911-4155-8123-ef965d79d62a,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,,,,95.0,105.0,104.0,109.0,98.0,102.0,,,,0.216,,0.152,,0.267,,1.28,0.54,,1.14,,86.2,96.6,88.7,,,,,0.181,0.389,0.352,0.118,0.118,0.184,0.208,0.312,0.162,0.222,0.34,0.479,112.0,103.0,103.0,95.0,90.0,100.0,0.321,0.045,1.48,2.49,96.9,78.5,0.211,0.311,0.251,,,,,,,,,,,,
4,2024-09-06,745611,Grounded Into DP,grounded_into_double_play,True,667670,669373,Brent Rooker,Tarik Skubal,1,f930baaf-606d-4a44-8dcc-43af0062f7b4,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,,,,95.0,105.0,104.0,109.0,98.0,102.0,,,,0.216,,0.152,,0.267,,1.28,0.54,,1.14,,86.2,96.6,88.7,,,,,0.181,0.389,0.352,0.118,0.118,0.184,0.208,0.312,0.162,0.222,0.34,0.479,112.0,103.0,103.0,95.0,90.0,100.0,0.321,0.045,1.48,2.49,96.9,78.5,0.211,0.311,0.251,,,,,,,,,,,,
5,2024-09-06,745611,Flyout,field_out,True,669127,669373,Shea Langeliers,Tarik Skubal,0,ebc68894-2344-4284-aa7a-02de2cf8d649,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,,,,95.0,105.0,104.0,109.0,98.0,102.0,,,,0.216,,0.152,,0.267,,1.28,0.54,,1.14,,86.2,96.6,88.7,,,,,0.181,0.389,0.352,0.118,0.118,0.184,0.208,0.312,0.162,0.222,0.34,0.479,112.0,103.0,103.0,95.0,90.0,100.0,0.321,0.045,1.48,2.49,96.9,78.5,0.211,0.311,0.251,,,,,,,,,,,,
6,2024-09-06,745611,Double,double,False,681481,687765,Kerry Carpenter,Mitch Spence,0,ec068967-658d-464f-bd3b-3c38fa844a9a,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-06,745611,Groundout,field_out,True,690993,687765,Colt Keith,Mitch Spence,1,763c9c98-b3fb-449f-9a8e-bc40957306e2,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-06,745611,Fielders Choice Out,fielders_choice_out,True,679529,687765,Spencer Torkelson,Mitch Spence,1,fd4e0c5f-11e6-46c4-9c3f-1289df7eaf83,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-06,745611,Single,single,False,656716,687765,Zach McKinstry,Mitch Spence,1,8315acdf-42ea-47cc-a6cc-42298e181e81,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.42,3.88,130.1,102.0,101.0,101.0,0.789,7.66,2.83,9.46,1.1,1.41,0.175,0.446,0.137,0.307,0.403,67.0,84.0,80.0,114.0,118.0,116.0,41.0,97.0,85.0,122.0,104.0,109.0,100.0,98.0,95.0,0.141,0.391,0.337,0.116,0.014,-0.5,-0.46,-0.04,0.21,-8.94,90.8,88.5,92.0,84.3,80.2,0.281,0.478,0.183,0.272,0.489,0.266,0.177,0.266,0.336,0.292,0.338,0.154,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
