,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff
0,2024-06-28,745560,Strikeout,strikeout,True,650559,650911,Bryan De La Cruz,Cristopher Sánchez,0,8cffc5c7-2e48-42f7-9453-cf9f2f7e6e12,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
1,2024-06-28,745560,Groundout,field_out,True,605137,650911,Josh Bell,Cristopher Sánchez,0,eb12ff19-4053-4c50-82e0-5c1f7e2e8e65,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
2,2024-06-28,745560,Single,single,False,669394,650911,Jake Burger,Cristopher Sánchez,0,26ce2be1-47f5-4ad9-88c3-8f52e3dc572e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
3,2024-06-28,745560,Strikeout,strikeout,True,667472,650911,Dane Myers,Cristopher Sánchez,0,07e75ea1-333b-4f7f-92b3-efb12da42f30,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
4,2024-06-28,745560,Lineout,field_out,True,681082,667725,Bryson Stott,Kyle Tyler,0,8ab4aa51-3664-4034-8349-3264af5c4b96,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,,,,118.0,83.0,86.0,108.0,92.0,94.0,,0.48,0.13,0.016,-0.16,,2.45,-4.9,90.7,87.3,,81.8,,,,,,,0.2,0.3,0.222,113.0,91.0,93.0,92.0,94.0,96.0,0.122,0.252,3.67,1.28,91.1,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.1,0.1,0.059
5,2024-06-28,745560,Groundout,field_out,True,607208,667725,Trea Turner,Kyle Tyler,0,466bd45d-2413-4238-813d-c843d6dc31ff,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,,,,118.0,83.0,86.0,108.0,92.0,94.0,,0.48,0.13,0.016,-0.16,,2.45,-4.9,90.7,87.3,,81.8,,,,,,,0.2,0.3,0.222,113.0,91.0,93.0,92.0,94.0,96.0,0.122,0.252,3.67,1.28,91.1,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.1,0.1,0.059
6,2024-06-28,745560,Groundout,field_out,True,664761,667725,Alec Bohm,Kyle Tyler,0,a8b772a0-9321-4906-89d8-84a18e9717f6,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,,,,118.0,83.0,86.0,108.0,92.0,94.0,,0.48,0.13,0.016,-0.16,,2.45,-4.9,90.7,87.3,,81.8,,,,,,,0.2,0.3,0.222,113.0,91.0,93.0,92.0,94.0,96.0,0.122,0.252,3.67,1.28,91.1,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.1,0.1,0.059
7,2024-06-28,745560,Groundout,field_out,True,672640,650911,Otto Lopez,Cristopher Sánchez,0,5e18836e-fb0b-411f-ba0b-2919feda6d5f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
8,2024-06-28,745560,Groundout,field_out,True,641313,650911,Tim Anderson,Cristopher Sánchez,0,0996633d-ddff-4e95-aed8-926c28e9035e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
9,2024-06-28,745560,Groundout,field_out,True,656896,650911,Emmanuel Rivera,Cristopher Sánchez,0,eca7308a-c7b5-4d97-ab6d-79b868a79219,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,
10,2024-06-28,745560,Double,double,False,669016,667725,Brandon Marsh,Kyle Tyler,0,7f7f67cb-6f29-43e1-98e0-ca0aa7ea09fc,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,,,,118.0,83.0,86.0,108.0,92.0,94.0,,0.48,0.13,0.016,-0.16,,2.45,-4.9,90.7,87.3,,81.8,,,,,,,0.2,0.3,0.222,113.0,91.0,93.0,92.0,94.0,96.0,0.122,0.252,3.67,1.28,91.1,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.1,0.1,0.059
11,2024-06-28,745560,Strikeout,strikeout,True,592206,667725,Nick Castellanos,Kyle Tyler,0,518bf0c5-ceed-4e15-9ebf-cd60985f8251,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,3.38,3.88,16.0,91.0,108.0,93.0,0.78,5.63,4.5,6.19,0.56,1.86,0.244,0.356,0.156,0.267,0.402,54.0,93.0,76.0,,,,118.0,83.0,86.0,108.0,92.0,94.0,,0.48,0.13,0.016,-0.16,,2.45,-4.9,90.7,87.3,,81.8,,,,,,,0.2,0.3,0.222,113.0,91.0,93.0,92.0,94.0,96.0,0.122,0.252,3.67,1.28,91.1,76.9,0.25,0.417,0.191,0.182,0.182,0.414,0.1,0.1,0.059
