,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,CU%,wCU/C,vCU
0,2024-10-08,775321,Strikeout,strikeout,True,660271,650633,Shohei Ohtani,Michael King,0,fa6810d7-d296-427e-a309-c9055cc2e46e,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-08,775321,Home Run,home_run,False,605141,650633,Mookie Betts,Michael King,0,4c9680f8-32f8-42aa-b870-bbb440739374,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-08,775321,Flyout,field_out,True,518692,650633,Freddie Freeman,Michael King,0,685e1ba9-bfe7-4a6c-83bd-83f1858ee432,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-08,775321,Walk,walk,False,606192,650633,Teoscar Hernández,Michael King,0,e1f7148c-bf2e-4b3f-9b0d-6b73249b423a,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-10-08,775321,Groundout,field_out,True,571970,650633,Max Muncy,Michael King,0,3fb1d339-d278-4ea4-b24d-314b21e1109b,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-10-08,775321,Flyout,field_out,True,650333,621111,Luis Arraez,Walker Buehler,0,aa73bcae-9070-4660-867c-5dd3c7519401,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,0.163,0.29,0.095,0.052,-2.43,-0.74,-0.87,-5.9,95.0,90.0,94.8,82.9,0.455,0.773,0.088,0.291,0.327,0.115,0.342,0.696,0.169,0.121,0.303,0.294,1.0,2.5,0.25,100.0,98.0,105.0,103.0,103.0,100.0,0.208,0.192,1.62,-1.56,91.2,78.0,0.238,0.397,0.215,0.278,0.481,0.267,,,,,,,,,,,,
6,2024-10-08,775321,Groundout,field_out,True,665487,621111,Fernando Tatis Jr.,Walker Buehler,0,abacdc29-9d6b-4a24-b2a1-3dd89cd75c16,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,0.163,0.29,0.095,0.052,-2.43,-0.74,-0.87,-5.9,95.0,90.0,94.8,82.9,0.455,0.773,0.088,0.291,0.327,0.115,0.342,0.696,0.169,0.121,0.303,0.294,1.0,2.5,0.25,100.0,98.0,105.0,103.0,103.0,100.0,0.208,0.192,1.62,-1.56,91.2,78.0,0.238,0.397,0.215,0.278,0.481,0.267,,,,,,,,,,,,
7,2024-10-08,775321,Pop Out,field_out,True,595777,621111,Jurickson Profar,Walker Buehler,0,22124157-191d-462a-a9c6-09de44af7b16,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,0.163,0.29,0.095,0.052,-2.43,-0.74,-0.87,-5.9,95.0,90.0,94.8,82.9,0.455,0.773,0.088,0.291,0.327,0.115,0.342,0.696,0.169,0.121,0.303,0.294,1.0,2.5,0.25,100.0,98.0,105.0,103.0,103.0,100.0,0.208,0.192,1.62,-1.56,91.2,78.0,0.238,0.397,0.215,0.278,0.481,0.267,,,,,,,,,,,,
8,2024-10-08,775321,Strikeout,strikeout,True,669257,650633,Will Smith,Michael King,0,6caf0c45-8d6d-44e9-b283-039dec00dee7,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-10-08,775321,Groundout,field_out,True,666158,650633,Gavin Lux,Michael King,0,e255f0ef-3d31-4292-a27e-a32ac269b2f4,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.265,0.402,0.261,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
