,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-17,745537,Flyout,field_out,True,669743,650911,Alex Call,Cristopher Sánchez,0,0af09bb6-e1fd-46f7-b26a-c77cca985300,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,745537,Groundout,field_out,True,682928,650911,CJ Abrams,Cristopher Sánchez,0,d1220673-327f-4036-99d4-f123d70d1f6c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,745537,Flyout,field_out,True,660766,650911,Juan Yepez,Cristopher Sánchez,0,ba8f25fb-f00c-4748-a5f0-201840dd1d22,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,745537,Single,single,False,656941,669022,Kyle Schwarber,MacKenzie Gore,0,40470d05-2356-4bad-9105-34af9ea5a060,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,,,,91.0,91.0,92.0,,,,,,0.167,0.091,,,-1.02,-2.17,,85.9,,90.8,,,,0.333,0.59,0.509,0.263,0.411,0.327,105.0,103.0,103.0,126.0,99.0,103.0,0.551,0.19,-0.15,0.19,96.1,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.444,0.667,0.263
4,2024-08-17,745537,Lineout,field_out,True,607208,669022,Trea Turner,MacKenzie Gore,0,9f157838-13dc-4665-be86-ceff81171981,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,,,,91.0,91.0,92.0,,,,,,0.167,0.091,,,-1.02,-2.17,,85.9,,90.8,,,,0.333,0.59,0.509,0.263,0.411,0.327,105.0,103.0,103.0,126.0,99.0,103.0,0.551,0.19,-0.15,0.19,96.1,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.444,0.667,0.263
5,2024-08-17,745537,Double Play,double_play,True,547180,669022,Bryce Harper,MacKenzie Gore,1,039d7e2f-1c4c-4565-a593-37131060a0e0,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,,,,91.0,91.0,92.0,,,,,,0.167,0.091,,,-1.02,-2.17,,85.9,,90.8,,,,0.333,0.59,0.509,0.263,0.411,0.327,105.0,103.0,103.0,126.0,99.0,103.0,0.551,0.19,-0.15,0.19,96.1,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.444,0.667,0.263
6,2024-08-17,745537,Flyout,field_out,True,695578,650911,James Wood,Cristopher Sánchez,0,ffd4435b-1f9b-4c42-a922-f9d6b3f5cbb6,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,
7,2024-08-17,745537,Groundout,field_out,True,665953,650911,Andrés Chaparro,Cristopher Sánchez,0,368cd33a-4368-4e5c-88fa-8807614356c4,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,
8,2024-08-17,745537,Groundout,field_out,True,545121,650911,Ildemaro Vargas,Cristopher Sánchez,0,af495dba-bcbb-4f40-89b7-5d5aaeff9a4f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,0.001,0.169,0.359,2.6,-0.63,0.34,1.68,86.5,85.1,94.3,84.3,0.362,0.49,0.122,0.18,0.216,0.343,0.228,0.38,0.303,,,,,,,,,,,,,,,,,,,,,
9,2024-08-17,745537,Flyout,field_out,True,664761,669022,Alec Bohm,MacKenzie Gore,0,4fb13a32-832f-43b6-a163-f27142d948b1,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,,,,91.0,91.0,92.0,,,,,,0.167,0.091,,,-1.02,-2.17,,85.9,,90.8,,,,0.333,0.59,0.509,0.263,0.411,0.327,105.0,103.0,103.0,126.0,99.0,103.0,0.551,0.19,-0.15,0.19,96.1,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.444,0.667,0.263
