,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC
10,2024-07-27,746278,Groundout,field_out,True,665804,607625,Miguel Amaya,Seth Lugo,0,dd7515f7-1e7a-4278-857b-f2ff630ec02a,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
11,2024-07-27,746278,Groundout,field_out,True,521692,684007,Salvador Perez,Shota Imanaga,0,5cfad0c0-764a-42f0-b689-021a91e3b1a9,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
12,2024-07-27,746278,Groundout,field_out,True,666023,684007,Freddy Fermin,Shota Imanaga,0,9d3499ad-f4e5-43d7-9ced-170e483195da,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
13,2024-07-27,746278,Home Run,home_run,False,592669,684007,Hunter Renfroe,Shota Imanaga,0,91040585-cdbb-4cb9-a545-d4447903db55,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
14,2024-07-27,746278,Double,double,False,641658,684007,Garrett Hampson,Shota Imanaga,0,245057a1-32cd-4210-a9e2-145671f24238,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
15,2024-07-27,746278,Strikeout,strikeout,True,679845,684007,Nick Loftin,Shota Imanaga,0,ed076241-117c-4ab0-acbb-ccdc952d6813,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
16,2024-07-27,746278,Triple,triple,False,691718,607625,Pete Crow-Armstrong,Seth Lugo,0,c6ecf044-5a15-48d8-9744-61aa5fa2c95a,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
17,2024-07-27,746278,Strikeout,strikeout,True,663538,607625,Nico Hoerner,Seth Lugo,0,ebc280fc-f69f-4a96-b88b-e2d04f3a48a2,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
18,2024-07-27,746278,Groundout,field_out,True,683737,607625,Michael Busch,Seth Lugo,1,61362432-189e-445e-899a-4d52851455a9,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
19,2024-07-27,746278,Single,single,False,673548,607625,Seiya Suzuki,Seth Lugo,0,871c7832-1f22-4c43-917f-c90cf06b4fb3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
20,2024-07-27,746278,Lineout,field_out,True,664023,607625,Ian Happ,Seth Lugo,0,809ea7dc-9ac4-4b57-be9c-4a18047b3206,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
21,2024-07-27,746278,Single,single,False,680118,684007,Dairon Blanco,Shota Imanaga,0,1947aea5-c8d7-4953-9dce-9b683fd706f3,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
22,2024-07-27,746278,Groundout,field_out,True,672580,684007,Maikel Garcia,Shota Imanaga,1,ae97001c-6fb1-45ba-b583-550c0be2a14f,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
23,2024-07-27,746278,Pop Out,field_out,True,677951,684007,Bobby Witt Jr.,Shota Imanaga,1,2bebf545-1e76-4067-9bbc-ef3f6eda1e29,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
24,2024-07-27,746278,Strikeout,strikeout,True,666624,607625,Christopher Morel,Seth Lugo,0,5258a971-f71d-42d6-ad6d-a47b87a73088,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
25,2024-07-27,746278,Groundout,field_out,True,643565,607625,Mike Tauchman,Seth Lugo,0,e1936ccc-4d5f-40da-af84-5979826be19d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
26,2024-07-27,746278,Groundout,field_out,True,621020,607625,Dansby Swanson,Seth Lugo,0,2c13b1cb-8585-4955-9b62-12aa95a540c5,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342,,,
27,2024-07-27,746278,Flyout,field_out,True,686469,684007,Vinnie Pasquantino,Shota Imanaga,0,9ef9fd0a-e954-41de-ace8-5abe391fa4dc,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,0.23,0.452,0.177,,,,0.444,0.556,0.0,,,,,,,0.19,0.238,0.257,0.333,1.333,0.143,0.278,0.306,0.36,0.228,0.317,0.42,0.0,-76.62,53.9
