,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
10,2024-04-22,745351,Strikeout,strikeout,True,656305,500779,Matt Chapman,Jose Quintana,0,b14e2e5d-7723-47d5-bb5a-63f658adf6b8,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
11,2024-04-22,745351,Single,single,False,624424,500779,Michael Conforto,Jose Quintana,1,f86e7bac-01b7-48c7-8c00-fdef3a2c54ca,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
12,2024-04-22,745351,Walk,walk,False,642731,500779,Thairo Estrada,Jose Quintana,1,5cc26046-0b90-4ac7-829a-8e5b3833fe98,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
13,2024-04-22,745351,Strikeout,strikeout,True,608596,500779,Tom Murphy,Jose Quintana,0,039f2d16-0686-4ade-b6f8-4c7df6735275,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
14,2024-04-22,745351,Single,single,False,605113,500779,Nick Ahmed,Jose Quintana,1,bd282c32-85ce-4cf2-9458-c8b3b42c9841,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
15,2024-04-22,745351,Groundout,field_out,True,596103,500779,Austin Slater,Jose Quintana,0,4c7763ab-81d6-453a-8101-3cc2036e0186,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
16,2024-04-22,745351,Strikeout,strikeout,True,643446,676775,Jeff McNeil,Keaton Winn,0,d63eb8f1-8946-48c8-a0ac-3930538069b9,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-22,745351,Lineout,field_out,True,664056,676775,Harrison Bader,Keaton Winn,0,79a0e430-a6d4-4614-911e-0bffcbd94701,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-22,745351,Groundout,field_out,True,553882,676775,Omar Narváez,Keaton Winn,0,2aedba79-9a43-465c-947c-c029323aeece,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-22,745351,Walk,walk,False,527038,500779,Wilmer Flores,Jose Quintana,0,b16d11d1-083b-4ff9-a669-5c85b6713354,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
20,2024-04-22,745351,Single,single,False,808982,500779,Jung Hoo Lee,Jose Quintana,1,5825fb0c-0156-4138-b106-60c6731e5ef5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
21,2024-04-22,745351,Strikeout,strikeout,True,624585,500779,Jorge Soler,Jose Quintana,0,7c0d82ae-6575-4b47-a854-beb2c60b0cb2,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
22,2024-04-22,745351,Double,double,False,656305,500779,Matt Chapman,Jose Quintana,1,6fe68cfb-e0bf-409a-bd7f-1d5f75616e09,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
23,2024-04-22,745351,Flyout,field_out,True,624424,500779,Michael Conforto,Jose Quintana,0,337f5c29-40cd-44dc-b263-21a19a6c03af,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
24,2024-04-22,745351,Groundout,field_out,True,642731,500779,Thairo Estrada,Jose Quintana,0,90410391-d2ee-42b9-9610-2e57df97e0dd,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
25,2024-04-22,745351,Groundout,field_out,True,607043,676775,Brandon Nimmo,Keaton Winn,0,fcae08d9-b427-4fb3-9f60-6f58219a8ddd,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-22,745351,Strikeout,strikeout,True,516782,676775,Starling Marte,Keaton Winn,0,9322213e-2639-4a4c-b8c8-5ae9bca6e49c,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-22,745351,Strikeout,strikeout,True,596019,676775,Francisco Lindor,Keaton Winn,0,c1aab8fa-6f9c-4f54-90fa-45cefd408ffa,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-22,745351,Walk,walk,False,608596,500779,Tom Murphy,Jose Quintana,0,7999b265-3ac4-4097-8517-09b707b96aa5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
29,2024-04-22,745351,Grounded Into DP,grounded_into_double_play,True,605113,500779,Nick Ahmed,Jose Quintana,1,9ebdb082-5f87-426e-9c01-f409bc44850a,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
30,2024-04-22,745351,Strikeout,strikeout,True,596103,500779,Austin Slater,Jose Quintana,0,2df13015-3e8b-4e73-b9a7-b4d205d4fa7c,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,0.318,0.207,,,-1.6,,-0.01,,90.5,,90.7,,,,,0.281,0.579,0.149,0.271,0.504,0.137,,,,71.0,101.0,97.0,108.0,104.0,101.0,0.277,0.199,0.72,0.78,85.8,77.8,0.255,0.415,0.247,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,
31,2024-04-22,745351,Home Run,home_run,False,624413,676775,Pete Alonso,Keaton Winn,0,c36389f1-8fd8-4a35-83da-6f8fa59c9c33,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-04-22,745351,Groundout,field_out,True,683146,676775,Brett Baty,Keaton Winn,0,ee688dd7-7863-42cc-bb81-0e41a989efcd,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-04-22,745351,Groundout,field_out,True,621466,676775,DJ Stewart,Keaton Winn,0,1ced1eaa-96c6-418f-a0b2-e6c99f0bca46,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-04-22,745351,Lineout,field_out,True,643446,676775,Jeff McNeil,Keaton Winn,0,46cbc769-18f3-4389-92aa-5efe0b3a16a2,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
