,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-06,744967,Single,single,False,621493,642520,Taylor Ward,Gerson Garabito,0,fd964f0f-7650-48f5-9005-9efe69158201,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
1,2024-09-06,744967,Forceout,force_out,True,687263,642520,Zach Neto,Gerson Garabito,1,8311ac3c-c235-4d8a-86f3-f6c37e6952c2,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
2,2024-09-06,744967,Flyout,field_out,True,694384,642520,Nolan Schanuel,Gerson Garabito,0,f9ff75a1-c5a9-448c-afd5-eab2b12d55fc,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
3,2024-09-06,744967,Forceout,force_out,True,543685,642520,Anthony Rendon,Gerson Garabito,1,e433c0b0-2b7c-4e31-87e8-5bfa668df01e,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
4,2024-09-06,744967,Pop Out,field_out,True,543760,691951,Marcus Semien,Samuel Aldegheri,0,578d953e-c8d5-44ce-8e47-46f38c0325c0,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,2.45,3.15,11.0,91.0,73.0,88.0,0.795,8.18,4.09,7.36,0.82,0.33,0.265,0.382,0.147,0.353,0.402,81.0,85.0,83.0,49.0,82.0,89.0,68.0,93.0,86.0,,,,90.0,100.0,101.0,,0.55,0.148,0.089,0.213,-1.7,,3.54,0.21,0.52,92.4,82.1,,84.3,75.5,,,,0.269,0.423,0.22,0.143,0.143,0.111,,,,0.111,0.222,0.5,,,,,,,,,
5,2024-09-06,744967,Strikeout,strikeout,True,694671,691951,Wyatt Langford,Samuel Aldegheri,0,752da824-a819-4fe2-b89d-3a931ed1f933,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,2.45,3.15,11.0,91.0,73.0,88.0,0.795,8.18,4.09,7.36,0.82,0.33,0.265,0.382,0.147,0.353,0.402,81.0,85.0,83.0,49.0,82.0,89.0,68.0,93.0,86.0,,,,90.0,100.0,101.0,,0.55,0.148,0.089,0.213,-1.7,,3.54,0.21,0.52,92.4,82.1,,84.3,75.5,,,,0.269,0.423,0.22,0.143,0.143,0.111,,,,0.111,0.222,0.5,,,,,,,,,
6,2024-09-06,744967,Strikeout,strikeout,True,673962,691951,Josh Jung,Samuel Aldegheri,0,26f6b512-6c5a-4cae-bb8b-51b6b5fac38d,691951.0,samuelaldegheri,Aldegheri,Left,Samuel Aldegheri,LAA,2.45,3.15,11.0,91.0,73.0,88.0,0.795,8.18,4.09,7.36,0.82,0.33,0.265,0.382,0.147,0.353,0.402,81.0,85.0,83.0,49.0,82.0,89.0,68.0,93.0,86.0,,,,90.0,100.0,101.0,,0.55,0.148,0.089,0.213,-1.7,,3.54,0.21,0.52,92.4,82.1,,84.3,75.5,,,,0.269,0.423,0.22,0.143,0.143,0.111,,,,0.111,0.222,0.5,,,,,,,,,
7,2024-09-06,744967,Flyout,field_out,True,666160,642520,Mickey Moniak,Gerson Garabito,0,1e4ca53d-01e8-4ab7-9768-a3d29dfe94a5,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
8,2024-09-06,744967,Pop Out,field_out,True,681351,642520,Logan O'Hoppe,Gerson Garabito,0,6f99342d-fdd6-4223-83d7-287641742098,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
9,2024-09-06,744967,Strikeout,strikeout,True,666176,642520,Jo Adell,Gerson Garabito,0,7f38c48d-fa8b-4c15-a659-29299306f558,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,3.1,6.36,20.1,99.0,97.0,99.0,0.796,6.64,3.98,5.75,0.89,1.0,0.196,0.482,0.143,0.339,0.411,74.0,88.0,82.0,109.0,108.0,111.0,101.0,97.0,96.0,78.0,107.0,109.0,93.0,67.0,77.0,0.097,0.386,0.049,0.329,0.14,-0.49,1.38,-2.58,4.6,-2.11,93.4,86.5,91.9,88.6,82.2,0.103,0.103,0.32,0.286,0.524,0.129,0.167,0.5,0.238,0.286,0.286,0.091,0.0,0.0,0.125,,,,,,,,,
