,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-06,744901,Flyout,field_out,True,681297,605135,Colton Cowser,Chris Bassitt,0,be5f5f65-2a74-4915-990d-7be4f05a2598,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,78.0,102.0,93.0,93.0,90.0,86.0,0.407,0.039,0.196,0.044,0.118,0.142,0.054,-2.74,0.76,-1.95,0.09,-0.18,0.3,-2.04,92.6,89.7,84.1,84.6,92.5,77.5,70.9,0.332,0.429,0.123,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,0.333,0.633,0.102,0.292,0.583,0.154,0.286,0.476,0.256,,,,,,
1,2024-08-06,744901,Groundout,field_out,True,623993,605135,Anthony Santander,Chris Bassitt,0,23c288d8-12ec-4cb3-adbb-1579ac29c14c,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,78.0,102.0,93.0,93.0,90.0,86.0,0.407,0.039,0.196,0.044,0.118,0.142,0.054,-2.74,0.76,-1.95,0.09,-0.18,0.3,-2.04,92.6,89.7,84.1,84.6,92.5,77.5,70.9,0.332,0.429,0.123,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,0.333,0.633,0.102,0.292,0.583,0.154,0.286,0.476,0.256,,,,,,
2,2024-08-06,744901,Strikeout,strikeout,True,683002,605135,Gunnar Henderson,Chris Bassitt,0,70db5711-77e6-4ed1-b7dc-0f43e989994d,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,78.0,102.0,93.0,93.0,90.0,86.0,0.407,0.039,0.196,0.044,0.118,0.142,0.054,-2.74,0.76,-1.95,0.09,-0.18,0.3,-2.04,92.6,89.7,84.1,84.6,92.5,77.5,70.9,0.332,0.429,0.123,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,0.333,0.633,0.102,0.292,0.583,0.154,0.286,0.476,0.256,,,,,,
3,2024-08-06,744901,Strikeout,strikeout,True,543807,544150,George Springer,Albert Suárez,0,cb0c32e6-4b77-4423-aad2-5dc6b0b6f668,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,,,,,,,75.0,100.0,91.0,,,,,0.516,0.198,,,0.114,0.171,0.14,0.8,,,,-0.05,0.45,94.9,86.4,,86.0,,,78.8,,,,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,
4,2024-08-06,744901,Strikeout,strikeout,True,694388,544150,Joey Loperfido,Albert Suárez,0,7defd8dd-45d2-49cf-8d8c-5e84a4d24053,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,,,,,,,75.0,100.0,91.0,,,,,0.516,0.198,,,0.114,0.171,0.14,0.8,,,,-0.05,0.45,94.9,86.4,,86.0,,,78.8,,,,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,
5,2024-08-06,744901,Pop Out,field_out,True,665489,544150,Vladimir Guerrero Jr.,Albert Suárez,0,069ec825-069f-4d3c-858e-1239304a0ca8,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,,,,,,,75.0,100.0,91.0,,,,,0.516,0.198,,,0.114,0.171,0.14,0.8,,,,-0.05,0.45,94.9,86.4,,86.0,,,78.8,,,,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,
6,2024-08-06,744901,Walk,walk,False,656811,605135,Ryan O'Hearn,Chris Bassitt,0,1a45e8ef-4f58-4be1-9dcf-398130972588,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,78.0,102.0,93.0,93.0,90.0,86.0,0.407,0.039,0.196,0.044,0.118,0.142,0.054,-2.74,0.76,-1.95,0.09,-0.18,0.3,-2.04,92.6,89.7,84.1,84.6,92.5,77.5,70.9,0.332,0.429,0.123,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,0.333,0.633,0.102,0.292,0.583,0.154,0.286,0.476,0.256,,,,,,
7,2024-08-06,744901,Double Play,double_play,True,668939,605135,Adley Rutschman,Chris Bassitt,1,12aa9e41-5dac-48ae-83ff-03c4f1cf8a03,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,78.0,102.0,93.0,93.0,90.0,86.0,0.407,0.039,0.196,0.044,0.118,0.142,0.054,-2.74,0.76,-1.95,0.09,-0.18,0.3,-2.04,92.6,89.7,84.1,84.6,92.5,77.5,70.9,0.332,0.429,0.123,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,0.333,0.633,0.102,0.292,0.583,0.154,0.286,0.476,0.256,,,,,,
8,2024-08-06,744901,Groundout,field_out,True,663624,605135,Ryan Mountcastle,Chris Bassitt,0,dd8c59eb-1a8d-4c31-84ad-c6081402e5e7,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,78.0,102.0,93.0,93.0,90.0,86.0,0.407,0.039,0.196,0.044,0.118,0.142,0.054,-2.74,0.76,-1.95,0.09,-0.18,0.3,-2.04,92.6,89.7,84.1,84.6,92.5,77.5,70.9,0.332,0.429,0.123,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,0.333,0.633,0.102,0.292,0.583,0.154,0.286,0.476,0.256,,,,,,
9,2024-08-06,744901,Walk,walk,False,687462,544150,Spencer Horwitz,Albert Suárez,0,f0a8ed13-9266-4277-9638-185180121225,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,,,,,,,75.0,100.0,91.0,,,,,0.516,0.198,,,0.114,0.171,0.14,0.8,,,,-0.05,0.45,94.9,86.4,,86.0,,,78.8,,,,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,
