,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff
0,2024-08-26,745215,Strikeout,strikeout,True,666185,682243,Dylan Carlson,Bryce Miller,0,ddd1c774-758a-4066-b45e-ded9839515ed,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
1,2024-08-26,745215,Strikeout,strikeout,True,664040,682243,Brandon Lowe,Bryce Miller,0,11d8296d-53e2-4b68-9fe8-5ab94d167d27,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
2,2024-08-26,745215,Strikeout,strikeout,True,691406,682243,Junior Caminero,Bryce Miller,0,356bd781-cfc0-4242-9769-a0a607e3eb27,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
3,2024-08-26,745215,Strikeout,strikeout,True,670042,686752,Luke Raley,Ryan Pepiot,0,48b94be7-17a2-4f11-b3ea-f9c9feb49f7f,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,115.0,97.0,101.0,,,,120.0,96.0,106.0,,,,101.0,102.0,98.0,,,,,0.496,0.042,,0.198,,1.5,-3.59,,,1.03,,94.9,91.7,,,89.0,,0.16,0.286,0.318,,,,,,,,,,0.24,0.387,0.297,0.167,0.167,0.545,0.375,0.875,0.059,120.0,105.0,116.0,136.0,71.0,79.0,0.033,0.231,-1.59,-0.75,85.9,80.6,0.236,0.409,0.296
4,2024-08-26,745215,Pop Out,field_out,True,677594,686752,Julio Rodríguez,Ryan Pepiot,0,023a5519-9266-44d5-ace5-2f60ced93cde,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,115.0,97.0,101.0,,,,120.0,96.0,106.0,,,,101.0,102.0,98.0,,,,,0.496,0.042,,0.198,,1.5,-3.59,,,1.03,,94.9,91.7,,,89.0,,0.16,0.286,0.318,,,,,,,,,,0.24,0.387,0.297,0.167,0.167,0.545,0.375,0.875,0.059,120.0,105.0,116.0,136.0,71.0,79.0,0.033,0.231,-1.59,-0.75,85.9,80.6,0.236,0.409,0.296
5,2024-08-26,745215,Strikeout,strikeout,True,663728,686752,Cal Raleigh,Ryan Pepiot,0,bd03ffb2-b586-4925-a4da-6c945b7cb538,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,115.0,97.0,101.0,,,,120.0,96.0,106.0,,,,101.0,102.0,98.0,,,,,0.496,0.042,,0.198,,1.5,-3.59,,,1.03,,94.9,91.7,,,89.0,,0.16,0.286,0.318,,,,,,,,,,0.24,0.387,0.297,0.167,0.167,0.545,0.375,0.875,0.059,120.0,105.0,116.0,136.0,71.0,79.0,0.033,0.231,-1.59,-0.75,85.9,80.6,0.236,0.409,0.296
6,2024-08-26,745215,Flyout,field_out,True,666624,682243,Christopher Morel,Bryce Miller,0,1bb6de87-d8cb-44d0-8512-af121d2d77b7,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
7,2024-08-26,745215,Home Run,home_run,False,666139,682243,Josh Lowe,Bryce Miller,0,759a858d-4668-4dbc-837a-e8ffdd5c2dbd,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
8,2024-08-26,745215,Groundout,field_out,True,676356,682243,Jonny DeLuca,Bryce Miller,0,45c37d91-b095-4bf1-ad0a-43a9ac9c7dfa,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
9,2024-08-26,745215,Strikeout,strikeout,True,676609,682243,José Caballero,Bryce Miller,0,06459d0b-0f9e-4167-99f1-7b751b74b1e3,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,
