,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS
0,2024-05-14,747124,Strikeout,strikeout,True,621550,519242,Patrick Wisdom,Chris Sale,0,10a68217-aa5d-40c4-9f7e-f5594cc06f81,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,
1,2024-05-14,747124,Strikeout,strikeout,True,673548,519242,Seiya Suzuki,Chris Sale,0,81169cad-999c-4651-8e45-ca963b5a989f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,
2,2024-05-14,747124,Single,single,False,641355,519242,Cody Bellinger,Chris Sale,0,a9a7c268-142a-4115-8f62-d61217cabdfa,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,
3,2024-05-14,747124,Hit By Pitch,hit_by_pitch,False,666624,519242,Christopher Morel,Chris Sale,1,d39a4557-85b2-4c6a-a0ea-39024465f55d,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,
4,2024-05-14,747124,Strikeout,strikeout,True,643565,519242,Mike Tauchman,Chris Sale,0,d7304796-4a78-4eed-b766-32abac1fee58,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,
5,2024-05-14,747124,Flyout,field_out,True,660670,592791,Ronald Acuña Jr.,Jameson Taillon,0,dc77997c-283e-483c-a16f-f0dc3becfe3c,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.029,0.37,-0.39,-0.43,-3.72,92.5,85.9,93.0,80.8,0.224,0.395,0.315,0.263,0.434,0.128,0.273,0.818,0.087,0.318,0.5,0.13,106.0,113.0,113.0,92.0,105.0,99.0,0.234,0.165,2.55,-0.02,86.8,80.0,0.256,0.267,0.187,0.227,0.303,0.227,,,
6,2024-05-14,747124,Single,single,False,645277,592791,Ozzie Albies,Jameson Taillon,0,66714535-007e-4437-af68-a3f777692e35,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.029,0.37,-0.39,-0.43,-3.72,92.5,85.9,93.0,80.8,0.224,0.395,0.315,0.263,0.434,0.128,0.273,0.818,0.087,0.318,0.5,0.13,106.0,113.0,113.0,92.0,105.0,99.0,0.234,0.165,2.55,-0.02,86.8,80.0,0.256,0.267,0.187,0.227,0.303,0.227,,,
7,2024-05-14,747124,Single,single,False,542303,592791,Marcell Ozuna,Jameson Taillon,1,6673076b-1fe8-4030-8138-9a17ad6b75e2,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.029,0.37,-0.39,-0.43,-3.72,92.5,85.9,93.0,80.8,0.224,0.395,0.315,0.263,0.434,0.128,0.273,0.818,0.087,0.318,0.5,0.13,106.0,113.0,113.0,92.0,105.0,99.0,0.234,0.165,2.55,-0.02,86.8,80.0,0.256,0.267,0.187,0.227,0.303,0.227,,,
8,2024-05-14,747124,Double,double,False,621566,592791,Matt Olson,Jameson Taillon,1,c9fc67ff-9ebf-495d-99d4-6c5951996fe5,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.029,0.37,-0.39,-0.43,-3.72,92.5,85.9,93.0,80.8,0.224,0.395,0.315,0.263,0.434,0.128,0.273,0.818,0.087,0.318,0.5,0.13,106.0,113.0,113.0,92.0,105.0,99.0,0.234,0.165,2.55,-0.02,86.8,80.0,0.256,0.267,0.187,0.227,0.303,0.227,,,
9,2024-05-14,747124,Lineout,field_out,True,518595,592791,Travis d'Arnaud,Jameson Taillon,0,48d109c3-9728-4e50-9910-e6b2ca54afa8,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,77.0,102.0,102.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,0.079,0.325,0.168,0.029,0.37,-0.39,-0.43,-3.72,92.5,85.9,93.0,80.8,0.224,0.395,0.315,0.263,0.434,0.128,0.273,0.818,0.087,0.318,0.5,0.13,106.0,113.0,113.0,92.0,105.0,99.0,0.234,0.165,2.55,-0.02,86.8,80.0,0.256,0.267,0.187,0.227,0.303,0.227,,,
