,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-07-31,746678,Flyout,field_out,True,664023,666157,Ian Happ,Nick Lodolo,0,26f7d651-1990-483d-b2c7-eaba8b9a6a02,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-31,746678,Groundout,field_out,True,670623,666157,Isaac Paredes,Nick Lodolo,0,8806dd82-75cc-4a36-af28-ed36b07b5000,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-31,746678,Strikeout,strikeout,True,673548,666157,Seiya Suzuki,Nick Lodolo,0,1a5c9f73-9a97-4d54-aecf-e50735f03417,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-31,746678,Pop Out,field_out,True,663697,543294,Jonathan India,Kyle Hendricks,0,8fd9d0bb-13fc-4490-85a7-64ac68301b0a,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.36,0.84,0.138,0.22,0.317,0.288,0.277,0.441,0.244,0.339,0.526,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-31,746678,Groundout,field_out,True,682829,543294,Elly De La Cruz,Kyle Hendricks,0,1c937390-8503-478d-b268-bc6ee63cf863,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.36,0.84,0.138,0.22,0.317,0.288,0.277,0.441,0.244,0.339,0.526,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-31,746678,Groundout,field_out,True,668715,543294,Spencer Steer,Kyle Hendricks,0,689f5135-c185-4afd-9e8b-0532d38b968a,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.36,0.84,0.138,0.22,0.317,0.288,0.277,0.441,0.244,0.339,0.526,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-31,746678,Single,single,False,641355,666157,Cody Bellinger,Nick Lodolo,0,724b0116-b3ef-4604-b480-e2bd85c55055,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-31,746678,Groundout,field_out,True,621550,666157,Patrick Wisdom,Nick Lodolo,1,1aba9389-555f-4259-9728-e6c8d7877441,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-31,746678,Double,double,False,663538,666157,Nico Hoerner,Nick Lodolo,1,f75b7ec5-162a-4ca5-901c-3e789b3e5d95,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-31,746678,Groundout,field_out,True,621020,666157,Dansby Swanson,Nick Lodolo,0,3f049be1-d3b7-4f17-9b0c-5408b88503b6,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
