,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,wFA/C,wSL/C,wCU/C,vFA,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-04-13,745676,Strikeout,strikeout,True,671277,671212,Luis García Jr.,Joe Boyle,0,2220d185-f869-4003-bce8-1e8dedfdb4af,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-13,745676,Strikeout,strikeout,True,702358,671212,Trey Lipscomb,Joe Boyle,0,414a2e6b-8801-45eb-a19b-34b0bb6bfbfb,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-13,745676,Single,single,False,687231,669022,Darell Hernaiz,MacKenzie Gore,0,b47d25a8-0591-40ab-be89-24df1aa3f13d,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-13,745676,Grounded Into DP,grounded_into_double_play,True,680474,669022,Max Schuemann,MacKenzie Gore,1,ad25b672-53b8-4da7-a5af-0dbe87b982a9,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-04-13,745676,Strikeout,strikeout,True,669397,669022,Nick Allen,MacKenzie Gore,0,d30fbb5f-897c-41b5-bd27-5e3f77f5d7e3,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-04-13,745676,Groundout,field_out,True,656180,671212,Riley Adams,Joe Boyle,0,13b837ba-6941-40bb-9326-019a39186dc3,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-04-13,745676,Single,single,False,696285,671212,Jacob Young,Joe Boyle,0,2b632c72-4298-4251-a8b1-b8bd0f9b654f,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-13,745676,Triple,triple,False,682928,671212,CJ Abrams,Joe Boyle,1,9038f389-4992-4669-8a32-be73e92e69f3,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-13,745676,Groundout,field_out,True,657041,671212,Lane Thomas,Joe Boyle,0,5750d44f-daf4-47aa-adde-2c7b79f91bb8,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-13,745676,Pop Out,field_out,True,608385,671212,Jesse Winker,Joe Boyle,0,d6fb140a-9de2-44fe-90ac-d68bf4ac0398,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-13,745676,Strikeout,strikeout,True,671732,669022,Lawrence Butler,MacKenzie Gore,0,47401edd-0f33-4adb-a48e-3d0bf21d7353,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-13,745676,Single,single,False,647351,669022,Abraham Toro,MacKenzie Gore,0,a944d5a5-498a-4979-860a-60138a77b8b5,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-04-13,745676,Single,single,False,680869,669022,Zack Gelof,MacKenzie Gore,1,f936bcee-9620-4d9a-a6e8-c9e129b3ee59,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-04-13,745676,Strikeout,strikeout,True,605204,669022,J.D. Davis,MacKenzie Gore,0,6eb21103-941c-4766-a56a-ed6af62543b9,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-04-13,745676,Flyout,field_out,True,663527,669022,Tyler Nevin,MacKenzie Gore,0,e9371560-3949-4acc-95d7-b6250ffbbb9d,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-13,745676,Pop Out,field_out,True,608336,671212,Joey Gallo,Joe Boyle,0,26fa32b3-969a-433c-a7dc-f175de1f33ba,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-13,745676,Flyout,field_out,True,592696,671212,Eddie Rosario,Joe Boyle,0,ed031366-e870-487c-80a5-66418c98e8c1,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-13,745676,Single,single,False,671277,671212,Luis García Jr.,Joe Boyle,0,452494d6-8ad1-40fe-8552-700d50976bdc,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-13,745676,Forceout,force_out,True,702358,671212,Trey Lipscomb,Joe Boyle,1,8677bba5-1e72-4f3e-88b8-d41d5179e4b5,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-04-13,745676,Flyout,field_out,True,669127,669022,Shea Langeliers,MacKenzie Gore,0,b03e797a-f3dc-43d6-ab5f-518fb6628f6c,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-04-13,745676,Strikeout,strikeout,True,687231,669022,Darell Hernaiz,MacKenzie Gore,0,67c2870e-5066-432b-8121-b128c72c6fee,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-04-13,745676,Strikeout,strikeout,True,680474,669022,Max Schuemann,MacKenzie Gore,0,493f0fd1-63f3-4ef0-8456-320d7ec31a14,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-04-13,745676,Single,single,False,656180,671212,Riley Adams,Joe Boyle,0,f6e46ecf-36ed-4d68-b09f-76bef57b00c2,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-04-13,745676,Sac Bunt,sac_bunt,True,696285,671212,Jacob Young,Joe Boyle,1,3ecf6f0d-41fc-4ff2-afea-511a0fb3051a,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-04-13,745676,Strikeout,strikeout,True,682928,671212,CJ Abrams,Joe Boyle,0,f4c90806-4f54-473f-bb7a-5e2f32903ed3,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-04-13,745676,Strikeout,strikeout,True,657041,671212,Lane Thomas,Joe Boyle,0,005b31ed-efd8-44e3-99cd-ff5c56a97d6b,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-04-13,745676,Strikeout,strikeout,True,669397,669022,Nick Allen,MacKenzie Gore,0,317ea350-7689-483b-8ed9-31cd613aabca,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2024-04-13,745676,Strikeout,strikeout,True,671732,669022,Lawrence Butler,MacKenzie Gore,0,7356119a-82fe-4f04-af6f-bb9796158636,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2024-04-13,745676,Strikeout,strikeout,True,647351,669022,Abraham Toro,MacKenzie Gore,0,8571e4bc-6b00-40c7-b8e4-719ca1569271,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
