,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-25,746106,Flyout,field_out,True,650490,694813,Yandy Díaz,Gavin Stone,0,cc8245b7-7f85-44a7-89f4-7eb53cceb194,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143
1,2024-08-25,746106,Strikeout,strikeout,True,664040,694813,Brandon Lowe,Gavin Stone,0,03c118c5-07bf-4b3f-8c1c-dfeff4857a55,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143
2,2024-08-25,746106,Groundout,field_out,True,691406,694813,Junior Caminero,Gavin Stone,0,a44d1e26-74dc-49ad-99fc-b3345a7360ec,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143
3,2024-08-25,746106,Flyout,field_out,True,660271,682052,Shohei Ohtani,Jacob Lopez,0,90c2162f-8bc3-4085-82e4-c4f8bf1b3625,682052.0,jacoblopez,"Lopez, Ja",Left,Jacob Lopez,TBR,5.23,3.62,10.1,89.0,86.0,86.0,0.768,6.97,6.1,4.35,1.74,0.3,0.345,0.379,0.172,0.31,0.393,80.0,83.0,88.0,,,,93.0,101.0,109.0,,,,80.0,94.0,89.0,91.0,99.0,91.0,,0.421,0.129,0.376,,0.073,-1.74,-3.44,,3.46,,-1.16,90.6,87.0,83.0,,77.9,,,,,0.231,0.538,0.125,,,,0.053,0.053,0.355,0.25,1.0,0.1,,,,,,
4,2024-08-25,746106,Lineout,field_out,True,605141,682052,Mookie Betts,Jacob Lopez,0,57373c62-782c-4efa-86e9-507d5fe27c62,682052.0,jacoblopez,"Lopez, Ja",Left,Jacob Lopez,TBR,5.23,3.62,10.1,89.0,86.0,86.0,0.768,6.97,6.1,4.35,1.74,0.3,0.345,0.379,0.172,0.31,0.393,80.0,83.0,88.0,,,,93.0,101.0,109.0,,,,80.0,94.0,89.0,91.0,99.0,91.0,,0.421,0.129,0.376,,0.073,-1.74,-3.44,,3.46,,-1.16,90.6,87.0,83.0,,77.9,,,,,0.231,0.538,0.125,,,,0.053,0.053,0.355,0.25,1.0,0.1,,,,,,
5,2024-08-25,746106,Groundout,field_out,True,518692,682052,Freddie Freeman,Jacob Lopez,0,87c47722-71fb-4df6-bb15-be0566699b49,682052.0,jacoblopez,"Lopez, Ja",Left,Jacob Lopez,TBR,5.23,3.62,10.1,89.0,86.0,86.0,0.768,6.97,6.1,4.35,1.74,0.3,0.345,0.379,0.172,0.31,0.393,80.0,83.0,88.0,,,,93.0,101.0,109.0,,,,80.0,94.0,89.0,91.0,99.0,91.0,,0.421,0.129,0.376,,0.073,-1.74,-3.44,,3.46,,-1.16,90.6,87.0,83.0,,77.9,,,,,0.231,0.538,0.125,,,,0.053,0.053,0.355,0.25,1.0,0.1,,,,,,
6,2024-08-25,746106,Strikeout,strikeout,True,666139,694813,Josh Lowe,Gavin Stone,0,b4585638-6122-4ff3-a030-2f2ee197f1f2,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143
7,2024-08-25,746106,Groundout,field_out,True,676356,694813,Jonny DeLuca,Gavin Stone,0,1561c41e-0304-48dc-b193-0f05b76a0447,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143
8,2024-08-25,746106,Groundout,field_out,True,666163,694813,Ben Rortvedt,Gavin Stone,0,884f75d3-23e6-41a6-8995-3ddb0656f12a,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143
9,2024-08-25,746106,Strikeout,strikeout,True,606192,682052,Teoscar Hernández,Jacob Lopez,0,bb2ac478-38dc-49d2-bdd4-e78639ea8c1a,682052.0,jacoblopez,"Lopez, Ja",Left,Jacob Lopez,TBR,5.23,3.62,10.1,89.0,86.0,86.0,0.768,6.97,6.1,4.35,1.74,0.3,0.345,0.379,0.172,0.31,0.393,80.0,83.0,88.0,,,,93.0,101.0,109.0,,,,80.0,94.0,89.0,91.0,99.0,91.0,,0.421,0.129,0.376,,0.073,-1.74,-3.44,,3.46,,-1.16,90.6,87.0,83.0,,77.9,,,,,0.231,0.538,0.125,,,,0.053,0.053,0.355,0.25,1.0,0.1,,,,,,
