,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-08,744819,Double,double,False,666149,687792,Tyler Fitzgerald,DJ Herz,0,615dfacb-21e2-4587-9ff5-5515253ff5f4,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-08,744819,Groundout,field_out,True,671218,687792,Heliot Ramos,DJ Herz,1,3271fb9e-0436-4334-80f6-0e8c6661a99b,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-08,744819,Walk,walk,False,624424,687792,Michael Conforto,DJ Herz,0,2be5bcf7-5d59-475e-91b3-a0875f22daad,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-08,744819,Walk,walk,False,656305,687792,Matt Chapman,DJ Herz,1,3166da90-da12-49a6-8fdc-65115c3105e4,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-08,744819,Strikeout,strikeout,True,592192,687792,Mark Canha,DJ Herz,0,f5681b97-1b60-449e-a637-dd9883c36a62,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-08,744819,Walk,walk,False,666464,687792,Jerar Encarnacion,DJ Herz,1,1d47d3bf-0c13-4683-ad90-7154472e0144,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-08,744819,Strikeout,strikeout,True,573262,687792,Mike Yastrzemski,DJ Herz,0,55adf78b-ecb6-4691-895a-a229b3f0cff2,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,91.0,99.0,97.0,106.0,93.0,98.0,98.0,66.0,79.0,0.543,0.177,0.035,0.244,0.36,-2.29,0.97,0.85,93.5,83.5,86.2,81.0,0.254,0.377,0.322,0.181,0.347,0.261,0.26,0.54,0.268,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-08,744819,Strikeout,strikeout,True,682928,690986,CJ Abrams,Kyle Harrison,0,d75fd556-0915-447b-a2a6-6ab88dc78e21,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,97.0,100.0,92.0,93.0,107.0,97.0,,,,0.58,0.003,,0.197,0.36,-11.76,,-1.5,92.6,84.9,88.2,,0.244,0.415,0.231,0.279,0.432,0.217,0.333,0.667,0.5,,,,86.0,94.0,94.0,0.22,-0.07,80.7,0.264,0.431,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-08,744819,Single,single,False,669743,690986,Alex Call,Kyle Harrison,0,395c5e5f-520d-4ce6-b3a0-19efcf566c03,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,97.0,100.0,92.0,93.0,107.0,97.0,,,,0.58,0.003,,0.197,0.36,-11.76,,-1.5,92.6,84.9,88.2,,0.244,0.415,0.231,0.279,0.432,0.217,0.333,0.667,0.5,,,,86.0,94.0,94.0,0.22,-0.07,80.7,0.264,0.431,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-08,744819,Groundout,field_out,True,660766,690986,Juan Yepez,Kyle Harrison,1,819439ef-526f-4192-823f-792f24d373cb,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,97.0,100.0,92.0,93.0,107.0,97.0,,,,0.58,0.003,,0.197,0.36,-11.76,,-1.5,92.6,84.9,88.2,,0.244,0.415,0.231,0.279,0.432,0.217,0.333,0.667,0.5,,,,86.0,94.0,94.0,0.22,-0.07,80.7,0.264,0.431,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
