,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-27,746245,Walk,walk,False,666135,667755,Alex Kirilloff,José Soriano,0,be921a8f-37a5-4dc7-94de-ddb71026aa43,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-27,746245,Single,single,False,666397,667755,Edouard Julien,José Soriano,1,684ca219-6167-48bf-8154-adba9697c541,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-27,746245,Hit By Pitch,hit_by_pitch,False,680777,667755,Ryan Jeffers,José Soriano,1,3016c80e-ae73-4345-b9b3-9118d1c3a119,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-27,746245,Strikeout,strikeout,True,663616,667755,Trevor Larnach,José Soriano,0,0ee3fafb-5833-4006-b5f6-fc17001dae57,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-27,746245,Walk,walk,False,596146,667755,Max Kepler,José Soriano,1,946494f6-68cb-4df4-b7d4-548517e3e4e6,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-27,746245,Grounded Into DP,grounded_into_double_play,True,650489,667755,Willi Castro,José Soriano,1,fb06df91-66d4-4b2f-9f4c-2be810bc71be,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-27,746245,Strikeout,strikeout,True,545361,663978,Mike Trout,Chris Paddack,0,c025e88b-bf29-463a-869f-14855571a0e7,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,,,,0.429,,0.177,,0.61,,,-0.22,,93.3,,,85.9,,,,,0.326,0.435,0.19,0.277,0.4,0.243,,,,0.264,0.434,0.254,108.0,107.0,112.0,106.0,102.0,103.0,0.136,0.259,-1.7,-1.54,82.9,78.2,0.283,0.519,0.248,,,,,,,,,
7,2024-04-27,746245,Flyout,field_out,True,687263,663978,Zach Neto,Chris Paddack,0,2b8e5de7-b8dc-4ee1-b6d8-d933937accc4,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,,,,0.429,,0.177,,0.61,,,-0.22,,93.3,,,85.9,,,,,0.326,0.435,0.19,0.277,0.4,0.243,,,,0.264,0.434,0.254,108.0,107.0,112.0,106.0,102.0,103.0,0.136,0.259,-1.7,-1.54,82.9,78.2,0.283,0.519,0.248,,,,,,,,,
8,2024-04-27,746245,Flyout,field_out,True,621493,663978,Taylor Ward,Chris Paddack,0,6da0d2c1-99f4-4a07-bf76-307d5237e798,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,,,,0.429,,0.177,,0.61,,,-0.22,,93.3,,,85.9,,,,,0.326,0.435,0.19,0.277,0.4,0.243,,,,0.264,0.434,0.254,108.0,107.0,112.0,106.0,102.0,103.0,0.136,0.259,-1.7,-1.54,82.9,78.2,0.283,0.519,0.248,,,,,,,,,
9,2024-04-27,746245,Hit By Pitch,hit_by_pitch,False,467793,667755,Carlos Santana,José Soriano,0,7123d95e-f847-4447-8f00-6a6fad73aae7,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
