,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff
0,2024-06-03,747194,Flyout,field_out,True,689172,669194,Brett Wisely,Ryne Nelson,0,fa9011f1-1ca9-4318-8cfb-ea5d943c9221,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
1,2024-06-03,747194,Strikeout,strikeout,True,672275,669194,Patrick Bailey,Ryne Nelson,0,a5d42a81-4261-4ddf-b69d-456f834954fa,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
2,2024-06-03,747194,Pop Out,field_out,True,656305,669194,Matt Chapman,Ryne Nelson,0,d48ccc46-d2fb-468e-b6f3-b70f1865bff1,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
3,2024-06-03,747194,Single,single,False,606466,669062,Ketel Marte,Erik Miller,0,e80a70f2-dd09-426e-814a-d591174ccbf3,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,130.0,99.0,109.0,,,,0.474,,0.175,0.001,0.35,0.26,,-1.79,3.88,1.88,96.8,,85.1,82.6,81.1,0.219,0.406,0.293,,,,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,
4,2024-06-03,747194,Single,single,False,672515,669062,Gabriel Moreno,Erik Miller,1,11148dec-4c4f-4732-977e-401d292ccfe3,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,130.0,99.0,109.0,,,,0.474,,0.175,0.001,0.35,0.26,,-1.79,3.88,1.88,96.8,,85.1,82.6,81.1,0.219,0.406,0.293,,,,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,
5,2024-06-03,747194,Flyout,field_out,True,592626,669062,Joc Pederson,Erik Miller,0,6d368316-951c-4725-ae77-6c01527258d6,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,130.0,99.0,109.0,,,,0.474,,0.175,0.001,0.35,0.26,,-1.79,3.88,1.88,96.8,,85.1,82.6,81.1,0.219,0.406,0.293,,,,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,
6,2024-06-03,747194,Grounded Into DP,grounded_into_double_play,True,572233,669062,Christian Walker,Erik Miller,1,99bc51f7-f6ba-422b-8ad0-d00e233500d4,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,130.0,99.0,109.0,,,,0.474,,0.175,0.001,0.35,0.26,,-1.79,3.88,1.88,96.8,,85.1,82.6,81.1,0.219,0.406,0.293,,,,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,
7,2024-06-03,747194,Groundout,field_out,True,624424,669194,Michael Conforto,Ryne Nelson,0,ffd048ed-0353-4a18-985f-e1ad4d71675b,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
8,2024-06-03,747194,Pop Out,field_out,True,671218,669194,Heliot Ramos,Ryne Nelson,0,f03727b4-524f-435c-a805-9d47290ffbbe,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
9,2024-06-03,747194,Groundout,field_out,True,624585,669194,Jorge Soler,Ryne Nelson,0,03f1bddc-b614-4989-8d88-31ed09894d31,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,
