,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC
0,2024-06-20,746539,Home Run,home_run,False,660271,621389,Shohei Ohtani,Ty Blach,0,7875a9f6-a371-4d1e-a28c-f9ff5b3678c1,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
1,2024-06-20,746539,Flyout,field_out,True,669257,621389,Will Smith,Ty Blach,0,35bc613c-b310-46e7-89a0-331b5a75db09,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
2,2024-06-20,746539,Pop Out,field_out,True,518692,621389,Freddie Freeman,Ty Blach,0,80efced3-e071-4a47-a07a-acddfc1085ab,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
3,2024-06-20,746539,Single,single,False,606192,621389,Teoscar Hernández,Ty Blach,0,e160cfba-db1e-468c-8b5a-f4142fca00ee,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
4,2024-06-20,746539,Groundout,field_out,True,681624,621389,Andy Pages,Ty Blach,0,97d3bc69-2d33-4593-a683-df12301795de,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
5,2024-06-20,746539,Groundout,field_out,True,686668,694813,Brenton Doyle,Gavin Stone,0,64193947-e1d9-4688-923b-e5ecf057c81a,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,96.0,103.0,97.0,80.0,100.0,95.0,0.234,0.061,0.033,0.262,2.5,-0.5,3.38,0.85,92.3,87.2,95.2,83.3,0.333,0.495,0.146,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,97.0,99.0,96.0,133.0,112.0,121.0,0.247,0.162,0.31,1.06,94.7,88.9,0.247,0.36,0.148,0.247,0.315,0.346,,,
6,2024-06-20,746539,Lineout,field_out,True,656248,694813,Sean Bouchard,Gavin Stone,0,c5da9cc4-0ffa-437c-bcea-98affe0aabd5,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,96.0,103.0,97.0,80.0,100.0,95.0,0.234,0.061,0.033,0.262,2.5,-0.5,3.38,0.85,92.3,87.2,95.2,83.3,0.333,0.495,0.146,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,97.0,99.0,96.0,133.0,112.0,121.0,0.247,0.162,0.31,1.06,94.7,88.9,0.247,0.36,0.148,0.247,0.315,0.346,,,
7,2024-06-20,746539,Strikeout,strikeout,True,641857,694813,Ryan McMahon,Gavin Stone,0,88a19db9-a84d-4c98-ae8d-6bc9f33d62fd,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,96.0,103.0,97.0,80.0,100.0,95.0,0.234,0.061,0.033,0.262,2.5,-0.5,3.38,0.85,92.3,87.2,95.2,83.3,0.333,0.495,0.146,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,97.0,99.0,96.0,133.0,112.0,121.0,0.247,0.162,0.31,1.06,94.7,88.9,0.247,0.36,0.148,0.247,0.315,0.346,,,
8,2024-06-20,746539,Strikeout,strikeout,True,500743,621389,Miguel Rojas,Ty Blach,0,f2ce80c5-f299-43ad-90c3-7dcf41eeb7fe,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
9,2024-06-20,746539,Flyout,field_out,True,678246,621389,Miguel Vargas,Ty Blach,0,53b19787-3978-4fb2-824c-9fbf82491690,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
10,2024-06-20,746539,Single,single,False,571771,621389,Enrique Hernández,Ty Blach,0,f7c56a76-5f96-49cc-ad78-038ac2d635b1,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,
