,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff
0,2024-09-29,746820,Walk,walk,False,663697,668873,Jonathan India,Caleb Kilian,0,8111f731-a454-4b2c-8bd5-aa0fe4d693dd,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,746820,Forceout,force_out,True,682829,668873,Elly De La Cruz,Caleb Kilian,1,14ba0c68-30f6-4d3c-bf28-a97781618905,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,746820,Lineout,field_out,True,663886,668873,Tyler Stephenson,Caleb Kilian,0,1f3d0b6c-6808-4a68-8d91-3436fcf2e106,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,746820,Strikeout,strikeout,True,668715,668873,Spencer Steer,Caleb Kilian,1,37136b91-9fc5-453f-a05c-5b316de1c351,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-29,746820,Pop Out,field_out,True,664023,668881,Ian Happ,Hunter Greene,0,9dc08ee2-b17d-43ea-bac4-40f8a44a3f7a,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,123.0,102.0,104.0,,,,125.0,96.0,103.0,,,,,,,,0.552,,0.346,,,1.56,,,0.62,,,97.6,,,,86.8,,0.184,0.273,0.248,,,,0.4,1.0,0.2,,,,118.0,96.0,101.0,120.0,89.0,103.0,0.083,0.018,-0.79,-2.87,87.0,80.9,0.161,0.3,0.39,0.243,0.405,0.284,,,,,,
5,2024-09-29,746820,Flyout,field_out,True,663538,668881,Nico Hoerner,Hunter Greene,0,9993af6c-30a0-454b-bbe3-d8d5f2c26727,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,123.0,102.0,104.0,,,,125.0,96.0,103.0,,,,,,,,0.552,,0.346,,,1.56,,,0.62,,,97.6,,,,86.8,,0.184,0.273,0.248,,,,0.4,1.0,0.2,,,,118.0,96.0,101.0,120.0,89.0,103.0,0.083,0.018,-0.79,-2.87,87.0,80.9,0.161,0.3,0.39,0.243,0.405,0.284,,,,,,
6,2024-09-29,746820,Groundout,field_out,True,673548,668881,Seiya Suzuki,Hunter Greene,0,115c2729-ca36-4574-827e-64644f8ba6e3,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,123.0,102.0,104.0,,,,125.0,96.0,103.0,,,,,,,,0.552,,0.346,,,1.56,,,0.62,,,97.6,,,,86.8,,0.184,0.273,0.248,,,,0.4,1.0,0.2,,,,118.0,96.0,101.0,120.0,89.0,103.0,0.083,0.018,-0.79,-2.87,87.0,80.9,0.161,0.3,0.39,0.243,0.405,0.284,,,,,,
7,2024-09-29,746820,Groundout,field_out,True,670770,668873,TJ Friedl,Caleb Kilian,0,fde1bd1e-95ec-4987-9597-0b20c126685a,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-29,746820,Groundout,field_out,True,664034,668873,Ty France,Caleb Kilian,0,24e4f1ed-1d3f-4ef0-858d-c3bfeda48f4c,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-29,746820,Single,single,False,641584,668873,Jake Fraley,Caleb Kilian,0,0a0716d6-8c2c-490d-9d81-a13e8caddd7e,668873.0,calebkilian,Kilian,Right,Caleb Kilian,CHC,4.22,6.77,10.2,96.0,55.0,90.0,0.81,5.91,5.06,9.28,1.69,1.08,0.286,0.429,0.171,0.4,0.395,138.0,109.0,132.0,46.0,90.0,81.0,66.0,46.0,34.0,117.0,85.0,95.0,88.0,99.0,101.0,45.0,107.0,102.0,0.024,0.455,0.383,0.078,0.048,0.012,1.54,4.47,-47.66,-7.5,-11.3,-69.6,93.6,85.2,86.8,92.3,80.1,76.3,0.235,0.235,0.079,0.059,0.059,0.324,0.667,1.0,0.25,1.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
